,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,28,28,1.0,100%,15.64,15.64,438,2,7.82,7.82,5.21,5.21
Faux,Scythe,28,28,1.0,100%,12.71,12.71,356,3,4.24,4.24,3.18,3.18
Marteau Collecteur,Collecting Hammer,21,28,0.75,75%,16.05,12.04,337,2,8.03,6.02,5.35,4.01
Lame Affutée,Sharp Blade,23,28,0.82,82%,12.39,10.18,285,3,4.13,3.39,3.1,2.54
Armure d'Obsidienne,Obsidian Battle Plate,14,28,0.5,50%,20.0,10.0,280,2,10.0,5.0,6.67,3.33
Hache Frénétique,Berseker Ax,16,28,0.57,57%,14.0,8.0,224,2,7.0,4.0,4.67,2.67
Gantelet Impérieux,Imperious Gauntlet,7,28,0.25,25%,30.0,7.5,210,1,30.0,7.5,15.0,3.75
Esprit de l'Écuyer,Spirit of the Squire,22,28,0.79,79%,8.73,6.86,192,3,2.91,2.29,2.18,1.72
Faux Parfaite,Perfect Scythe,11,28,0.39,39%,15.0,5.89,165,0,Gratuit,Gratuit,15.0,5.89
Explosion Arcanique,Arcane Explosive,13,28,0.46,46%,12.0,5.57,156,1,12.0,5.57,6.0,2.79
Épée Obscure,Swords of Darkness,9,28,0.32,32%,17.0,5.46,153,1,17.0,5.46,8.5,2.73
Chasseur d'Âmes,Soul Hunter,8,28,0.29,29%,18.75,5.36,150,1,18.75,5.36,9.38,2.68
Aveuglement,Incapacitor,24,28,0.86,86%,5.75,4.93,138,3,1.92,1.64,1.44,1.23
Économe Sagesse du Trésorier,Treasurer's Wisdom,8,28,0.29,29%,17.0,4.86,136,2,8.5,2.43,5.67,1.62
Esprit Guerrier,Spirit of the Warrior,8,28,0.29,29%,16.0,4.57,128,1,16.0,4.57,8.0,2.29
Enchaînement Éclair,Unstoppable Lightning,7,28,0.25,25%,18.0,4.5,126,1,18.0,4.5,9.0,2.25
Danse Macabre,Dance of Death,15,28,0.54,54%,8.0,4.29,120,1,8.0,4.29,4.0,2.15
Elan de Fureur,Rampage Momentum,8,28,0.29,29%,15.0,4.29,120,2,7.5,2.15,5.0,1.43
Sabre Versatile,Versatil Saber,10,28,0.36,36%,11.0,3.93,110,1,11.0,3.93,5.5,1.97
Marteleur précis,Precise Hammer,6,28,0.21,21%,18.0,3.86,108,1,18.0,3.86,9.0,1.93
Armure d'Immortel,Immortal Breastplate,7,28,0.25,25%,14.86,3.71,104,1,14.86,3.71,7.43,1.85
Assistance Divine,Sacred Help,5,28,0.18,18%,20.0,3.57,100,2,10.0,1.78,6.67,1.19
Totem du Gardien,Guardian Totem,28,28,1.0,100%,3.32,3.32,93,3,1.11,1.11,0.83,0.83
Triple Météore,Trimeteor,3,28,0.11,11%,30.0,3.21,90,0,Gratuit,Gratuit,30.0,3.21
Parchemin Secret,Secret Scroll,5,28,0.18,18%,18.0,3.21,90,2,9.0,1.6,6.0,1.07
Coup de Mort,Death Helper,7,28,0.25,25%,12.57,3.14,88,1,12.57,3.14,6.29,1.57
Lame Insatiable,Fast Furious Blade,5,28,0.18,18%,16.0,2.86,80,2,8.0,1.43,5.33,0.95
Couronne du Roi Nain,Crown of the Dwarf King,6,28,0.21,21%,13.0,2.79,78,0,Gratuit,Gratuit,13.0,2.79
Être de Lumière,Being of Light,4,28,0.14,14%,18.0,2.57,72,1,18.0,2.57,9.0,1.28
Tombeau Rocheux,Rock Tomb,7,28,0.25,25%,10.0,2.5,70,1,10.0,2.5,5.0,1.25
Désintégrateur Magnétique,Magnetic Disintegrator,6,28,0.21,21%,11.0,2.36,66,0,Gratuit,Gratuit,11.0,2.36
Masse Colossale,Colossal Mace,5,28,0.18,18%,12.6,2.25,63,0,Gratuit,Gratuit,12.6,2.25
Le Marionnettiste,The Puppeteer,3,28,0.11,11%,20.0,2.14,60,2,10.0,1.07,6.67,0.71
Force Divine,Divine Impetu,4,28,0.14,14%,14.0,2.0,56,0,Gratuit,Gratuit,14.0,2.0
Ascension Divine,Divine Ascent,2,28,0.07,7%,25.0,1.79,50,3,8.33,0.6,6.25,0.45
Faux Assoiffées,Thirsty Scythes,2,28,0.07,7%,25.0,1.79,50,3,8.33,0.6,6.25,0.45
Soif de Sang,Thirsty Dagger,3,28,0.11,11%,15.0,1.61,45,0,Gratuit,Gratuit,15.0,1.61
Aura Légendaire,Legend Aura,1,28,0.04,4%,40.0,1.43,40,3,13.33,0.48,10.0,0.36
Épé Sainte,Holy Sword,4,28,0.14,14%,10.0,1.43,40,0,Gratuit,Gratuit,10.0,1.43
Pillard Féroce,Savage Looter,2,28,0.07,7%,20.0,1.43,40,1,20.0,1.43,10.0,0.71
Chasseresse d'Âmes,Huntress of Souls,2,28,0.07,7%,19.0,1.36,38,1,19.0,1.36,9.5,0.68
Esprit omniprésent,Omnipresent Spirit,2,28,0.07,7%,18.0,1.29,36,2,9.0,0.65,6.0,0.43
Griffes Démoniaques,Demon Claws,2,28,0.07,7%,17.0,1.21,34,1,17.0,1.21,8.5,0.6
Œil de Lynx,Hawk's Eye,2,28,0.07,7%,10.0,0.71,20,0,Gratuit,Gratuit,10.0,0.71
Mental d'Acier,Steel Aura,1,28,0.04,4%,18.0,0.64,18,2,9.0,0.32,6.0,0.21
Griffes Sauvages,Wild Claw,9,28,0.32,32%,1.78,0.57,16,3,0.59,0.19,0.45,0.14
