,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,21,21,1.0,100%,15.86,15.86,333,2,7.93,7.93,5.29,5.29
Armure d'Obsidienne,Obsidian Battle Plate,16,21,0.76,76%,20.0,15.24,320,2,10.0,7.62,6.67,5.08
Faux,Scythe,21,21,1.0,100%,11.86,11.86,249,3,3.95,3.95,2.96,2.96
Lame Affutée,Sharp Blade,19,21,0.9,90%,11.53,10.43,219,3,3.84,3.48,2.88,2.61
Marteau Collecteur,Collecting Hammer,14,21,0.67,67%,15.43,10.29,216,2,7.71,5.14,5.14,3.43
Esprit de l'Écuyer,Spirit of the Squire,19,21,0.9,90%,9.95,9.0,189,3,3.32,3.0,2.49,2.25
Assistance Divine,Sacred Help,8,21,0.38,38%,20.0,7.62,160,2,10.0,3.81,6.67,2.54
Hache Frénétique,Berseker Ax,11,21,0.52,52%,14.0,7.33,154,2,7.0,3.67,4.67,2.44
Économe Sagesse du Trésorier,Treasurer's Wisdom,8,21,0.38,38%,17.0,6.48,136,2,8.5,3.24,5.67,2.16
Chasseur d'Âmes,Soul Hunter,6,21,0.29,29%,18.33,5.24,110,1,18.33,5.24,9.16,2.62
Explosion Arcanique,Arcane Explosive,9,21,0.43,43%,12.0,5.14,108,1,12.0,5.14,6.0,2.57
Elan de Fureur,Rampage Momentum,7,21,0.33,33%,15.0,5.0,105,2,7.5,2.5,5.0,1.67
Épée Obscure,Swords of Darkness,6,21,0.29,29%,17.0,4.86,102,1,17.0,4.86,8.5,2.43
Ascension Divine,Divine Ascent,4,21,0.19,19%,25.0,4.76,100,3,8.33,1.59,6.25,1.19
Sabre Versatile,Versatil Saber,9,21,0.43,43%,11.0,4.71,99,1,11.0,4.71,5.5,2.35
Armure d'Immortel,Immortal Breastplate,6,21,0.29,29%,15.67,4.48,94,1,15.67,4.48,7.83,2.24
Parchemin Secret,Secret Scroll,5,21,0.24,24%,18.0,4.29,90,2,9.0,2.15,6.0,1.43
Enchaînement Éclair,Unstoppable Lightning,5,21,0.24,24%,18.0,4.29,90,1,18.0,4.29,9.0,2.15
Totem du Gardien,Guardian Totem,21,21,1.0,100%,4.24,4.24,89,3,1.41,1.41,1.06,1.06
Danse Macabre,Dance of Death,11,21,0.52,52%,8.0,4.19,88,1,8.0,4.19,4.0,2.1
Désintégrateur Magnétique,Magnetic Disintegrator,7,21,0.33,33%,11.0,3.67,77,0,Gratuit,Gratuit,11.0,3.67
Coup de Mort,Death Helper,6,21,0.29,29%,12.5,3.57,75,1,12.5,3.57,6.25,1.78
Aveuglement,Incapacitor,14,21,0.67,67%,5.14,3.43,72,3,1.71,1.14,1.28,0.86
Être de Lumière,Being of Light,4,21,0.19,19%,18.0,3.43,72,1,18.0,3.43,9.0,1.72
Marteleur précis,Precise Hammer,3,21,0.14,14%,18.0,2.57,54,1,18.0,2.57,9.0,1.28
Esprit omniprésent,Omnipresent Spirit,3,21,0.14,14%,18.0,2.57,54,2,9.0,1.28,6.0,0.86
Tombeau Rocheux,Rock Tomb,5,21,0.24,24%,10.0,2.38,50,1,10.0,2.38,5.0,1.19
Le Marionnettiste,The Puppeteer,2,21,0.1,10%,20.0,1.9,40,2,10.0,0.95,6.67,0.63
Force Divine,Divine Impetu,2,21,0.1,10%,13.0,1.24,26,0,Gratuit,Gratuit,13.0,1.24
Amulette Omnisciente,Omnipresent Amulet,2,21,0.1,10%,13.0,1.24,26,0,Gratuit,Gratuit,13.0,1.24
Faux Assoiffées,Thirsty Scythes,1,21,0.05,5%,25.0,1.19,25,3,8.33,0.4,6.25,0.3
Épé Sainte,Holy Sword,2,21,0.1,10%,10.0,0.95,20,0,Gratuit,Gratuit,10.0,0.95
Pillard Féroce,Savage Looter,1,21,0.05,5%,20.0,0.95,20,1,20.0,0.95,10.0,0.47
Chasseresse d'Âmes,Huntress of Souls,1,21,0.05,5%,19.0,0.9,19,1,19.0,0.9,9.5,0.45
Mental d'Acier,Steel Aura,1,21,0.05,5%,18.0,0.86,18,2,9.0,0.43,6.0,0.29
Griffes Démoniaques,Demon Claws,1,21,0.05,5%,17.0,0.81,17,1,17.0,0.81,8.5,0.41
Masse de Siège,Siege Mace,1,21,0.05,5%,16.0,0.76,16,0,Gratuit,Gratuit,16.0,0.76
Lame Insatiable,Fast Furious Blade,1,21,0.05,5%,16.0,0.76,16,2,8.0,0.38,5.33,0.25
Masse Colossale,Colossal Mace,1,21,0.05,5%,15.0,0.71,15,0,Gratuit,Gratuit,15.0,0.71
Soif de Sang,Thirsty Dagger,1,21,0.05,5%,15.0,0.71,15,0,Gratuit,Gratuit,15.0,0.71
Griffes Sauvages,Wild Claw,7,21,0.33,33%,1.71,0.57,12,3,0.57,0.19,0.43,0.14
Œil de Lynx,Hawk's Eye,1,21,0.05,5%,10.0,0.48,10,0,Gratuit,Gratuit,10.0,0.48
