,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,23,23,1.0,100%,15.17,15.17,349,3,5.06,5.06
Armure d'Obsidienne,Obsidian Battle Plate,15,23,0.65,65%,20.0,13.04,300,2,10.0,6.52
Aveuglement,Incapacitor,23,23,1.0,100%,9.91,9.91,228,3,3.3,3.3
Économe Sagesse du Trésorier,Treasurer's Wisdom,13,23,0.57,57%,17.0,9.61,221,2,8.5,4.8
Hache Frénétique,Berseker Ax,15,23,0.65,65%,14.0,9.13,210,2,7.0,4.57
Esprit de l'Écuyer,Spirit of the Squire,19,23,0.83,83%,10.11,8.35,192,3,3.37,2.78
Lame Affutée,Sharp Blade,22,23,0.96,96%,8.59,8.22,189,3,2.86,2.74
Ascension Divine,Divine Ascent,6,23,0.26,26%,25.0,6.52,150,3,8.33,2.17
Faux Assoiffées,Thirsty Scythes,6,23,0.26,26%,25.0,6.52,150,3,8.33,2.17
Adrénaline Arcanique,Arcane Adrenaline,9,23,0.39,39%,16.0,6.26,144,1,16.0,6.26
Épée Obscure,Swords of Darkness,8,23,0.35,35%,15.0,5.22,120,1,15.0,5.22
Sabre Versatile,Versatil Saber,10,23,0.43,43%,11.0,4.78,110,1,11.0,4.78
Coup de Mort,Death Helper,10,23,0.43,43%,10.0,4.35,100,1,10.0,4.35
Le Marionnettiste,The Puppeteer,5,23,0.22,22%,20.0,4.35,100,2,10.0,2.17
Lame Insatiable,Fast Furious Blade,6,23,0.26,26%,16.0,4.17,96,2,8.0,2.08
Totem du Gardien,Guardian Totem,23,23,1.0,100%,4.04,4.04,93,3,1.35,1.35
Épées Jumelles,Twin Swords,8,23,0.35,35%,11.25,3.91,90,1,11.25,3.91
Armure d'Immortel,Immortal Breastplate,6,23,0.26,26%,14.0,3.65,84,1,14.0,3.65
Esquive Salvatrice,Evasive Protection,5,23,0.22,22%,15.0,3.26,75,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,4,23,0.17,17%,18.0,3.13,72,1,18.0,3.13
Chasseur d'Âmes,Soul Hunter,4,23,0.17,17%,15.0,2.61,60,1,15.0,2.61
Glaive Vindicatif,Large Sword of Hate,3,23,0.13,13%,20.0,2.61,60,1,20.0,2.61
Instinct Sanguinaire,Bloody Instinct,4,23,0.17,17%,15.0,2.61,60,2,7.5,1.3
Danse Macabre,Dance of Death,7,23,0.3,30%,8.0,2.43,56,1,8.0,2.43
Enchaînement Éclair,Unstoppable Lightning,3,23,0.13,13%,18.0,2.35,54,1,18.0,2.35
Parchemin Secret,Secret Scroll,3,23,0.13,13%,18.0,2.35,54,2,9.0,1.18
Griffes Sauvages,Wild Claw,20,23,0.87,87%,2.6,2.26,52,3,0.87,0.75
Bâton de Conquête,Conquering Staff,2,23,0.09,9%,24.0,2.09,48,2,12.0,1.04
Elan de Fureur,Rampage Momentum,3,23,0.13,13%,15.0,1.96,45,2,7.5,0.98
Désintégrateur Magnétique,Magnetic Disintegrator,4,23,0.17,17%,11.0,1.91,44,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,5,23,0.22,22%,8.0,1.74,40,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,3,23,0.13,13%,12.0,1.57,36,1,12.0,1.57
Destruction Royale,Royal Destroyer,3,23,0.13,13%,11.0,1.43,33,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,23,0.09,9%,16.0,1.39,32,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,4,23,0.17,17%,8.0,1.39,32,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,2,23,0.09,9%,15.0,1.3,30,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,2,23,0.09,9%,14.0,1.22,28,1,14.0,1.22
Couronne du Roi Nain,Crown of the Dwarf King,2,23,0.09,9%,13.0,1.13,26,0,Gratuit,Gratuit
Force Divine,Divine Impetu,2,23,0.09,9%,11.0,0.96,22,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,2,23,0.09,9%,10.0,0.87,20,1,10.0,0.87
Chasseresse d'Âmes,Huntress of Souls,1,23,0.04,4%,19.0,0.83,19,1,19.0,0.83
Esprit omniprésent,Omnipresent Spirit,1,23,0.04,4%,18.0,0.78,18,2,9.0,0.39
Mental d'Acier,Steel Aura,1,23,0.04,4%,18.0,0.78,18,2,9.0,0.39
Griffes Démoniaques,Demon Claws,1,23,0.04,4%,17.0,0.74,17,1,17.0,0.74
Bâton Élémentaire,Earthly Staff,1,23,0.04,4%,15.0,0.65,15,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,1,23,0.04,4%,11.0,0.48,11,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,1,23,0.04,4%,10.0,0.43,10,0,Gratuit,Gratuit
