,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,25,25,1.0,100%,16.72,16.72,418,3,5.57,5.57
Aveuglement,Incapacitor,25,25,1.0,100%,13.92,13.92,348,3,4.64,4.64
Armure d'Obsidienne,Obsidian Battle Plate,16,25,0.64,64%,20.0,12.8,320,2,10.0,6.4
Lame Affutée,Sharp Blade,22,25,0.88,88%,12.14,10.68,267,3,4.05,3.56
Lame Insatiable,Fast Furious Blade,16,25,0.64,64%,16.0,10.24,256,2,8.0,5.12
Économe Sagesse du Trésorier,Treasurer's Wisdom,15,25,0.6,60%,17.0,10.2,255,2,8.5,5.1
Faux Assoiffées,Thirsty Scythes,9,25,0.36,36%,25.0,9.0,225,3,8.33,3.0
Hache Frénétique,Berseker Ax,16,25,0.64,64%,14.0,8.96,224,2,7.0,4.48
Esprit de l'Écuyer,Spirit of the Squire,20,25,0.8,80%,9.3,7.44,186,3,3.1,2.48
Ascension Divine,Divine Ascent,7,25,0.28,28%,25.0,7.0,175,3,8.33,2.33
Adrénaline Arcanique,Arcane Adrenaline,10,25,0.4,40%,16.0,6.4,160,1,16.0,6.4
Parchemin Secret,Secret Scroll,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88
Épées Jumelles,Twin Swords,9,25,0.36,36%,15.56,5.6,140,1,15.56,5.6
Griffes Démoniaques,Demon Claws,8,25,0.32,32%,17.0,5.44,136,1,17.0,5.44
Épée Obscure,Swords of Darkness,9,25,0.36,36%,15.0,5.4,135,1,15.0,5.4
Chasseresse d'Âmes,Huntress of Souls,7,25,0.28,28%,19.0,5.32,133,1,19.0,5.32
Sabre Versatile,Versatil Saber,10,25,0.4,40%,11.0,4.4,110,1,11.0,4.4
Totem du Gardien,Guardian Totem,25,25,1.0,100%,4.24,4.24,106,3,1.41,1.41
Elan de Fureur,Rampage Momentum,6,25,0.24,24%,15.0,3.6,90,2,7.5,1.8
Armure d'Immortel,Immortal Breastplate,6,25,0.24,24%,14.0,3.36,84,1,14.0,3.36
Coup de Mort,Death Helper,8,25,0.32,32%,10.0,3.2,80,1,10.0,3.2
Danse Macabre,Dance of Death,10,25,0.4,40%,8.0,3.2,80,1,8.0,3.2
Marteleur précis,Precise Hammer,4,25,0.16,16%,18.0,2.88,72,1,18.0,2.88
Bâton de Conquête,Conquering Staff,3,25,0.12,12%,24.0,2.88,72,2,12.0,1.44
Esquive Salvatrice,Evasive Protection,4,25,0.16,16%,15.0,2.4,60,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,3,25,0.12,12%,18.0,2.16,54,1,18.0,2.16
Griffes Sauvages,Wild Claw,20,25,0.8,80%,2.65,2.12,53,3,0.88,0.71
Épé Sainte,Holy Sword,5,25,0.2,20%,10.0,2.0,50,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,3,25,0.12,12%,15.0,1.8,45,1,15.0,1.8
Instinct Sanguinaire,Bloody Instinct,3,25,0.12,12%,15.0,1.8,45,2,7.5,0.9
Le Croque-mort,The Undertaker,3,25,0.12,12%,14.0,1.68,42,1,14.0,1.68
Lance Doublée,Dual Spear,5,25,0.2,20%,8.0,1.6,40,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,1,25,0.04,4%,40.0,1.6,40,3,13.33,0.53
Glaive Vindicatif,Large Sword of Hate,2,25,0.08,8%,20.0,1.6,40,1,20.0,1.6
Assistance Divine,Sacred Help,2,25,0.08,8%,20.0,1.6,40,2,10.0,0.8
Force Divine,Divine Impetu,3,25,0.12,12%,11.0,1.32,33,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,4,25,0.16,16%,8.0,1.28,32,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,3,25,0.12,12%,10.0,1.2,30,1,10.0,1.2
Soif de Sang,Thirsty Dagger,2,25,0.08,8%,15.0,1.2,30,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,2,25,0.08,8%,13.0,1.04,26,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,2,25,0.08,8%,12.0,0.96,24,1,12.0,0.96
Destruction Royale,Royal Destroyer,2,25,0.08,8%,11.0,0.88,22,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,2,25,0.08,8%,11.0,0.88,22,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,1,25,0.04,4%,20.0,0.8,20,1,20.0,0.8
Le Marionnettiste,The Puppeteer,1,25,0.04,4%,20.0,0.8,20,2,10.0,0.4
Esprit omniprésent,Omnipresent Spirit,1,25,0.04,4%,18.0,0.72,18,2,9.0,0.36
Bâton du Conquérant,Staff of Conquered Worlds,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
