,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,25,25,1.0,100%,15.4,15.4,385,3,5.13,5.13
Lame Affutée,Sharp Blade,23,25,0.92,92%,14.61,13.44,336,3,4.87,4.48
Économe Sagesse du Trésorier,Treasurer's Wisdom,18,25,0.72,72%,17.0,12.24,306,2,8.5,6.12
Armure d'Obsidienne,Obsidian Battle Plate,14,25,0.56,56%,20.0,11.2,280,2,10.0,5.6
Hache Frénétique,Berseker Ax,20,25,0.8,80%,14.0,11.2,280,2,7.0,5.6
Aveuglement,Incapacitor,25,25,1.0,100%,10.44,10.44,261,3,3.48,3.48
Esprit de l'Écuyer,Spirit of the Squire,23,25,0.92,92%,10.83,9.96,249,3,3.61,3.32
Adrénaline Arcanique,Arcane Adrenaline,15,25,0.6,60%,16.0,9.6,240,1,16.0,9.6
Lame Insatiable,Fast Furious Blade,11,25,0.44,44%,16.0,7.04,176,2,8.0,3.52
Épées Jumelles,Twin Swords,9,25,0.36,36%,16.67,6.0,150,1,16.67,6.0
Parchemin Secret,Secret Scroll,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88
Le Marionnettiste,The Puppeteer,7,25,0.28,28%,20.0,5.6,140,2,10.0,2.8
Glaive Vindicatif,Large Sword of Hate,7,25,0.28,28%,20.0,5.6,140,1,20.0,5.6
Elan de Fureur,Rampage Momentum,9,25,0.36,36%,15.0,5.4,135,2,7.5,2.7
Épée Obscure,Swords of Darkness,9,25,0.36,36%,15.0,5.4,135,1,15.0,5.4
Danse Macabre,Dance of Death,16,25,0.64,64%,8.0,5.12,128,1,8.0,5.12
Enchaînement Éclair,Unstoppable Lightning,7,25,0.28,28%,18.0,5.04,126,1,18.0,5.04
Ascension Divine,Divine Ascent,5,25,0.2,20%,25.0,5.0,125,3,8.33,1.67
Faux Assoiffées,Thirsty Scythes,5,25,0.2,20%,25.0,5.0,125,3,8.33,1.67
Sabre Versatile,Versatil Saber,11,25,0.44,44%,11.0,4.84,121,1,11.0,4.84
Chasseur d'Âmes,Soul Hunter,8,25,0.32,32%,15.0,4.8,120,1,15.0,4.8
Aura Légendaire,Legend Aura,3,25,0.12,12%,40.0,4.8,120,3,13.33,1.6
Marteleur précis,Precise Hammer,6,25,0.24,24%,18.0,4.32,108,1,18.0,4.32
Explosion Arcanique,Arcane Explosive,9,25,0.36,36%,12.0,4.32,108,1,12.0,4.32
Griffes Sauvages,Wild Claw,24,25,0.96,96%,4.17,4.0,100,3,1.39,1.33
Assistance Divine,Sacred Help,5,25,0.2,20%,20.0,4.0,100,2,10.0,2.0
Totem du Gardien,Guardian Totem,25,25,1.0,100%,3.84,3.84,96,3,1.28,1.28
Esprit omniprésent,Omnipresent Spirit,5,25,0.2,20%,18.0,3.6,90,2,9.0,1.8
Désintégrateur Magnétique,Magnetic Disintegrator,8,25,0.32,32%,11.0,3.52,88,0,Gratuit,Gratuit
Coup de Mort,Death Helper,8,25,0.32,32%,10.0,3.2,80,1,10.0,3.2
Destruction Royale,Royal Destroyer,7,25,0.28,28%,11.0,3.08,77,0,Gratuit,Gratuit
Mental d'Acier,Steel Aura,4,25,0.16,16%,18.0,2.88,72,2,9.0,1.44
