,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,30,30,1.0,100%,16.23,16.23,487,3,5.41,5.41
Aveuglement,Incapacitor,29,30,0.97,97%,13.45,13.0,390,3,4.48,4.33
Armure d'Obsidienne,Obsidian Battle Plate,17,30,0.57,57%,20.0,11.33,340,2,10.0,5.67
Hache Frénétique,Berseker Ax,24,30,0.8,80%,14.0,11.2,336,2,7.0,5.6
Économe Sagesse du Trésorier,Treasurer's Wisdom,19,30,0.63,63%,17.0,10.77,323,2,8.5,5.38
Lame Affutée,Sharp Blade,27,30,0.9,90%,9.89,8.9,267,3,3.3,2.97
Ascension Divine,Divine Ascent,10,30,0.33,33%,25.0,8.33,250,3,8.33,2.78
Adrénaline Arcanique,Arcane Adrenaline,15,30,0.5,50%,16.0,8.0,240,1,16.0,8.0
Esprit de l'Écuyer,Spirit of the Squire,28,30,0.93,93%,8.14,7.6,228,3,2.71,2.53
Faux Assoiffées,Thirsty Scythes,8,30,0.27,27%,25.0,6.67,200,3,8.33,2.22
Parchemin Secret,Secret Scroll,10,30,0.33,33%,18.0,6.0,180,2,9.0,3.0
Lame Insatiable,Fast Furious Blade,11,30,0.37,37%,16.0,5.87,176,2,8.0,2.94
Totem du Gardien,Guardian Totem,30,30,1.0,100%,5.13,5.13,154,3,1.71,1.71
Bâton de Conquête,Conquering Staff,6,30,0.2,20%,24.0,4.8,144,2,12.0,2.4
Explosion Arcanique,Arcane Explosive,11,30,0.37,37%,12.0,4.4,132,1,12.0,4.4
Griffes Sauvages,Wild Claw,29,30,0.97,97%,4.28,4.13,124,3,1.43,1.38
Sabre Versatile,Versatil Saber,10,30,0.33,33%,11.0,3.67,110,1,11.0,3.67
Marteleur précis,Precise Hammer,6,30,0.2,20%,18.0,3.6,108,1,18.0,3.6
Glaive Vindicatif,Large Sword of Hate,5,30,0.17,17%,20.0,3.33,100,1,20.0,3.33
Armure d'Immortel,Immortal Breastplate,7,30,0.23,23%,14.0,3.27,98,1,14.0,3.27
Chasseresse d'Âmes,Huntress of Souls,5,30,0.17,17%,19.0,3.17,95,1,19.0,3.17
Griffes Démoniaques,Demon Claws,5,30,0.17,17%,17.0,2.83,85,1,17.0,2.83
Œil de Lynx,Hawk's Eye,10,30,0.33,33%,8.0,2.67,80,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,4,30,0.13,13%,20.0,2.67,80,2,10.0,1.33
Épée Obscure,Swords of Darkness,5,30,0.17,17%,15.0,2.5,75,1,15.0,2.5
Coup de Mort,Death Helper,7,30,0.23,23%,10.0,2.33,70,1,10.0,2.33
Tombeau Rocheux,Rock Tomb,7,30,0.23,23%,10.0,2.33,70,1,10.0,2.33
Danse Macabre,Dance of Death,8,30,0.27,27%,8.0,2.13,64,1,8.0,2.13
Couronne du Roi Nain,Crown of the Dwarf King,4,30,0.13,13%,13.0,1.73,52,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,5,30,0.17,17%,10.0,1.67,50,1,10.0,1.67
Chasseur d'Âmes,Soul Hunter,3,30,0.1,10%,15.0,1.5,45,1,15.0,1.5
Esquive Salvatrice,Evasive Protection,3,30,0.1,10%,15.0,1.5,45,0,Gratuit,Gratuit
Elan de Fureur,Rampage Momentum,3,30,0.1,10%,15.0,1.5,45,2,7.5,0.75
Pillard Féroce,Savage Looter,2,30,0.07,7%,20.0,1.33,40,1,20.0,1.33
Le Marionnettiste,The Puppeteer,2,30,0.07,7%,20.0,1.33,40,2,10.0,0.67
Désintégrateur Magnétique,Magnetic Disintegrator,3,30,0.1,10%,11.0,1.1,33,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,3,30,0.1,10%,11.0,1.1,33,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,3,30,0.1,10%,10.0,1.0,30,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,2,30,0.07,7%,15.0,1.0,30,2,7.5,0.5
Triple Météore,Trimeteor,1,30,0.03,3%,30.0,1.0,30,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,3,30,0.1,10%,8.0,0.8,24,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,2,30,0.07,7%,11.0,0.73,22,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,30,0.03,3%,20.0,0.67,20,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,1,30,0.03,3%,18.0,0.6,18,1,18.0,0.6
Le Traqueur,The Stalker,1,30,0.03,3%,18.0,0.6,18,3,6.0,0.2
Masse de Siège,Siege Mace,1,30,0.03,3%,16.0,0.53,16,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,1,30,0.03,3%,15.0,0.5,15,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,1,30,0.03,3%,14.0,0.47,14,1,14.0,0.47
Bâton du Conquérant,Staff of Conquered Worlds,1,30,0.03,3%,11.0,0.37,11,0,Gratuit,Gratuit
