,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem du Gardien,Guardian Totem,16,16,1.0,100%,16.88,16.88,270,3,5.63,5.63,4.22,4.22
Esprit de l'Écuyer,Spirit of the Squire,14,16,0.88,88%,15.21,13.31,213,3,5.07,4.44,3.8,3.33
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,12.62,12.62,202,2,6.31,6.31,4.21,4.21
Le Traqueur,The Stalker,11,16,0.69,69%,17.09,11.75,188,3,5.7,3.92,4.27,2.94
Armure d'Obsidienne,Obsidian Battle Plate,8,16,0.5,50%,20.0,10.0,160,2,10.0,5.0,6.67,3.33
Aveuglement,Incapacitor,14,16,0.88,88%,10.5,9.19,147,3,3.5,3.06,2.62,2.3
Œil de Lynx,Hawk's Eye,16,16,1.0,100%,8.88,8.88,142,0,Gratuit,Gratuit,8.88,8.88
Vision Céleste,Heavenly Vision,5,16,0.31,31%,22.0,6.88,110,2,11.0,3.44,7.33,2.29
Marteau Collecteur,Collecting Hammer,9,16,0.56,56%,12.11,6.81,109,2,6.05,3.4,4.04,2.27
Assistance Divine,Sacred Help,5,16,0.31,31%,20.0,6.25,100,2,10.0,3.12,6.67,2.08
Coup de Mort,Death Helper,9,16,0.56,56%,10.67,6.0,96,1,10.67,6.0,5.33,3.0
Amulette Omnisciente,Omnipresent Amulet,7,16,0.44,44%,12.14,5.31,85,0,Gratuit,Gratuit,12.14,5.31
Bâton de Conquête,Conquering Staff,3,16,0.19,19%,24.0,4.5,72,2,12.0,2.25,8.0,1.5
Le Visionnaire,The Visionary,4,16,0.25,25%,18.0,4.5,72,2,9.0,2.25,6.0,1.5
Sabre Versatile,Versatil Saber,6,16,0.38,38%,11.0,4.12,66,1,11.0,4.12,5.5,2.06
Armure d'Immortel,Immortal Breastplate,4,16,0.25,25%,14.5,3.62,58,1,14.5,3.62,7.25,1.81
Être de Lumière,Being of Light,3,16,0.19,19%,18.0,3.38,54,1,18.0,3.38,9.0,1.69
Le Marionnettiste,The Puppeteer,2,16,0.12,12%,20.0,2.5,40,2,10.0,1.25,6.67,0.83
Bâton du Conquérant,Staff of Conquered Worlds,3,16,0.19,19%,11.0,2.06,33,0,Gratuit,Gratuit,11.0,2.06
Hache Frénétique,Berseker Ax,2,16,0.12,12%,14.0,1.75,28,2,7.0,0.88,4.67,0.58
Force Divine,Divine Impetu,2,16,0.12,12%,13.0,1.62,26,0,Gratuit,Gratuit,13.0,1.62
Ascension Divine,Divine Ascent,1,16,0.06,6%,25.0,1.56,25,3,8.33,0.52,6.25,0.39
Lame Affutée,Sharp Blade,5,16,0.31,31%,3.6,1.12,18,3,1.2,0.37,0.9,0.28
Marteleur précis,Precise Hammer,1,16,0.06,6%,18.0,1.12,18,1,18.0,1.12,9.0,0.56
Esprit omniprésent,Omnipresent Spirit,1,16,0.06,6%,18.0,1.12,18,2,9.0,0.56,6.0,0.37
Masse de Siège,Siege Mace,1,16,0.06,6%,16.0,1.0,16,0,Gratuit,Gratuit,16.0,1.0
Soif de Sang,Thirsty Dagger,1,16,0.06,6%,15.0,0.94,15,0,Gratuit,Gratuit,15.0,0.94
Faux,Scythe,11,16,0.69,69%,1.18,0.81,13,3,0.39,0.27,0.29,0.2
Désintégrateur Magnétique,Magnetic Disintegrator,1,16,0.06,6%,11.0,0.69,11,0,Gratuit,Gratuit,11.0,0.69
