,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,6,7,0.86,86%,17.5,15.0,105,3,5.83,5.0,4.38,3.75
Esprit de la Faille,Spirit of the Rift,4,7,0.57,57%,25.0,14.29,100,2,12.5,7.14,8.33,4.76
Écailles Magiques,Magic Scales,4,7,0.57,57%,25.0,14.29,100,2,12.5,7.14,8.33,4.76
Chasse au Gros,Big Worm Hunter,3,7,0.43,43%,30.0,12.86,90,3,10.0,4.29,7.5,3.21
Masque du Baron,Baron' s Mask,3,7,0.43,43%,25.0,10.71,75,2,12.5,5.36,8.33,3.57
Marteau Dévastateur,Destroyer Hammer,6,7,0.86,86%,11.0,9.43,66,2,5.5,4.71,3.67,3.14
L'Oeil du Héraut,Eye of the Void,4,7,0.57,57%,13.5,7.71,54,0,Gratuit,Gratuit,13.5,7.71
Gardien Sous-terrain,Underworld Guardian,3,7,0.43,43%,18.0,7.71,54,1,18.0,7.71,9.0,3.85
Marteau Conquérant,Conquest Hammer,2,7,0.29,29%,22.0,6.29,44,3,7.33,2.1,5.5,1.57
Première Ligne,First Line,5,7,0.71,71%,8.0,5.71,40,0,Gratuit,Gratuit,8.0,5.71
Poigne d'Or,Golden Force,2,7,0.29,29%,20.0,5.71,40,1,20.0,5.71,10.0,2.85
Protection Royale,Royal Protector,2,7,0.29,29%,17.0,4.86,34,1,17.0,4.86,8.5,2.43
Âme de Dragon Élémentaire,Elemental Dragon Soul,1,7,0.14,14%,25.0,3.57,25,1,25.0,3.57,12.5,1.78
Sceau Profanateur,Seal of Desecration,2,7,0.29,29%,12.0,3.43,24,2,6.0,1.72,4.0,1.14
Folie Meurtrière,Killer Momentum,1,7,0.14,14%,22.0,3.14,22,0,Gratuit,Gratuit,22.0,3.14
Frappes Éclair,Light Swords,1,7,0.14,14%,12.0,1.71,12,0,Gratuit,Gratuit,12.0,1.71
