,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Écailles Magiques,Magic Scales,7,8,0.88,88%,20.0,17.5,140,2,10.0,8.75,6.67,5.83
Perce-Écailles,Scale Tearer,7,8,0.88,88%,17.14,15.0,120,3,5.71,5.0,4.29,3.75
Esprit de la Faille,Spirit of the Rift,5,8,0.62,62%,20.0,12.5,100,2,10.0,6.25,6.67,4.17
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,8,0.5,50%,25.0,12.5,100,1,25.0,12.5,12.5,6.25
Marteau Dévastateur,Destroyer Hammer,8,8,1.0,100%,11.75,11.75,94,2,5.88,5.88,3.92,3.92
Poigne d'Or,Golden Force,4,8,0.5,50%,23.0,11.5,92,1,23.0,11.5,11.5,5.75
Marteau Conquérant,Conquest Hammer,4,8,0.5,50%,22.0,11.0,88,3,7.33,3.67,5.5,2.75
Masque du Baron,Baron' s Mask,4,8,0.5,50%,20.0,10.0,80,2,10.0,5.0,6.67,3.33
L'Oeil du Héraut,Eye of the Void,5,8,0.62,62%,14.4,9.0,72,0,Gratuit,Gratuit,14.4,9.0
Protection Royale,Royal Protector,4,8,0.5,50%,17.0,8.5,68,1,17.0,8.5,8.5,4.25
Chasse au Gros,Big Worm Hunter,4,8,0.5,50%,16.25,8.12,65,3,5.42,2.71,4.06,2.03
Gardien Sous-terrain,Underworld Guardian,4,8,0.5,50%,15.0,7.5,60,1,15.0,7.5,7.5,3.75
Première Ligne,First Line,6,8,0.75,75%,8.0,6.0,48,0,Gratuit,Gratuit,8.0,6.0
Sceau Profanateur,Seal of Desecration,4,8,0.5,50%,12.0,6.0,48,2,6.0,3.0,4.0,2.0
Frappes Éclair,Light Swords,3,8,0.38,38%,12.0,4.5,36,0,Gratuit,Gratuit,12.0,4.5
Folie Meurtrière,Killer Momentum,1,8,0.12,12%,30.0,3.75,30,0,Gratuit,Gratuit,30.0,3.75
