,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de la Faille,Spirit of the Rift,7,13,0.54,54%,22.14,11.92,155,2,11.07,5.96,7.38,3.97
Chasse au Gros,Big Worm Hunter,7,13,0.54,54%,22.14,11.92,155,3,7.38,3.97,5.54,2.98
Perce-Écailles,Scale Tearer,7,13,0.54,54%,19.0,10.23,133,3,6.33,3.41,4.75,2.56
Marteau Dévastateur,Destroyer Hammer,12,13,0.92,92%,10.17,9.38,122,2,5.08,4.69,3.39,3.13
L'Oeil du Héraut,Eye of the Void,9,13,0.69,69%,13.11,9.08,118,0,Gratuit,Gratuit,13.11,9.08
Masque du Baron,Baron' s Mask,5,13,0.38,38%,23.0,8.85,115,2,11.5,4.42,7.67,2.95
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,13,0.31,31%,25.0,7.69,100,1,25.0,7.69,12.5,3.85
Marteau Conquérant,Conquest Hammer,4,13,0.31,31%,22.0,6.77,88,3,7.33,2.26,5.5,1.69
Écailles Magiques,Magic Scales,4,13,0.31,31%,21.25,6.54,85,2,10.62,3.27,7.08,2.18
Sceau Profanateur,Seal of Desecration,5,13,0.38,38%,16.0,6.15,80,2,8.0,3.08,5.33,2.05
Protection Royale,Royal Protector,4,13,0.31,31%,17.0,5.23,68,1,17.0,5.23,8.5,2.62
Première Ligne,First Line,7,13,0.54,54%,8.0,4.31,56,0,Gratuit,Gratuit,8.0,4.31
Gardien Sous-terrain,Underworld Guardian,3,13,0.23,23%,15.0,3.46,45,1,15.0,3.46,7.5,1.73
Folie Meurtrière,Killer Momentum,1,13,0.08,8%,30.0,2.31,30,0,Gratuit,Gratuit,30.0,2.31
Frappes Éclair,Light Swords,2,13,0.15,15%,12.0,1.85,24,0,Gratuit,Gratuit,12.0,1.85
Poigne d'Or,Golden Force,1,13,0.08,8%,23.0,1.77,23,1,23.0,1.77,11.5,0.89
