,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,114,120,0.95,95%,20.0,19.0,2280,2,10.0,9.5,6.67,6.33
Griffes Sauvages,Wild Claw,120,120,1.0,100%,16.25,16.25,1950,3,5.42,5.42,4.06,4.06
Totem Équivalent,Equivalent Totem,120,120,1.0,100%,14.45,14.45,1734,3,4.82,4.82,3.61,3.61
Esprit de l'Écuyer,Spirit of the Squire,108,120,0.9,90%,10.31,9.28,1113,3,3.44,3.09,2.58,2.32
Faux,Scythe,120,120,1.0,100%,9.17,9.17,1100,3,3.06,3.06,2.29,2.29
Être de Lumière,Being of Light,54,120,0.45,45%,20.0,9.0,1080,1,20.0,9.0,10.0,4.5
Chasseur de Bêtes,Beast Hunter,60,120,0.5,50%,18.0,9.0,1080,2,9.0,4.5,6.0,3.0
Armure d'Obsidienne,Obsidian Battle Plate,54,120,0.45,45%,20.0,9.0,1080,2,10.0,4.5,6.67,3.0
Pillard Féroce,Savage Looter,52,120,0.43,43%,20.0,8.67,1040,1,20.0,8.67,10.0,4.33
Aveuglement,Incapacitor,115,120,0.96,96%,8.82,8.45,1014,3,2.94,2.82,2.21,2.11
Lame Affutée,Sharp Blade,96,120,0.8,80%,9.34,7.47,897,3,3.11,2.49,2.33,1.87
Décharge Élémentaire,Elemental Discharge,43,120,0.36,36%,20.0,7.17,860,1,20.0,7.17,10.0,3.58
Sabre Versatile,Versatil Saber,45,120,0.38,38%,18.0,6.75,810,1,18.0,6.75,9.0,3.38
Marteau Collecteur,Collecting Hammer,57,120,0.47,48%,14.12,6.71,805,2,7.06,3.35,4.71,2.24
Mental d'Acier,Steel Aura,38,120,0.32,32%,18.0,5.7,684,2,9.0,2.85,6.0,1.9
Coup de Mort,Death Helper,50,120,0.42,42%,13.0,5.42,650,1,13.0,5.42,6.5,2.71
Esprit Sauvage,Wild Spirit,71,120,0.59,59%,8.0,4.73,568,0,Gratuit,Gratuit,8.0,4.73
Le Marionnettiste,The Puppeteer,28,120,0.23,23%,20.0,4.67,560,2,10.0,2.33,6.67,1.56
Danse Macabre,Dance of Death,53,120,0.44,44%,10.0,4.42,530,1,10.0,4.42,5.0,2.21
Esprit omniprésent,Omnipresent Spirit,29,120,0.24,24%,18.0,4.35,522,2,9.0,2.17,6.0,1.45
Armure d'Immortel,Immortal Breastplate,21,120,0.17,18%,20.0,3.5,420,1,20.0,3.5,10.0,1.75
Hache Frénétique,Berseker Ax,25,120,0.21,21%,16.0,3.33,400,2,8.0,1.67,5.33,1.11
Totem du Gardien,Guardian Totem,119,120,0.99,99%,3.06,3.03,364,3,1.02,1.01,0.77,0.76
Épée Obscure,Swords of Darkness,18,120,0.15,15%,20.0,3.0,360,1,20.0,3.0,10.0,1.5
Œil de Lynx,Hawk's Eye,36,120,0.3,30%,8.0,2.4,288,0,Gratuit,Gratuit,8.0,2.4
Soif de Sang,Thirsty Dagger,19,120,0.16,16%,15.0,2.38,285,0,Gratuit,Gratuit,15.0,2.38
Bâton du Conquérant,Staff of Conquered Worlds,19,120,0.16,16%,15.0,2.38,285,0,Gratuit,Gratuit,15.0,2.38
Chasseur d'Âmes,Soul Hunter,14,120,0.12,12%,20.0,2.33,280,1,20.0,2.33,10.0,1.17
Bâton de Conquête,Conquering Staff,11,120,0.09,9%,24.0,2.2,264,2,12.0,1.1,8.0,0.73
Elan de Fureur,Rampage Momentum,15,120,0.12,12%,15.0,1.88,225,1,15.0,1.88,7.5,0.94
Force Divine,Divine Impetu,12,120,0.1,10%,15.0,1.5,180,0,Gratuit,Gratuit,15.0,1.5
Marteleur précis,Precise Hammer,10,120,0.08,8%,18.0,1.5,180,1,18.0,1.5,9.0,0.75
Épé Sainte,Holy Sword,9,120,0.07,8%,15.0,1.12,135,0,Gratuit,Gratuit,15.0,1.12
Ascension Divine,Divine Ascent,5,120,0.04,4%,25.0,1.04,125,3,8.33,0.35,6.25,0.26
Enchaînement Éclair,Unstoppable Lightning,5,120,0.04,4%,22.0,0.92,110,2,11.0,0.46,7.33,0.31
Amulette Omnisciente,Omnipresent Amulet,7,120,0.06,6%,15.0,0.88,105,0,Gratuit,Gratuit,15.0,0.88
Parchemin Secret,Secret Scroll,3,120,0.03,2%,18.0,0.45,54,2,9.0,0.23,6.0,0.15
Explosion Arcanique,Arcane Explosive,4,120,0.03,3%,12.0,0.4,48,1,12.0,0.4,6.0,0.2
Aura Légendaire,Legend Aura,1,120,0.01,1%,40.0,0.33,40,3,13.33,0.11,10.0,0.08
Triple Météore,Trimeteor,1,120,0.01,1%,30.0,0.25,30,0,Gratuit,Gratuit,30.0,0.25
Vision Céleste,Heavenly Vision,1,120,0.01,1%,20.0,0.17,20,2,10.0,0.09,6.67,0.06
Adrénaline Arcanique,Arcane Adrenaline,1,120,0.01,1%,16.0,0.13,16,1,16.0,0.13,8.0,0.07
Esprit Guerrier,Spirit of the Warrior,1,120,0.01,1%,16.0,0.13,16,1,16.0,0.13,8.0,0.07
Faux Parfaite,Perfect Scythe,1,120,0.01,1%,15.0,0.12,15,0,Gratuit,Gratuit,15.0,0.12
