,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Armure d'Obsidienne,Obsidian Battle Plate,23,29,0.79,79%,20.0,15.86,460,2,10.0,7.93
Faux,Scythe,29,29,1.0,100%,14.52,14.52,421,3,4.84,4.84
Lame Affutée,Sharp Blade,27,29,0.93,93%,11.44,10.66,309,3,3.81,3.55
Esprit de l'Écuyer,Spirit of the Squire,25,29,0.86,86%,10.68,9.21,267,3,3.56,3.07
Aveuglement,Incapacitor,28,29,0.97,97%,9.11,8.79,255,3,3.04,2.93
Armure d'Immortel,Immortal Breastplate,18,29,0.62,62%,14.0,8.69,252,1,14.0,8.69
Hache Frénétique,Berseker Ax,18,29,0.62,62%,14.0,8.69,252,2,7.0,4.34
Adrénaline Arcanique,Arcane Adrenaline,14,29,0.48,48%,16.0,7.72,224,1,16.0,7.72
Sabre Versatile,Versatil Saber,20,29,0.69,69%,11.0,7.59,220,1,11.0,7.59
Économe Sagesse du Trésorier,Treasurer's Wisdom,12,29,0.41,41%,17.0,7.03,204,2,8.5,3.52
Ascension Divine,Divine Ascent,7,29,0.24,24%,25.0,6.03,175,3,8.33,2.01
Esquive Salvatrice,Evasive Protection,11,29,0.38,38%,15.0,5.69,165,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,10,29,0.34,34%,15.0,5.17,150,1,15.0,5.17
Lame Insatiable,Fast Furious Blade,9,29,0.31,31%,16.0,4.97,144,2,8.0,2.48
Totem du Gardien,Guardian Totem,29,29,1.0,100%,4.62,4.62,134,3,1.54,1.54
Faux Assoiffées,Thirsty Scythes,5,29,0.17,17%,25.0,4.31,125,3,8.33,1.44
Le Marionnettiste,The Puppeteer,6,29,0.21,21%,20.0,4.14,120,2,10.0,2.07
Elan de Fureur,Rampage Momentum,8,29,0.28,28%,15.0,4.14,120,2,7.5,2.07
Épées Jumelles,Twin Swords,10,29,0.34,34%,12.0,4.14,120,1,12.0,4.14
Assistance Divine,Sacred Help,6,29,0.21,21%,20.0,4.14,120,2,10.0,2.07
Coup de Mort,Death Helper,11,29,0.38,38%,10.0,3.79,110,1,10.0,3.79
Explosion Arcanique,Arcane Explosive,9,29,0.31,31%,12.0,3.72,108,1,12.0,3.72
Enchaînement Éclair,Unstoppable Lightning,6,29,0.21,21%,18.0,3.72,108,1,18.0,3.72
Danse Macabre,Dance of Death,13,29,0.45,45%,8.0,3.59,104,1,8.0,3.59
Parchemin Secret,Secret Scroll,5,29,0.17,17%,18.0,3.1,90,2,9.0,1.55
Aura Légendaire,Legend Aura,2,29,0.07,7%,40.0,2.76,80,3,13.33,0.92
Pluie de Météorites,Meteorites,1,29,0.03,3%,70.0,2.41,70,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,3,29,0.1,10%,20.0,2.07,60,1,20.0,2.07
Triple Météore,Trimeteor,2,29,0.07,7%,30.0,2.07,60,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,4,29,0.14,14%,15.0,2.07,60,1,15.0,2.07
Le Croque-mort,The Undertaker,4,29,0.14,14%,14.0,1.93,56,1,14.0,1.93
Lance Doublée,Dual Spear,7,29,0.24,24%,8.0,1.93,56,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,5,29,0.17,17%,11.0,1.9,55,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,5,29,0.17,17%,11.0,1.9,55,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,6,29,0.21,21%,8.0,1.66,48,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,3,29,0.1,10%,15.0,1.55,45,2,7.5,0.78
Force Divine,Divine Impetu,4,29,0.14,14%,11.0,1.52,44,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,2,29,0.07,7%,20.0,1.38,40,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,4,29,0.14,14%,10.0,1.38,40,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,2,29,0.07,7%,19.0,1.31,38,1,19.0,1.31
Le Traqueur,The Stalker,2,29,0.07,7%,18.0,1.24,36,3,6.0,0.41
Griffes Démoniaques,Demon Claws,2,29,0.07,7%,17.0,1.17,34,1,17.0,1.17
Soif de Sang,Thirsty Dagger,2,29,0.07,7%,15.0,1.03,30,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,2,29,0.07,7%,15.0,1.03,30,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,19,29,0.66,66%,1.26,0.83,24,3,0.42,0.28
Masse Colossale,Colossal Mace,2,29,0.07,7%,11.0,0.76,22,0,Gratuit,Gratuit
Être de Lumière,Being of Light,1,29,0.03,3%,18.0,0.62,18,1,18.0,0.62
Marteleur précis,Precise Hammer,1,29,0.03,3%,18.0,0.62,18,1,18.0,0.62
Frappe Chirurgicale,Accurate Sword,1,29,0.03,3%,16.0,0.55,16,1,16.0,0.55
Couronne du Roi Nain,Crown of the Dwarf King,1,29,0.03,3%,13.0,0.45,13,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,1,29,0.03,3%,11.0,0.38,11,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,1,29,0.03,3%,10.0,0.34,10,1,10.0,0.34
