,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,18,18,1.0,100%,16.28,16.28,293,3,5.43,5.43
Aveuglement,Incapacitor,17,18,0.94,94%,12.71,12.0,216,3,4.24,4.0
Armure d'Obsidienne,Obsidian Battle Plate,9,18,0.5,50%,20.0,10.0,180,2,10.0,5.0
Lame Insatiable,Fast Furious Blade,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45
Lame Affutée,Sharp Blade,14,18,0.78,78%,9.0,7.0,126,3,3.0,2.33
Ascension Divine,Divine Ascent,5,18,0.28,28%,25.0,6.94,125,3,8.33,2.31
Économe Sagesse du Trésorier,Treasurer's Wisdom,7,18,0.39,39%,17.0,6.61,119,2,8.5,3.31
Faux Assoiffées,Thirsty Scythes,4,18,0.22,22%,25.0,5.56,100,3,8.33,1.85
Hache Frénétique,Berseker Ax,7,18,0.39,39%,14.0,5.44,98,2,7.0,2.72
Esprit de l'Écuyer,Spirit of the Squire,13,18,0.72,72%,6.92,5.0,90,3,2.31,1.67
Totem du Gardien,Guardian Totem,18,18,1.0,100%,4.89,4.89,88,3,1.63,1.63
Bâton de Conquête,Conquering Staff,3,18,0.17,17%,24.0,4.0,72,2,12.0,2.0
Adrénaline Arcanique,Arcane Adrenaline,4,18,0.22,22%,16.0,3.56,64,1,16.0,3.56
Œil de Lynx,Hawk's Eye,7,18,0.39,39%,8.0,3.11,56,0,Gratuit,Gratuit
Danse Macabre,Dance of Death,6,18,0.33,33%,8.0,2.67,48,1,8.0,2.67
Épée Obscure,Swords of Darkness,3,18,0.17,17%,15.0,2.5,45,1,15.0,2.5
Elan de Fureur,Rampage Momentum,3,18,0.17,17%,15.0,2.5,45,2,7.5,1.25
Épées Jumelles,Twin Swords,3,18,0.17,17%,13.33,2.22,40,1,13.33,2.22
Glaive Vindicatif,Large Sword of Hate,2,18,0.11,11%,20.0,2.22,40,1,20.0,2.22
Explosion Arcanique,Arcane Explosive,3,18,0.17,17%,12.0,2.0,36,1,12.0,2.0
Esprit omniprésent,Omnipresent Spirit,2,18,0.11,11%,18.0,2.0,36,2,9.0,1.0
Griffes Sauvages,Wild Claw,13,18,0.72,72%,2.54,1.83,33,3,0.85,0.61
Instinct Sanguinaire,Bloody Instinct,2,18,0.11,11%,15.0,1.67,30,2,7.5,0.83
Coup de Mort,Death Helper,3,18,0.17,17%,10.0,1.67,30,1,10.0,1.67
Triple Météore,Trimeteor,1,18,0.06,6%,30.0,1.67,30,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,2,18,0.11,11%,15.0,1.67,30,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,2,18,0.11,11%,14.0,1.56,28,1,14.0,1.56
Sabre Versatile,Versatil Saber,2,18,0.11,11%,11.0,1.22,22,1,11.0,1.22
Désintégrateur Magnétique,Magnetic Disintegrator,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,2,18,0.11,11%,10.0,1.11,20,1,10.0,1.11
Assistance Divine,Sacred Help,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Lance Triplée,Triple Spear,1,18,0.06,6%,20.0,1.11,20,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,2,18,0.11,11%,10.0,1.11,20,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,1,18,0.06,6%,20.0,1.11,20,1,20.0,1.11
Enchaînement Éclair,Unstoppable Lightning,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Le Traqueur,The Stalker,1,18,0.06,6%,18.0,1.0,18,3,6.0,0.33
Chasseur d'Âmes,Soul Hunter,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Esquive Salvatrice,Evasive Protection,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,1,18,0.06,6%,14.0,0.78,14,1,14.0,0.78
Destruction Royale,Royal Destroyer,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,1,18,0.06,6%,8.0,0.44,8,0,Gratuit,Gratuit
