,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,18,18,1.0,100%,15.17,15.17,273,3,5.06,5.06
Armure d'Obsidienne,Obsidian Battle Plate,9,18,0.5,50%,20.0,10.0,180,2,10.0,5.0
Hache Frénétique,Berseker Ax,12,18,0.67,67%,14.0,9.33,168,2,7.0,4.67
Lame Insatiable,Fast Furious Blade,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45
Aveuglement,Incapacitor,17,18,0.94,94%,9.18,8.67,156,3,3.06,2.89
Économe Sagesse du Trésorier,Treasurer's Wisdom,9,18,0.5,50%,17.0,8.5,153,2,8.5,4.25
Ascension Divine,Divine Ascent,6,18,0.33,33%,25.0,8.33,150,3,8.33,2.78
Lame Affutée,Sharp Blade,16,18,0.89,89%,8.62,7.67,138,3,2.87,2.56
Faux Assoiffées,Thirsty Scythes,5,18,0.28,28%,25.0,6.94,125,3,8.33,2.31
Adrénaline Arcanique,Arcane Adrenaline,7,18,0.39,39%,16.0,6.22,112,1,16.0,6.22
Esprit de l'Écuyer,Spirit of the Squire,15,18,0.83,83%,7.4,6.17,111,3,2.47,2.06
Instinct Sanguinaire,Bloody Instinct,7,18,0.39,39%,15.0,5.83,105,2,7.5,2.92
Parchemin Secret,Secret Scroll,5,18,0.28,28%,18.0,5.0,90,2,9.0,2.5
Glaive Vindicatif,Large Sword of Hate,4,18,0.22,22%,20.0,4.44,80,1,20.0,4.44
Sabre Versatile,Versatil Saber,7,18,0.39,39%,11.0,4.28,77,1,11.0,4.28
Chasseur d'Âmes,Soul Hunter,5,18,0.28,28%,15.0,4.17,75,1,15.0,4.17
Elan de Fureur,Rampage Momentum,5,18,0.28,28%,15.0,4.17,75,2,7.5,2.08
Explosion Arcanique,Arcane Explosive,6,18,0.33,33%,12.0,4.0,72,1,12.0,4.0
Totem du Gardien,Guardian Totem,18,18,1.0,100%,4.0,4.0,72,3,1.33,1.33
Épée Obscure,Swords of Darkness,4,18,0.22,22%,15.0,3.33,60,1,15.0,3.33
Enchaînement Éclair,Unstoppable Lightning,3,18,0.17,17%,18.0,3.0,54,1,18.0,3.0
Esprit omniprésent,Omnipresent Spirit,3,18,0.17,17%,18.0,3.0,54,2,9.0,1.5
Danse Macabre,Dance of Death,6,18,0.33,33%,8.0,2.67,48,1,8.0,2.67
Épées Jumelles,Twin Swords,4,18,0.22,22%,10.0,2.22,40,1,10.0,2.22
Chasseresse d'Âmes,Huntress of Souls,2,18,0.11,11%,19.0,2.11,38,1,19.0,2.11
Griffes Démoniaques,Demon Claws,2,18,0.11,11%,17.0,1.89,34,1,17.0,1.89
Griffes Sauvages,Wild Claw,16,18,0.89,89%,2.12,1.89,34,3,0.71,0.63
Masse Colossale,Colossal Mace,3,18,0.17,17%,11.0,1.83,33,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,4,18,0.22,22%,8.0,1.78,32,0,Gratuit,Gratuit
Triple Météore,Trimeteor,1,18,0.06,6%,30.0,1.67,30,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,3,18,0.17,17%,10.0,1.67,30,1,10.0,1.67
Coup de Mort,Death Helper,3,18,0.17,17%,10.0,1.67,30,1,10.0,1.67
Esquive Salvatrice,Evasive Protection,2,18,0.11,11%,15.0,1.67,30,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,2,18,0.11,11%,14.0,1.56,28,1,14.0,1.56
Le Croque-mort,The Undertaker,2,18,0.11,11%,14.0,1.56,28,1,14.0,1.56
Couronne du Roi Nain,Crown of the Dwarf King,2,18,0.11,11%,13.0,1.44,26,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,18,0.06,6%,20.0,1.11,20,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Soif de Sang,Thirsty Dagger,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,1,18,0.06,6%,10.0,0.56,10,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,1,18,0.06,6%,8.0,0.44,8,0,Gratuit,Gratuit
