,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,17,17,1.0,100%,16.76,16.76,285,2,8.38,8.38,5.59,5.59
Faux,Scythe,17,17,1.0,100%,15.29,15.29,260,3,5.1,5.1,3.82,3.82
Ascension Divine,Divine Ascent,8,17,0.47,47%,25.0,11.76,200,3,8.33,3.92,6.25,2.94
Économe Sagesse du Trésorier,Treasurer's Wisdom,10,17,0.59,59%,17.0,10.0,170,2,8.5,5.0,5.67,3.33
Faux Parfaite,Perfect Scythe,11,17,0.65,65%,15.0,9.71,165,0,Gratuit,Gratuit,15.0,9.71
Gantelet Impérieux,Imperious Gauntlet,5,17,0.29,29%,30.0,8.82,150,1,30.0,8.82,15.0,4.41
Lame Affutée,Sharp Blade,15,17,0.88,88%,9.4,8.29,141,3,3.13,2.76,2.35,2.07
Hache Frénétique,Berseker Ax,9,17,0.53,53%,14.0,7.41,126,2,7.0,3.71,4.67,2.47
Faux Assoiffées,Thirsty Scythes,5,17,0.29,29%,25.0,7.35,125,3,8.33,2.45,6.25,1.84
Armure d'Obsidienne,Obsidian Battle Plate,6,17,0.35,35%,20.0,7.06,120,2,10.0,3.53,6.67,2.35
Esprit de l'Écuyer,Spirit of the Squire,14,17,0.82,82%,7.29,6.0,102,3,2.43,2.0,1.82,1.5
Aveuglement,Incapacitor,15,17,0.88,88%,5.4,4.76,81,3,1.8,1.59,1.35,1.19
Explosion Arcanique,Arcane Explosive,6,17,0.35,35%,12.0,4.24,72,1,12.0,4.24,6.0,2.12
Épée Obscure,Swords of Darkness,4,17,0.24,24%,17.0,4.0,68,1,17.0,4.0,8.5,2.0
Triple Météore,Trimeteor,2,17,0.12,12%,30.0,3.53,60,0,Gratuit,Gratuit,30.0,3.53
Totem du Gardien,Guardian Totem,12,17,0.71,71%,4.92,3.47,59,3,1.64,1.16,1.23,0.87
Chasseur d'Âmes,Soul Hunter,3,17,0.18,18%,18.33,3.24,55,1,18.33,3.24,9.16,1.62
Lame Insatiable,Fast Furious Blade,3,17,0.18,18%,16.0,2.82,48,2,8.0,1.41,5.33,0.94
Elan de Fureur,Rampage Momentum,3,17,0.18,18%,15.0,2.65,45,2,7.5,1.32,5.0,0.88
Tombeau Rocheux,Rock Tomb,4,17,0.24,24%,10.0,2.35,40,1,10.0,2.35,5.0,1.18
Esprit omniprésent,Omnipresent Spirit,2,17,0.12,12%,18.0,2.12,36,2,9.0,1.06,6.0,0.71
Parchemin Secret,Secret Scroll,2,17,0.12,12%,18.0,2.12,36,2,9.0,1.06,6.0,0.71
Coup de Mort,Death Helper,3,17,0.18,18%,12.0,2.12,36,1,12.0,2.12,6.0,1.06
Sabre Versatile,Versatil Saber,3,17,0.18,18%,11.0,1.94,33,1,11.0,1.94,5.5,0.97
Danse Macabre,Dance of Death,4,17,0.24,24%,8.0,1.88,32,1,8.0,1.88,4.0,0.94
Adrénaline Arcanique,Arcane Adrenaline,2,17,0.12,12%,16.0,1.88,32,1,16.0,1.88,8.0,0.94
Soif de Sang,Thirsty Dagger,2,17,0.12,12%,15.0,1.76,30,0,Gratuit,Gratuit,15.0,1.76
Masse Colossale,Colossal Mace,2,17,0.12,12%,15.0,1.76,30,0,Gratuit,Gratuit,15.0,1.76
Bâton de Conquête,Conquering Staff,1,17,0.06,6%,24.0,1.41,24,2,12.0,0.7,8.0,0.47
Désintégrateur Magnétique,Magnetic Disintegrator,2,17,0.12,12%,11.0,1.29,22,0,Gratuit,Gratuit,11.0,1.29
Marteau Collecteur,Collecting Hammer,2,17,0.12,12%,10.5,1.24,21,2,5.25,0.62,3.5,0.41
Le Marionnettiste,The Puppeteer,1,17,0.06,6%,20.0,1.18,20,2,10.0,0.59,6.67,0.39
Décharge Élémentaire,Elemental Discharge,1,17,0.06,6%,18.0,1.06,18,1,18.0,1.06,9.0,0.53
Œil de Lynx,Hawk's Eye,2,17,0.12,12%,9.0,1.06,18,0,Gratuit,Gratuit,9.0,1.06
Enchaînement Éclair,Unstoppable Lightning,1,17,0.06,6%,18.0,1.06,18,1,18.0,1.06,9.0,0.53
Esprit Guerrier,Spirit of the Warrior,1,17,0.06,6%,16.0,0.94,16,1,16.0,0.94,8.0,0.47
Armure d'Immortel,Immortal Breastplate,1,17,0.06,6%,16.0,0.94,16,1,16.0,0.94,8.0,0.47
Force Divine,Divine Impetu,1,17,0.06,6%,15.0,0.88,15,0,Gratuit,Gratuit,15.0,0.88
Épé Sainte,Holy Sword,1,17,0.06,6%,10.0,0.59,10,0,Gratuit,Gratuit,10.0,0.59
Griffes Sauvages,Wild Claw,6,17,0.35,35%,1.33,0.47,8,3,0.44,0.16,0.33,0.12
