,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,25,25,1.0,100%,16.68,16.68,417,2,8.34,8.34,5.56,5.56
Faux,Scythe,25,25,1.0,100%,15.12,15.12,378,3,5.04,5.04,3.78,3.78
Lame Affutée,Sharp Blade,22,25,0.88,88%,14.86,13.08,327,3,4.95,4.36,3.71,3.27
Armure d'Obsidienne,Obsidian Battle Plate,16,25,0.64,64%,20.0,12.8,320,2,10.0,6.4,6.67,4.27
Économe Sagesse du Trésorier,Treasurer's Wisdom,16,25,0.64,64%,17.0,10.88,272,2,8.5,5.44,5.67,3.63
Hache Frénétique,Berseker Ax,19,25,0.76,76%,14.0,10.64,266,2,7.0,5.32,4.67,3.55
Adrénaline Arcanique,Arcane Adrenaline,15,25,0.6,60%,16.0,9.6,240,1,16.0,9.6,8.0,4.8
Esprit de l'Écuyer,Spirit of the Squire,22,25,0.88,88%,10.36,9.12,228,3,3.45,3.04,2.59,2.28
Ascension Divine,Divine Ascent,9,25,0.36,36%,25.0,9.0,225,3,8.33,3.0,6.25,2.25
Faux Parfaite,Perfect Scythe,14,25,0.56,56%,15.0,8.4,210,0,Gratuit,Gratuit,15.0,8.4
Gantelet Impérieux,Imperious Gauntlet,7,25,0.28,28%,30.0,8.4,210,1,30.0,8.4,15.0,4.2
Marteau Collecteur,Collecting Hammer,14,25,0.56,56%,14.14,7.92,198,2,7.07,3.96,4.71,2.64
Lame Insatiable,Fast Furious Blade,12,25,0.48,48%,16.0,7.68,192,2,8.0,3.84,5.33,2.56
Épée Obscure,Swords of Darkness,11,25,0.44,44%,17.0,7.48,187,1,17.0,7.48,8.5,3.74
Explosion Arcanique,Arcane Explosive,14,25,0.56,56%,12.0,6.72,168,1,12.0,6.72,6.0,3.36
Elan de Fureur,Rampage Momentum,11,25,0.44,44%,15.0,6.6,165,2,7.5,3.3,5.0,2.2
Enchaînement Éclair,Unstoppable Lightning,8,25,0.32,32%,18.0,5.76,144,1,18.0,5.76,9.0,2.88
Aveuglement,Incapacitor,22,25,0.88,88%,6.27,5.52,138,3,2.09,1.84,1.57,1.38
Coup de Mort,Death Helper,11,25,0.44,44%,12.45,5.48,137,1,12.45,5.48,6.22,2.74
Parchemin Secret,Secret Scroll,7,25,0.28,28%,18.0,5.04,126,2,9.0,2.52,6.0,1.68
Marteleur précis,Precise Hammer,7,25,0.28,28%,18.0,5.04,126,1,18.0,5.04,9.0,2.52
Faux Assoiffées,Thirsty Scythes,5,25,0.2,20%,25.0,5.0,125,3,8.33,1.67,6.25,1.25
Sabre Versatile,Versatil Saber,11,25,0.44,44%,11.0,4.84,121,1,11.0,4.84,5.5,2.42
Danse Macabre,Dance of Death,14,25,0.56,56%,8.0,4.48,112,1,8.0,4.48,4.0,2.24
