,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,16,16,1.0,100%,17.06,17.06,273,3,5.69,5.69,4.26,4.26
Aveuglement,Incapacitor,16,16,1.0,100%,16.5,16.5,264,3,5.5,5.5,4.12,4.12
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,15.0,15.0,240,2,7.5,7.5,5.0,5.0
Pillard Féroce,Savage Looter,11,16,0.69,69%,20.0,13.75,220,1,20.0,13.75,10.0,6.88
Chasseur de Bêtes,Beast Hunter,11,16,0.69,69%,18.0,12.38,198,2,9.0,6.19,6.0,4.13
Bâton de Conquête,Conquering Staff,7,16,0.44,44%,24.0,10.5,168,2,12.0,5.25,8.0,3.5
Faux,Scythe,16,16,1.0,100%,10.38,10.38,166,3,3.46,3.46,2.6,2.6
Lame Affutée,Sharp Blade,15,16,0.94,94%,9.8,9.19,147,3,3.27,3.06,2.45,2.3
Marteau Collecteur,Collecting Hammer,8,16,0.5,50%,18.12,9.06,145,2,9.06,4.53,6.04,3.02
Décharge Élémentaire,Elemental Discharge,8,16,0.5,50%,18.0,9.0,144,1,18.0,9.0,9.0,4.5
Esprit de l'Écuyer,Spirit of the Squire,15,16,0.94,94%,9.0,8.44,135,3,3.0,2.81,2.25,2.11
Tombeau Rocheux,Rock Tomb,13,16,0.81,81%,10.0,8.12,130,1,10.0,8.12,5.0,4.06
Armure d'Obsidienne,Obsidian Battle Plate,6,16,0.38,38%,20.0,7.5,120,2,10.0,3.75,6.67,2.5
Esprit Sauvage,Wild Spirit,12,16,0.75,75%,10.0,7.5,120,0,Gratuit,Gratuit,10.0,7.5
Économe Sagesse du Trésorier,Treasurer's Wisdom,6,16,0.38,38%,17.0,6.38,102,2,8.5,3.19,5.67,2.13
Assistance Divine,Sacred Help,5,16,0.31,31%,20.0,6.25,100,2,10.0,3.12,6.67,2.08
Ascension Divine,Divine Ascent,4,16,0.25,25%,25.0,6.25,100,3,8.33,2.08,6.25,1.56
Œil de Lynx,Hawk's Eye,11,16,0.69,69%,8.91,6.12,98,0,Gratuit,Gratuit,8.91,6.12
Hache Frénétique,Berseker Ax,7,16,0.44,44%,14.0,6.12,98,2,7.0,3.06,4.67,2.04
Mental d'Acier,Steel Aura,5,16,0.31,31%,18.0,5.62,90,2,9.0,2.81,6.0,1.87
Épée Obscure,Swords of Darkness,5,16,0.31,31%,17.0,5.31,85,1,17.0,5.31,8.5,2.65
Totem du Gardien,Guardian Totem,16,16,1.0,100%,5.06,5.06,81,3,1.69,1.69,1.26,1.26
Soif de Sang,Thirsty Dagger,5,16,0.31,31%,15.0,4.69,75,0,Gratuit,Gratuit,15.0,4.69
Bâton du Conquérant,Staff of Conquered Worlds,6,16,0.38,38%,11.0,4.12,66,0,Gratuit,Gratuit,11.0,4.12
Danse Macabre,Dance of Death,7,16,0.44,44%,8.0,3.5,56,1,8.0,3.5,4.0,1.75
Sabre Versatile,Versatil Saber,5,16,0.31,31%,11.0,3.44,55,1,11.0,3.44,5.5,1.72
Être de Lumière,Being of Light,3,16,0.19,19%,18.0,3.38,54,1,18.0,3.38,9.0,1.69
Esprit omniprésent,Omnipresent Spirit,3,16,0.19,19%,18.0,3.38,54,2,9.0,1.69,6.0,1.13
Coup de Mort,Death Helper,5,16,0.31,31%,10.6,3.31,53,1,10.6,3.31,5.3,1.66
Marteleur précis,Precise Hammer,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Explosion Arcanique,Arcane Explosive,3,16,0.19,19%,12.0,2.25,36,1,12.0,2.25,6.0,1.12
Désintégrateur Magnétique,Magnetic Disintegrator,3,16,0.19,19%,11.0,2.06,33,0,Gratuit,Gratuit,11.0,2.06
Adrénaline Arcanique,Arcane Adrenaline,2,16,0.12,12%,16.0,2.0,32,1,16.0,2.0,8.0,1.0
Triple Météore,Trimeteor,1,16,0.06,6%,30.0,1.88,30,0,Gratuit,Gratuit,30.0,1.88
Elan de Fureur,Rampage Momentum,2,16,0.12,12%,15.0,1.88,30,2,7.5,0.94,5.0,0.63
Armure d'Immortel,Immortal Breastplate,2,16,0.12,12%,14.0,1.75,28,1,14.0,1.75,7.0,0.88
Force Divine,Divine Impetu,2,16,0.12,12%,11.0,1.38,22,0,Gratuit,Gratuit,11.0,1.38
Le Traqueur,The Stalker,1,16,0.06,6%,20.0,1.25,20,3,6.67,0.42,5.0,0.31
Le Marionnettiste,The Puppeteer,1,16,0.06,6%,20.0,1.25,20,2,10.0,0.62,6.67,0.42
Chasseur d'Âmes,Soul Hunter,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Amulette Omnisciente,Omnipresent Amulet,1,16,0.06,6%,11.0,0.69,11,0,Gratuit,Gratuit,11.0,0.69
