,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,17,17,1.0,100%,13.41,13.41,228,2,6.71,6.71,4.47,4.47
Griffes Sauvages,Wild Claw,17,17,1.0,100%,12.76,12.76,217,3,4.25,4.25,3.19,3.19
Mental d'Acier,Steel Aura,12,17,0.71,71%,18.0,12.71,216,2,9.0,6.36,6.0,4.24
Aveuglement,Incapacitor,17,17,1.0,100%,10.76,10.76,183,3,3.59,3.59,2.69,2.69
Assistance Divine,Sacred Help,8,17,0.47,47%,20.0,9.41,160,2,10.0,4.71,6.67,3.14
Esprit de l'Écuyer,Spirit of the Squire,15,17,0.88,88%,10.4,9.18,156,3,3.47,3.06,2.6,2.29
Marteau Collecteur,Collecting Hammer,9,17,0.53,53%,17.33,9.18,156,2,8.66,4.59,5.78,3.06
Tombeau Rocheux,Rock Tomb,13,17,0.76,76%,10.0,7.65,130,1,10.0,7.65,5.0,3.83
Faux,Scythe,17,17,1.0,100%,7.35,7.35,125,3,2.45,2.45,1.84,1.84
Bâton de Conquête,Conquering Staff,5,17,0.29,29%,24.0,7.06,120,2,12.0,3.53,8.0,2.35
Décharge Élémentaire,Elemental Discharge,6,17,0.35,35%,18.0,6.35,108,1,18.0,6.35,9.0,3.17
Chasseur de Bêtes,Beast Hunter,5,17,0.29,29%,18.0,5.29,90,2,9.0,2.65,6.0,1.76
Lame Affutée,Sharp Blade,14,17,0.82,82%,6.0,4.94,84,3,2.0,1.65,1.5,1.24
Armure d'Obsidienne,Obsidian Battle Plate,4,17,0.24,24%,20.0,4.71,80,2,10.0,2.35,6.67,1.57
Être de Lumière,Being of Light,4,17,0.24,24%,18.0,4.24,72,1,18.0,4.24,9.0,2.12
Coup de Mort,Death Helper,6,17,0.35,35%,11.5,4.06,69,1,11.5,4.06,5.75,2.03
Bâton du Conquérant,Staff of Conquered Worlds,6,17,0.35,35%,11.0,3.88,66,0,Gratuit,Gratuit,11.0,3.88
Soif de Sang,Thirsty Dagger,4,17,0.24,24%,15.0,3.53,60,0,Gratuit,Gratuit,15.0,3.53
Pillard Féroce,Savage Looter,3,17,0.18,18%,20.0,3.53,60,1,20.0,3.53,10.0,1.76
Chasseur d'Âmes,Soul Hunter,3,17,0.18,18%,16.67,2.94,50,1,16.67,2.94,8.34,1.47
Sabre Versatile,Versatil Saber,4,17,0.24,24%,11.0,2.59,44,1,11.0,2.59,5.5,1.29
Le Marionnettiste,The Puppeteer,2,17,0.12,12%,20.0,2.35,40,2,10.0,1.18,6.67,0.78
Esprit Sauvage,Wild Spirit,4,17,0.24,24%,10.0,2.35,40,0,Gratuit,Gratuit,10.0,2.35
Œil de Lynx,Hawk's Eye,4,17,0.24,24%,9.5,2.24,38,0,Gratuit,Gratuit,9.5,2.24
Totem du Gardien,Guardian Totem,17,17,1.0,100%,2.18,2.18,37,3,0.73,0.73,0.55,0.55
Esprit omniprésent,Omnipresent Spirit,2,17,0.12,12%,18.0,2.12,36,2,9.0,1.06,6.0,0.71
Épée Obscure,Swords of Darkness,2,17,0.12,12%,17.0,2.0,34,1,17.0,2.0,8.5,1.0
Amulette Omnisciente,Omnipresent Amulet,2,17,0.12,12%,15.0,1.76,30,0,Gratuit,Gratuit,15.0,1.76
Marteleur précis,Precise Hammer,1,17,0.06,6%,18.0,1.06,18,1,18.0,1.06,9.0,0.53
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,17,0.06,6%,17.0,1.0,17,2,8.5,0.5,5.67,0.33
Danse Macabre,Dance of Death,2,17,0.12,12%,8.0,0.94,16,1,8.0,0.94,4.0,0.47
Force Divine,Divine Impetu,1,17,0.06,6%,15.0,0.88,15,0,Gratuit,Gratuit,15.0,0.88
Armure d'Immortel,Immortal Breastplate,1,17,0.06,6%,14.0,0.82,14,1,14.0,0.82,7.0,0.41
Hache Frénétique,Berseker Ax,1,17,0.06,6%,14.0,0.82,14,2,7.0,0.41,4.67,0.27
