,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,15,15,1.0,100%,15.87,15.87,238,3,5.29,5.29,3.97,3.97
Totem Équivalent,Equivalent Totem,15,15,1.0,100%,15.0,15.0,225,2,7.5,7.5,5.0,5.0
Aveuglement,Incapacitor,15,15,1.0,100%,15.0,15.0,225,3,5.0,5.0,3.75,3.75
Bâton de Conquête,Conquering Staff,9,15,0.6,60%,24.0,14.4,216,2,12.0,7.2,8.0,4.8
Esprit de l'Écuyer,Spirit of the Squire,13,15,0.87,87%,11.77,10.2,153,3,3.92,3.4,2.94,2.55
Faux,Scythe,15,15,1.0,100%,9.4,9.4,141,3,3.13,3.13,2.35,2.35
Tombeau Rocheux,Rock Tomb,13,15,0.87,87%,10.0,8.67,130,1,10.0,8.67,5.0,4.33
Pillard Féroce,Savage Looter,6,15,0.4,40%,20.0,8.0,120,1,20.0,8.0,10.0,4.0
Armure d'Obsidienne,Obsidian Battle Plate,6,15,0.4,40%,20.0,8.0,120,2,10.0,4.0,6.67,2.67
Œil de Lynx,Hawk's Eye,12,15,0.8,80%,8.5,6.8,102,0,Gratuit,Gratuit,8.5,6.8
Économe Sagesse du Trésorier,Treasurer's Wisdom,6,15,0.4,40%,17.0,6.8,102,2,8.5,3.4,5.67,2.27
Lame Affutée,Sharp Blade,13,15,0.87,87%,7.38,6.4,96,3,2.46,2.13,1.84,1.6
Chasseur de Bêtes,Beast Hunter,5,15,0.33,33%,18.0,6.0,90,2,9.0,3.0,6.0,2.0
Esprit Sauvage,Wild Spirit,9,15,0.6,60%,10.0,6.0,90,0,Gratuit,Gratuit,10.0,6.0
Coup de Mort,Death Helper,8,15,0.53,53%,10.38,5.53,83,1,10.38,5.53,5.19,2.77
Mental d'Acier,Steel Aura,4,15,0.27,27%,18.0,4.8,72,2,9.0,2.4,6.0,1.6
Décharge Élémentaire,Elemental Discharge,4,15,0.27,27%,18.0,4.8,72,1,18.0,4.8,9.0,2.4
Assistance Divine,Sacred Help,3,15,0.2,20%,20.0,4.0,60,2,10.0,2.0,6.67,1.33
Totem du Gardien,Guardian Totem,15,15,1.0,100%,3.93,3.93,59,3,1.31,1.31,0.98,0.98
Esprit omniprésent,Omnipresent Spirit,3,15,0.2,20%,18.0,3.6,54,2,9.0,1.8,6.0,1.2
Ascension Divine,Divine Ascent,2,15,0.13,13%,25.0,3.33,50,3,8.33,1.11,6.25,0.83
Marteau Collecteur,Collecting Hammer,5,15,0.33,33%,9.6,3.2,48,2,4.8,1.6,3.2,1.07
Chasseur d'Âmes,Soul Hunter,3,15,0.2,20%,15.0,3.0,45,1,15.0,3.0,7.5,1.5
Vision Céleste,Heavenly Vision,2,15,0.13,13%,22.0,2.93,44,2,11.0,1.47,7.33,0.98
Hache Frénétique,Berseker Ax,3,15,0.2,20%,14.0,2.8,42,2,7.0,1.4,4.67,0.93
Le Traqueur,The Stalker,2,15,0.13,13%,20.0,2.67,40,3,6.67,0.89,5.0,0.67
Bâton du Conquérant,Staff of Conquered Worlds,3,15,0.2,20%,11.0,2.2,33,0,Gratuit,Gratuit,11.0,2.2
Force Divine,Divine Impetu,3,15,0.2,20%,11.0,2.2,33,0,Gratuit,Gratuit,11.0,2.2
Sabre Versatile,Versatil Saber,3,15,0.2,20%,11.0,2.2,33,1,11.0,2.2,5.5,1.1
Armure d'Immortel,Immortal Breastplate,2,15,0.13,13%,14.0,1.87,28,1,14.0,1.87,7.0,0.94
Le Marionnettiste,The Puppeteer,1,15,0.07,7%,20.0,1.33,20,2,10.0,0.67,6.67,0.44
Être de Lumière,Being of Light,1,15,0.07,7%,18.0,1.2,18,1,18.0,1.2,9.0,0.6
Enchaînement Éclair,Unstoppable Lightning,1,15,0.07,7%,18.0,1.2,18,1,18.0,1.2,9.0,0.6
Épée Obscure,Swords of Darkness,1,15,0.07,7%,17.0,1.13,17,1,17.0,1.13,8.5,0.56
Adrénaline Arcanique,Arcane Adrenaline,1,15,0.07,7%,16.0,1.07,16,1,16.0,1.07,8.0,0.54
Danse Macabre,Dance of Death,2,15,0.13,13%,8.0,1.07,16,1,8.0,1.07,4.0,0.54
Elan de Fureur,Rampage Momentum,1,15,0.07,7%,15.0,1.0,15,2,7.5,0.5,5.0,0.33
Soif de Sang,Thirsty Dagger,1,15,0.07,7%,15.0,1.0,15,0,Gratuit,Gratuit,15.0,1.0
Amulette Omnisciente,Omnipresent Amulet,1,15,0.07,7%,11.0,0.73,11,0,Gratuit,Gratuit,11.0,0.73
