,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Lame Affutée,Sharp Blade,8,8,1.0,100%,18.38,18.38,147,3,6.13,6.13,4.59,4.59
Faux,Scythe,8,8,1.0,100%,16.88,16.88,135,3,5.63,5.63,4.22,4.22
Totem Équivalent,Equivalent Totem,8,8,1.0,100%,15.12,15.12,121,3,5.04,5.04,3.78,3.78
Armure d'Obsidienne,Obsidian Battle Plate,6,8,0.75,75%,20.0,15.0,120,2,10.0,7.5,6.67,5.0
Hache Frénétique,Berseker Ax,7,8,0.88,88%,16.0,14.0,112,2,8.0,7.0,5.33,4.67
Aveuglement,Incapacitor,8,8,1.0,100%,13.12,13.12,105,3,4.37,4.37,3.28,3.28
Marteau Collecteur,Collecting Hammer,5,8,0.62,62%,18.2,11.38,91,2,9.1,5.69,6.07,3.79
Lame Insatiable,Fast Furious Blade,5,8,0.62,62%,18.0,11.25,90,2,9.0,5.62,6.0,3.75
Enchaînement Éclair,Unstoppable Lightning,4,8,0.5,50%,22.0,11.0,88,2,11.0,5.5,7.33,3.67
Esprit Guerrier,Spirit of the Warrior,5,8,0.62,62%,16.0,10.0,80,1,16.0,10.0,8.0,5.0
Épée Obscure,Swords of Darkness,4,8,0.5,50%,20.0,10.0,80,1,20.0,10.0,10.0,5.0
Faux Assoiffées,Thirsty Scythes,3,8,0.38,38%,25.0,9.38,75,3,8.33,3.13,6.25,2.35
Explosion Arcanique,Arcane Explosive,6,8,0.75,75%,12.0,9.0,72,1,12.0,9.0,6.0,4.5
Parchemin Secret,Secret Scroll,4,8,0.5,50%,18.0,9.0,72,2,9.0,4.5,6.0,3.0
Bâton de Conquête,Conquering Staff,3,8,0.38,38%,24.0,9.0,72,2,12.0,4.5,8.0,3.0
Sabre Versatile,Versatil Saber,4,8,0.5,50%,18.0,9.0,72,1,18.0,9.0,9.0,4.5
Danse Macabre,Dance of Death,7,8,0.88,88%,10.0,8.75,70,1,10.0,8.75,5.0,4.38
Épé Sainte,Holy Sword,4,8,0.5,50%,15.0,7.5,60,0,Gratuit,Gratuit,15.0,7.5
Chasseresse d'Âmes,Huntress of Souls,3,8,0.38,38%,20.0,7.5,60,1,20.0,7.5,10.0,3.75
Elan de Fureur,Rampage Momentum,4,8,0.5,50%,15.0,7.5,60,1,15.0,7.5,7.5,3.75
Bâton du Conquérant,Staff of Conquered Worlds,4,8,0.5,50%,15.0,7.5,60,0,Gratuit,Gratuit,15.0,7.5
Esprit omniprésent,Omnipresent Spirit,3,8,0.38,38%,18.0,6.75,54,2,9.0,3.38,6.0,2.25
Couronne du Roi Nain,Crown of the Dwarf King,4,8,0.5,50%,13.0,6.5,52,0,Gratuit,Gratuit,13.0,6.5
Esprit de l'Écuyer,Spirit of the Squire,7,8,0.88,88%,7.29,6.38,51,3,2.43,2.13,1.82,1.59
Griffes Démoniaques,Demon Claws,3,8,0.38,38%,17.0,6.38,51,1,17.0,6.38,8.5,3.19
Masse Colossale,Colossal Mace,3,8,0.38,38%,15.0,5.62,45,0,Gratuit,Gratuit,15.0,5.62
Armure d'Immortel,Immortal Breastplate,2,8,0.25,25%,20.0,5.0,40,1,20.0,5.0,10.0,2.5
Décharge Élémentaire,Elemental Discharge,2,8,0.25,25%,20.0,5.0,40,1,20.0,5.0,10.0,2.5
Aura Légendaire,Legend Aura,1,8,0.12,12%,40.0,5.0,40,3,13.33,1.67,10.0,1.25
Totem du Gardien,Guardian Totem,8,8,1.0,100%,4.12,4.12,33,3,1.37,1.37,1.03,1.03
Coup de Mort,Death Helper,2,8,0.25,25%,13.0,3.25,26,1,13.0,3.25,6.5,1.62
Œil de Lynx,Hawk's Eye,3,8,0.38,38%,8.0,3.0,24,0,Gratuit,Gratuit,8.0,3.0
Gantelet Impérieux,Imperious Gauntlet,1,8,0.12,12%,22.0,2.75,22,1,22.0,2.75,11.0,1.38
Le Marionnettiste,The Puppeteer,1,8,0.12,12%,20.0,2.5,20,2,10.0,1.25,6.67,0.83
Chasseur d'Âmes,Soul Hunter,1,8,0.12,12%,20.0,2.5,20,1,20.0,2.5,10.0,1.25
Assistance Divine,Sacred Help,1,8,0.12,12%,20.0,2.5,20,2,10.0,1.25,6.67,0.83
Marteleur précis,Precise Hammer,1,8,0.12,12%,18.0,2.25,18,1,18.0,2.25,9.0,1.12
Griffes Sauvages,Wild Claw,8,8,1.0,100%,2.0,2.0,16,3,0.67,0.67,0.5,0.5
Force Divine,Divine Impetu,1,8,0.12,12%,15.0,1.88,15,0,Gratuit,Gratuit,15.0,1.88
Faux Parfaite,Perfect Scythe,1,8,0.12,12%,15.0,1.88,15,0,Gratuit,Gratuit,15.0,1.88
