,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Armure d'Obsidienne,Obsidian Battle Plate,7,7,1.0,100%,20.0,20.0,140,2,10.0,10.0,6.67,6.67
Armure d'Immortel,Immortal Breastplate,7,7,1.0,100%,20.0,20.0,140,1,20.0,20.0,10.0,10.0
Sabre Versatile,Versatil Saber,7,7,1.0,100%,18.0,18.0,126,1,18.0,18.0,9.0,9.0
Lame Affutée,Sharp Blade,7,7,1.0,100%,17.57,17.57,123,3,5.86,5.86,4.39,4.39
Aura Légendaire,Legend Aura,3,7,0.43,43%,40.0,17.14,120,3,13.33,5.71,10.0,4.29
Faux,Scythe,7,7,1.0,100%,17.14,17.14,120,3,5.71,5.71,4.29,4.29
Enchaînement Éclair,Unstoppable Lightning,5,7,0.71,71%,22.0,15.71,110,2,11.0,7.86,7.33,5.24
Totem Équivalent,Equivalent Totem,7,7,1.0,100%,15.57,15.57,109,3,5.19,5.19,3.89,3.89
Lame Insatiable,Fast Furious Blade,6,7,0.86,86%,18.0,15.43,108,2,9.0,7.71,6.0,5.14
Épée Obscure,Swords of Darkness,5,7,0.71,71%,20.0,14.29,100,1,20.0,14.29,10.0,7.14
Hache Frénétique,Berseker Ax,6,7,0.86,86%,16.0,13.71,96,2,8.0,6.86,5.33,4.57
Parchemin Secret,Secret Scroll,5,7,0.71,71%,18.0,12.86,90,2,9.0,6.43,6.0,4.29
Esprit Guerrier,Spirit of the Warrior,5,7,0.71,71%,16.0,11.43,80,1,16.0,11.43,8.0,5.71
Elan de Fureur,Rampage Momentum,5,7,0.71,71%,15.0,10.71,75,1,15.0,10.71,7.5,5.36
Faux Assoiffées,Thirsty Scythes,3,7,0.43,43%,25.0,10.71,75,3,8.33,3.57,6.25,2.68
Esprit de l'Écuyer,Spirit of the Squire,7,7,1.0,100%,9.86,9.86,69,3,3.29,3.29,2.46,2.46
Aveuglement,Incapacitor,7,7,1.0,100%,9.43,9.43,66,3,3.14,3.14,2.36,2.36
Chasseresse d'Âmes,Huntress of Souls,3,7,0.43,43%,20.0,8.57,60,1,20.0,8.57,10.0,4.29
Danse Macabre,Dance of Death,6,7,0.86,86%,10.0,8.57,60,1,10.0,8.57,5.0,4.29
Épé Sainte,Holy Sword,4,7,0.57,57%,15.0,8.57,60,0,Gratuit,Gratuit,15.0,8.57
Marteau Collecteur,Collecting Hammer,5,7,0.71,71%,11.2,8.0,56,2,5.6,4.0,3.73,2.67
Griffes Démoniaques,Demon Claws,3,7,0.43,43%,17.0,7.29,51,1,17.0,7.29,8.5,3.65
Explosion Arcanique,Arcane Explosive,4,7,0.57,57%,12.0,6.86,48,1,12.0,6.86,6.0,3.43
Masse Colossale,Colossal Mace,3,7,0.43,43%,15.0,6.43,45,0,Gratuit,Gratuit,15.0,6.43
Couronne du Roi Nain,Crown of the Dwarf King,3,7,0.43,43%,13.0,5.57,39,0,Gratuit,Gratuit,13.0,5.57
Marteleur précis,Precise Hammer,2,7,0.29,29%,18.0,5.14,36,1,18.0,5.14,9.0,2.57
Totem du Gardien,Guardian Totem,7,7,1.0,100%,4.86,4.86,34,3,1.62,1.62,1.22,1.22
Triple Météore,Trimeteor,1,7,0.14,14%,30.0,4.29,30,0,Gratuit,Gratuit,30.0,4.29
Force Divine,Divine Impetu,2,7,0.29,29%,15.0,4.29,30,0,Gratuit,Gratuit,15.0,4.29
Coup de Mort,Death Helper,2,7,0.29,29%,13.0,3.71,26,1,13.0,3.71,6.5,1.85
Ascension Divine,Divine Ascent,1,7,0.14,14%,25.0,3.57,25,3,8.33,1.19,6.25,0.89
Bâton de Conquête,Conquering Staff,1,7,0.14,14%,24.0,3.43,24,2,12.0,1.72,8.0,1.14
Griffes Sauvages,Wild Claw,7,7,1.0,100%,3.0,3.0,21,3,1.0,1.0,0.75,0.75
Décharge Élémentaire,Elemental Discharge,1,7,0.14,14%,20.0,2.86,20,1,20.0,2.86,10.0,1.43
Soif de Sang,Thirsty Dagger,1,7,0.14,14%,15.0,2.14,15,0,Gratuit,Gratuit,15.0,2.14
Faux Parfaite,Perfect Scythe,1,7,0.14,14%,15.0,2.14,15,0,Gratuit,Gratuit,15.0,2.14
Bâton du Conquérant,Staff of Conquered Worlds,1,7,0.14,14%,15.0,2.14,15,0,Gratuit,Gratuit,15.0,2.14
Œil de Lynx,Hawk's Eye,1,7,0.14,14%,8.0,1.14,8,0,Gratuit,Gratuit,8.0,1.14
