<<<<<<< HEAD
,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Perce-Écailles,Scale Tearer,7,10,0.7,70%,22.0,15.4,154,3,7.33,5.13
Esprit de la Faille,Spirit of the Rift,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25
Masque du Baron,Baron' s Mask,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25
Écailles Magiques,Magic Scales,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25
Marteau Dévastateur,Destroyer Hammer,8,10,0.8,80%,14.75,11.8,118,2,7.38,5.9
Marteau Conquérant,Conquest Hammer,5,10,0.5,50%,22.0,11.0,110,3,7.33,3.67
Chasse au Gros,Big Worm Hunter,6,10,0.6,60%,17.5,10.5,105,3,5.83,3.5
L'Oeil du Héraut,Eye of the Void,8,10,0.8,80%,11.25,9.0,90,0,Gratuit,Gratuit
Protection Royale,Royal Protector,5,10,0.5,50%,17.0,8.5,85,1,17.0,8.5
Gardien Sous-terrain,Underworld Guardian,4,10,0.4,40%,18.0,7.2,72,1,18.0,7.2
Folie Meurtrière,Killer Momentum,3,10,0.3,30%,22.0,6.6,66,0,Gratuit,Gratuit
Sceau Profanateur,Seal of Desecration,5,10,0.5,50%,12.8,6.4,64,2,6.4,3.2
Poigne d'Or,Golden Force,3,10,0.3,30%,20.0,6.0,60,1,20.0,6.0
Première Ligne,First Line,7,10,0.7,70%,8.0,5.6,56,0,Gratuit,Gratuit
Âme de Dragon Élémentaire,Elemental Dragon Soul,2,10,0.2,20%,25.0,5.0,50,1,25.0,5.0
Frappes Éclair,Light Swords,3,10,0.3,30%,12.0,3.6,36,0,Gratuit,Gratuit
=======
,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,7,10,0.7,70%,22.0,15.4,154,3,7.33,5.13,5.5,3.85
Esprit de la Faille,Spirit of the Rift,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25,8.33,4.17
Masque du Baron,Baron' s Mask,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25,8.33,4.17
Écailles Magiques,Magic Scales,5,10,0.5,50%,25.0,12.5,125,2,12.5,6.25,8.33,4.17
Marteau Dévastateur,Destroyer Hammer,8,10,0.8,80%,14.75,11.8,118,2,7.38,5.9,4.92,3.93
Marteau Conquérant,Conquest Hammer,5,10,0.5,50%,22.0,11.0,110,3,7.33,3.67,5.5,2.75
Chasse au Gros,Big Worm Hunter,6,10,0.6,60%,17.5,10.5,105,3,5.83,3.5,4.38,2.62
L'Oeil du Héraut,Eye of the Void,8,10,0.8,80%,11.25,9.0,90,0,Gratuit,Gratuit,11.25,9.0
Protection Royale,Royal Protector,5,10,0.5,50%,17.0,8.5,85,1,17.0,8.5,8.5,4.25
Gardien Sous-terrain,Underworld Guardian,4,10,0.4,40%,18.0,7.2,72,1,18.0,7.2,9.0,3.6
Folie Meurtrière,Killer Momentum,3,10,0.3,30%,22.0,6.6,66,0,Gratuit,Gratuit,22.0,6.6
Sceau Profanateur,Seal of Desecration,5,10,0.5,50%,12.8,6.4,64,2,6.4,3.2,4.27,2.13
Poigne d'Or,Golden Force,3,10,0.3,30%,20.0,6.0,60,1,20.0,6.0,10.0,3.0
Première Ligne,First Line,7,10,0.7,70%,8.0,5.6,56,0,Gratuit,Gratuit,8.0,5.6
Âme de Dragon Élémentaire,Elemental Dragon Soul,2,10,0.2,20%,25.0,5.0,50,1,25.0,5.0,12.5,2.5
Frappes Éclair,Light Swords,3,10,0.3,30%,12.0,3.6,36,0,Gratuit,Gratuit,12.0,3.6
>>>>>>> 9d8d73393793d22f1626a6d2435b7a9a90250d25
