,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,19,20,0.95,95%,20.0,19.0,380,2,10.0,9.5,6.67,6.33
Totem Équivalent,Equivalent Totem,20,20,1.0,100%,14.3,14.3,286,2,7.15,7.15,4.77,4.77
Griffes Sauvages,Wild Claw,20,20,1.0,100%,14.25,14.25,285,3,4.75,4.75,3.56,3.56
Lame Affutée,Sharp Blade,16,20,0.8,80%,13.88,11.1,222,3,4.63,3.7,3.47,2.77
Chasseur de Bêtes,Beast Hunter,12,20,0.6,60%,18.0,10.8,216,2,9.0,5.4,6.0,3.6
Aveuglement,Incapacitor,20,20,1.0,100%,9.9,9.9,198,3,3.3,3.3,2.48,2.48
Être de Lumière,Being of Light,11,20,0.55,55%,18.0,9.9,198,1,18.0,9.9,9.0,4.95
Marteau Collecteur,Collecting Hammer,13,20,0.65,65%,14.0,9.1,182,2,7.0,4.55,4.67,3.03
Décharge Élémentaire,Elemental Discharge,10,20,0.5,50%,18.0,9.0,180,1,18.0,9.0,9.0,4.5
Tombeau Rocheux,Rock Tomb,18,20,0.9,90%,10.0,9.0,180,1,10.0,9.0,5.0,4.5
Esprit de l'Écuyer,Spirit of the Squire,18,20,0.9,90%,10.0,9.0,180,3,3.33,3.0,2.5,2.25
Faux,Scythe,20,20,1.0,100%,8.55,8.55,171,3,2.85,2.85,2.14,2.14
Pillard Féroce,Savage Looter,7,20,0.35,35%,20.0,7.0,140,1,20.0,7.0,10.0,3.5
Mental d'Acier,Steel Aura,7,20,0.35,35%,18.0,6.3,126,2,9.0,3.15,6.0,2.1
Armure d'Obsidienne,Obsidian Battle Plate,6,20,0.3,30%,20.0,6.0,120,2,10.0,3.0,6.67,2.0
Le Marionnettiste,The Puppeteer,5,20,0.25,25%,20.0,5.0,100,2,10.0,2.5,6.67,1.67
Coup de Mort,Death Helper,7,20,0.35,35%,13.0,4.55,91,1,13.0,4.55,6.5,2.27
Épée Obscure,Swords of Darkness,5,20,0.25,25%,17.0,4.25,85,1,17.0,4.25,8.5,2.12
Armure d'Immortel,Immortal Breastplate,5,20,0.25,25%,16.0,4.0,80,1,16.0,4.0,8.0,2.0
Chasseur d'Âmes,Soul Hunter,4,20,0.2,20%,20.0,4.0,80,1,20.0,4.0,10.0,2.0
Totem du Gardien,Guardian Totem,20,20,1.0,100%,3.8,3.8,76,3,1.27,1.27,0.95,0.95
Elan de Fureur,Rampage Momentum,5,20,0.25,25%,15.0,3.75,75,2,7.5,1.88,5.0,1.25
Danse Macabre,Dance of Death,9,20,0.45,45%,8.0,3.6,72,1,8.0,3.6,4.0,1.8
Esprit Sauvage,Wild Spirit,7,20,0.35,35%,10.0,3.5,70,0,Gratuit,Gratuit,10.0,3.5
Œil de Lynx,Hawk's Eye,7,20,0.35,35%,10.0,3.5,70,0,Gratuit,Gratuit,10.0,3.5
Économe Sagesse du Trésorier,Treasurer's Wisdom,4,20,0.2,20%,17.0,3.4,68,2,8.5,1.7,5.67,1.13
Sabre Versatile,Versatil Saber,6,20,0.3,30%,11.0,3.3,66,1,11.0,3.3,5.5,1.65
Soif de Sang,Thirsty Dagger,4,20,0.2,20%,15.0,3.0,60,0,Gratuit,Gratuit,15.0,3.0
Triple Météore,Trimeteor,2,20,0.1,10%,30.0,3.0,60,0,Gratuit,Gratuit,30.0,3.0
Hache Frénétique,Berseker Ax,4,20,0.2,20%,14.0,2.8,56,2,7.0,1.4,4.67,0.93
Bâton du Conquérant,Staff of Conquered Worlds,5,20,0.25,25%,11.0,2.75,55,0,Gratuit,Gratuit,11.0,2.75
Désintégrateur Magnétique,Magnetic Disintegrator,5,20,0.25,25%,11.0,2.75,55,0,Gratuit,Gratuit,11.0,2.75
Enchaînement Éclair,Unstoppable Lightning,3,20,0.15,15%,18.0,2.7,54,1,18.0,2.7,9.0,1.35
Épé Sainte,Holy Sword,5,20,0.25,25%,10.0,2.5,50,0,Gratuit,Gratuit,10.0,2.5
Bâton de Conquête,Conquering Staff,2,20,0.1,10%,24.0,2.4,48,2,12.0,1.2,8.0,0.8
Force Divine,Divine Impetu,3,20,0.15,15%,15.0,2.25,45,0,Gratuit,Gratuit,15.0,2.25
Aura Légendaire,Legend Aura,1,20,0.05,5%,40.0,2.0,40,3,13.33,0.67,10.0,0.5
Parchemin Secret,Secret Scroll,2,20,0.1,10%,18.0,1.8,36,2,9.0,0.9,6.0,0.6
