,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,18,18,1.0,100%,16.78,16.78,302,2,8.39,8.39,5.59,5.59
Faux,Scythe,18,18,1.0,100%,15.22,15.22,274,3,5.07,5.07,3.81,3.81
Ascension Divine,Divine Ascent,8,18,0.44,44%,25.0,11.11,200,3,8.33,3.7,6.25,2.78
Armure d'Obsidienne,Obsidian Battle Plate,9,18,0.5,50%,20.0,10.0,180,2,10.0,5.0,6.67,3.33
Faux Parfaite,Perfect Scythe,11,18,0.61,61%,15.0,9.17,165,0,Gratuit,Gratuit,15.0,9.17
Hache Frénétique,Berseker Ax,11,18,0.61,61%,14.0,8.56,154,2,7.0,4.28,4.67,2.85
Économe Sagesse du Trésorier,Treasurer's Wisdom,9,18,0.5,50%,17.0,8.5,153,2,8.5,4.25,5.67,2.83
Lame Insatiable,Fast Furious Blade,9,18,0.5,50%,16.0,8.0,144,2,8.0,4.0,5.33,2.67
Assistance Divine,Sacred Help,7,18,0.39,39%,20.0,7.78,140,2,10.0,3.89,6.67,2.59
Marteau Collecteur,Collecting Hammer,10,18,0.56,56%,13.5,7.5,135,2,6.75,3.75,4.5,2.5
Explosion Arcanique,Arcane Explosive,11,18,0.61,61%,12.0,7.33,132,1,12.0,7.33,6.0,3.67
Lame Affutée,Sharp Blade,15,18,0.83,83%,8.6,7.17,129,3,2.87,2.39,2.15,1.79
Gantelet Impérieux,Imperious Gauntlet,4,18,0.22,22%,30.0,6.67,120,1,30.0,6.67,15.0,3.33
Être de Lumière,Being of Light,6,18,0.33,33%,18.0,6.0,108,1,18.0,6.0,9.0,3.0
Esprit de l'Écuyer,Spirit of the Squire,12,18,0.67,67%,8.75,5.83,105,3,2.92,1.94,2.19,1.46
Esprit Guerrier,Spirit of the Warrior,6,18,0.33,33%,16.0,5.33,96,1,16.0,5.33,8.0,2.67
Parchemin Secret,Secret Scroll,5,18,0.28,28%,18.0,5.0,90,2,9.0,2.5,6.0,1.67
Tombeau Rocheux,Rock Tomb,9,18,0.5,50%,10.0,5.0,90,1,10.0,5.0,5.0,2.5
Aveuglement,Incapacitor,12,18,0.67,67%,6.75,4.5,81,3,2.25,1.5,1.69,1.12
Faux Assoiffées,Thirsty Scythes,3,18,0.17,17%,25.0,4.17,75,3,8.33,1.39,6.25,1.04
Masse Colossale,Colossal Mace,6,18,0.33,33%,12.33,4.11,74,0,Gratuit,Gratuit,12.33,4.11
Marteleur précis,Precise Hammer,4,18,0.22,22%,18.0,4.0,72,1,18.0,4.0,9.0,2.0
Épée Obscure,Swords of Darkness,4,18,0.22,22%,17.0,3.78,68,1,17.0,3.78,8.5,1.89
Chasseur d'Âmes,Soul Hunter,4,18,0.22,22%,16.25,3.61,65,1,16.25,3.61,8.12,1.8
Armure d'Immortel,Immortal Breastplate,4,18,0.22,22%,15.0,3.33,60,1,15.0,3.33,7.5,1.67
Elan de Fureur,Rampage Momentum,4,18,0.22,22%,15.0,3.33,60,2,7.5,1.67,5.0,1.11
Coup de Mort,Death Helper,5,18,0.28,28%,11.8,3.28,59,1,11.8,3.28,5.9,1.64
Totem du Gardien,Guardian Totem,13,18,0.72,72%,4.31,3.11,56,3,1.44,1.04,1.08,0.78
Sabre Versatile,Versatil Saber,5,18,0.28,28%,11.0,3.06,55,1,11.0,3.06,5.5,1.53
Désintégrateur Magnétique,Magnetic Disintegrator,5,18,0.28,28%,11.0,3.06,55,0,Gratuit,Gratuit,11.0,3.06
Mental d'Acier,Steel Aura,3,18,0.17,17%,18.0,3.0,54,2,9.0,1.5,6.0,1.0
Danse Macabre,Dance of Death,6,18,0.33,33%,8.0,2.67,48,1,8.0,2.67,4.0,1.33
Le Marionnettiste,The Puppeteer,2,18,0.11,11%,20.0,2.22,40,2,10.0,1.11,6.67,0.74
Chasseresse d'Âmes,Huntress of Souls,2,18,0.11,11%,19.0,2.11,38,1,19.0,2.11,9.5,1.05
Griffes Démoniaques,Demon Claws,2,18,0.11,11%,17.0,1.89,34,1,17.0,1.89,8.5,0.94
Masse de Siège,Siege Mace,2,18,0.11,11%,16.0,1.78,32,0,Gratuit,Gratuit,16.0,1.78
Couronne du Roi Nain,Crown of the Dwarf King,2,18,0.11,11%,13.0,1.44,26,0,Gratuit,Gratuit,13.0,1.44
Œil de Lynx,Hawk's Eye,3,18,0.17,17%,8.67,1.44,26,0,Gratuit,Gratuit,8.67,1.44
Griffes Sauvages,Wild Claw,10,18,0.56,56%,2.3,1.28,23,3,0.77,0.43,0.57,0.32
Pillard Féroce,Savage Looter,1,18,0.06,6%,20.0,1.11,20,1,20.0,1.11,10.0,0.56
Épé Sainte,Holy Sword,2,18,0.11,11%,10.0,1.11,20,0,Gratuit,Gratuit,10.0,1.11
Décharge Élémentaire,Elemental Discharge,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0,9.0,0.5
Enchaînement Éclair,Unstoppable Lightning,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0,9.0,0.5
Adrénaline Arcanique,Arcane Adrenaline,1,18,0.06,6%,16.0,0.89,16,1,16.0,0.89,8.0,0.45
Force Divine,Divine Impetu,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit,11.0,0.61
