,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,86,86,1.0,100%,15.59,15.59,1341,3,5.2,5.2
Armure d'Obsidienne,Obsidian Battle Plate,51,86,0.59,59%,20.0,11.86,1020,2,5.93,10.0
Aveuglement,Incapacitor,84,86,0.98,98%,11.54,11.27,969,3,3.76,3.85
Économe Sagesse du Trésorier,Treasurer's Wisdom,47,86,0.55,55%,17.0,9.29,799,2,4.64,8.5
Lame Affutée,Sharp Blade,73,86,0.85,85%,10.56,8.97,771,3,2.99,3.52
Hache Frénétique,Berseker Ax,52,86,0.6,60%,14.0,8.47,728,2,4.24,7.0
Ascension Divine,Divine Ascent,29,86,0.34,34%,25.0,8.43,725,3,2.81,8.33
Faux Assoiffées,Thirsty Scythes,24,86,0.28,28%,25.0,6.98,600,3,2.33,8.33
Adrénaline Arcanique,Arcane Adrenaline,37,86,0.43,43%,16.0,6.88,592,1,6.88,16.0
Esprit de l'Écuyer,Spirit of the Squire,72,86,0.84,84%,8.04,6.73,579,3,2.24,2.68
Lame Insatiable,Fast Furious Blade,36,86,0.42,42%,16.0,6.7,576,2,3.35,8.0
Totem du Gardien,Guardian Totem,86,86,1.0,100%,4.69,4.69,403,3,1.56,1.56
Sabre Versatile,Versatil Saber,35,86,0.41,41%,11.0,4.48,385,1,4.48,11.0
Glaive Vindicatif,Large Sword of Hate,18,86,0.21,21%,20.0,4.19,360,1,4.19,20.0
Elan de Fureur,Rampage Momentum,24,86,0.28,28%,15.0,4.19,360,2,2.1,7.5
Armure d'Immortel,Immortal Breastplate,24,86,0.28,28%,14.0,3.91,336,1,3.91,14.0
Parchemin Secret,Secret Scroll,18,86,0.21,21%,18.0,3.77,324,2,1.89,9.0
Explosion Arcanique,Arcane Explosive,26,86,0.3,30%,12.0,3.63,312,1,3.63,12.0
Esquive Salvatrice,Evasive Protection,19,86,0.22,22%,15.0,3.31,285,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,18,86,0.21,21%,15.0,3.14,270,1,3.14,15.0
Épée Obscure,Swords of Darkness,18,86,0.21,21%,15.0,3.14,270,1,3.14,15.0
Danse Macabre,Dance of Death,33,86,0.38,38%,8.0,3.07,264,1,3.07,8.0
Le Croque-mort,The Undertaker,18,86,0.21,21%,14.0,2.93,252,1,2.93,14.0
Aura Légendaire,Legend Aura,6,86,0.07,7%,40.0,2.79,240,3,0.93,13.33
Épées Jumelles,Twin Swords,18,86,0.21,21%,12.78,2.67,230,1,2.67,12.78
Le Marionnettiste,The Puppeteer,11,86,0.13,13%,20.0,2.56,220,2,1.28,10.0
Esprit omniprésent,Omnipresent Spirit,11,86,0.13,13%,18.0,2.3,198,2,1.15,9.0
Bâton de Conquête,Conquering Staff,8,86,0.09,9%,24.0,2.23,192,2,1.11,12.0
Chasseresse d'Âmes,Huntress of Souls,10,86,0.12,12%,19.0,2.21,190,1,2.21,19.0
Coup de Mort,Death Helper,19,86,0.22,22%,10.0,2.21,190,1,2.21,10.0
Désintégrateur Magnétique,Magnetic Disintegrator,17,86,0.2,20%,11.0,2.17,187,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,18,86,0.21,21%,10.0,2.09,180,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,12,86,0.14,14%,15.0,2.09,180,2,1.04,7.5
Enchaînement Éclair,Unstoppable Lightning,10,86,0.12,12%,18.0,2.09,180,1,2.09,18.0
Griffes Sauvages,Wild Claw,67,86,0.78,78%,2.54,1.98,170,3,0.66,0.85
Griffes Démoniaques,Demon Claws,10,86,0.12,12%,17.0,1.98,170,1,1.98,17.0
Marteleur précis,Precise Hammer,9,86,0.1,10%,18.0,1.88,162,1,1.88,18.0
Œil de Lynx,Hawk's Eye,19,86,0.22,22%,8.0,1.77,152,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,13,86,0.15,15%,11.0,1.66,143,0,Gratuit,Gratuit
Force Divine,Divine Impetu,12,86,0.14,14%,11.0,1.53,132,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,12,86,0.14,14%,10.0,1.4,120,1,1.4,10.0
Lance Doublée,Dual Spear,14,86,0.16,16%,8.0,1.3,112,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,7,86,0.08,8%,13.0,1.06,91,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,7,86,0.08,8%,11.0,0.9,77,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,5,86,0.06,6%,15.0,0.87,75,0,Gratuit,Gratuit
Pluie de Météorites,Meteorites,1,86,0.01,1%,70.0,0.81,70,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,3,86,0.03,3%,20.0,0.7,60,2,0.35,10.0
Triple Météore,Trimeteor,2,86,0.02,2%,30.0,0.7,60,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,5,86,0.06,6%,11.0,0.64,55,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,3,86,0.03,3%,15.0,0.52,45,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,2,86,0.02,2%,20.0,0.47,40,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,86,0.02,2%,16.0,0.37,32,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,1,86,0.01,1%,20.0,0.23,20,1,0.23,20.0
Être de Lumière,Being of Light,1,86,0.01,1%,18.0,0.21,18,1,0.21,18.0
Le Traqueur,The Stalker,1,86,0.01,1%,18.0,0.21,18,3,0.07,6.0
Frappe Chirurgicale,Accurate Sword,1,86,0.01,1%,16.0,0.19,16,1,0.19,16.0
Bâton du Conquérant,Staff of Conquered Worlds,1,86,0.01,1%,11.0,0.13,11,0,Gratuit,Gratuit
