,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,21,21,1.0,100%,16.71,16.71,351,2,8.36,8.36,5.57,5.57
Armure d'Obsidienne,Obsidian Battle Plate,16,21,0.76,76%,20.0,15.24,320,2,10.0,7.62,6.67,5.08
Faux,Scythe,21,21,1.0,100%,14.48,14.48,304,3,4.83,4.83,3.62,3.62
Lame Affutée,Sharp Blade,17,21,0.81,81%,14.82,12.0,252,3,4.94,4.0,3.71,3.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,14,21,0.67,67%,17.0,11.33,238,2,8.5,5.67,5.67,3.78
Esprit de l'Écuyer,Spirit of the Squire,17,21,0.81,81%,11.12,9.0,189,3,3.71,3.0,2.78,2.25
Hache Frénétique,Berseker Ax,13,21,0.62,62%,14.0,8.67,182,2,7.0,4.33,4.67,2.89
Adrénaline Arcanique,Arcane Adrenaline,11,21,0.52,52%,16.0,8.38,176,1,16.0,8.38,8.0,4.19
Ascension Divine,Divine Ascent,7,21,0.33,33%,25.0,8.33,175,3,8.33,2.78,6.25,2.08
Marteau Collecteur,Collecting Hammer,12,21,0.57,57%,9.92,5.67,119,2,4.96,2.83,3.31,1.89
Épée Obscure,Swords of Darkness,7,21,0.33,33%,17.0,5.67,119,1,17.0,5.67,8.5,2.83
Coup de Mort,Death Helper,9,21,0.43,43%,13.0,5.57,117,1,13.0,5.57,6.5,2.79
Sabre Versatile,Versatil Saber,10,21,0.48,48%,11.0,5.24,110,1,11.0,5.24,5.5,2.62
Faux Parfaite,Perfect Scythe,7,21,0.33,33%,15.0,5.0,105,0,Gratuit,Gratuit,15.0,5.0
Assistance Divine,Sacred Help,5,21,0.24,24%,20.0,4.76,100,2,10.0,2.38,6.67,1.59
Aveuglement,Incapacitor,16,21,0.76,76%,5.81,4.43,93,3,1.94,1.48,1.45,1.11
Triple Météore,Trimeteor,3,21,0.14,14%,30.0,4.29,90,0,Gratuit,Gratuit,30.0,4.29
Elan de Fureur,Rampage Momentum,6,21,0.29,29%,15.0,4.29,90,2,7.5,2.15,5.0,1.43
Totem du Gardien,Guardian Totem,21,21,1.0,100%,4.24,4.24,89,3,1.41,1.41,1.06,1.06
Danse Macabre,Dance of Death,10,21,0.48,48%,8.0,3.81,80,1,8.0,3.81,4.0,1.91
Tombeau Rocheux,Rock Tomb,8,21,0.38,38%,10.0,3.81,80,1,10.0,3.81,5.0,1.91
Aura Légendaire,Legend Aura,2,21,0.1,10%,40.0,3.81,80,3,13.33,1.27,10.0,0.95
Parchemin Secret,Secret Scroll,4,21,0.19,19%,18.0,3.43,72,2,9.0,1.72,6.0,1.14
Enchaînement Éclair,Unstoppable Lightning,4,21,0.19,19%,18.0,3.43,72,1,18.0,3.43,9.0,1.72
Pluie de Météorites,Meteorites,1,21,0.05,5%,70.0,3.33,70,0,Gratuit,Gratuit,70.0,3.33
Chasseur d'Âmes,Soul Hunter,3,21,0.14,14%,20.0,2.86,60,1,20.0,2.86,10.0,1.43
Explosion Arcanique,Arcane Explosive,5,21,0.24,24%,12.0,2.86,60,1,12.0,2.86,6.0,1.43
Désintégrateur Magnétique,Magnetic Disintegrator,5,21,0.24,24%,11.0,2.62,55,0,Gratuit,Gratuit,11.0,2.62
Esprit omniprésent,Omnipresent Spirit,3,21,0.14,14%,18.0,2.57,54,2,9.0,1.28,6.0,0.86
Faux Assoiffées,Thirsty Scythes,2,21,0.1,10%,25.0,2.38,50,3,8.33,0.79,6.25,0.59
Armure d'Immortel,Immortal Breastplate,3,21,0.14,14%,16.0,2.29,48,1,16.0,2.29,8.0,1.15
Force Divine,Divine Impetu,3,21,0.14,14%,15.0,2.14,45,0,Gratuit,Gratuit,15.0,2.14
Épé Sainte,Holy Sword,4,21,0.19,19%,10.0,1.9,40,0,Gratuit,Gratuit,10.0,1.9
Le Marionnettiste,The Puppeteer,2,21,0.1,10%,20.0,1.9,40,2,10.0,0.95,6.67,0.63
Marteleur précis,Precise Hammer,2,21,0.1,10%,18.0,1.71,36,1,18.0,1.71,9.0,0.85
Lame Insatiable,Fast Furious Blade,2,21,0.1,10%,16.0,1.52,32,2,8.0,0.76,5.33,0.51
Gantelet Impérieux,Imperious Gauntlet,1,21,0.05,5%,30.0,1.43,30,1,30.0,1.43,15.0,0.71
Amulette Omnisciente,Omnipresent Amulet,2,21,0.1,10%,15.0,1.43,30,0,Gratuit,Gratuit,15.0,1.43
Couronne du Roi Nain,Crown of the Dwarf King,2,21,0.1,10%,13.0,1.24,26,0,Gratuit,Gratuit,13.0,1.24
Œil de Lynx,Hawk's Eye,2,21,0.1,10%,10.0,0.95,20,0,Gratuit,Gratuit,10.0,0.95
Être de Lumière,Being of Light,1,21,0.05,5%,18.0,0.86,18,1,18.0,0.86,9.0,0.43
Griffes Sauvages,Wild Claw,11,21,0.52,52%,1.55,0.81,17,3,0.52,0.27,0.39,0.2
Masse Colossale,Colossal Mace,1,21,0.05,5%,15.0,0.71,15,0,Gratuit,Gratuit,15.0,0.71
Soif de Sang,Thirsty Dagger,1,21,0.05,5%,15.0,0.71,15,0,Gratuit,Gratuit,15.0,0.71
