,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Ascension Divine,Divine Ascent,2,3,0.67,67%,25.0,16.67,50,3,8.33,5.56,6.25,4.17
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,15.67,15.67,47,2,7.83,7.83,5.22,5.22
Faux,Scythe,3,3,1.0,100%,13.67,13.67,41,3,4.56,4.56,3.42,3.42
Assistance Divine,Sacred Help,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Hache Frénétique,Berseker Ax,2,3,0.67,67%,14.0,9.33,28,2,7.0,4.67,4.67,3.11
Faux Assoiffées,Thirsty Scythes,1,3,0.33,33%,25.0,8.33,25,3,8.33,2.78,6.25,2.08
Lame Affutée,Sharp Blade,2,3,0.67,67%,12.0,8.0,24,3,4.0,2.67,3.0,2.0
Armure d'Obsidienne,Obsidian Battle Plate,1,3,0.33,33%,20.0,6.67,20,2,10.0,3.33,6.67,2.22
Le Marionnettiste,The Puppeteer,1,3,0.33,33%,20.0,6.67,20,2,10.0,3.33,6.67,2.22
Être de Lumière,Being of Light,1,3,0.33,33%,18.0,6.0,18,1,18.0,6.0,9.0,3.0
Épée Obscure,Swords of Darkness,1,3,0.33,33%,17.0,5.67,17,1,17.0,5.67,8.5,2.83
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,3,0.33,33%,17.0,5.67,17,2,8.5,2.83,5.67,1.89
Danse Macabre,Dance of Death,2,3,0.67,67%,8.0,5.33,16,1,8.0,5.33,4.0,2.67
Elan de Fureur,Rampage Momentum,1,3,0.33,33%,15.0,5.0,15,2,7.5,2.5,5.0,1.67
Force Divine,Divine Impetu,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Esprit de l'Écuyer,Spirit of the Squire,2,3,0.67,67%,7.5,5.0,15,3,2.5,1.67,1.88,1.25
Totem du Gardien,Guardian Totem,3,3,1.0,100%,4.67,4.67,14,3,1.56,1.56,1.17,1.17
Sabre Versatile,Versatil Saber,1,3,0.33,33%,11.0,3.67,11,1,11.0,3.67,5.5,1.83
Désintégrateur Magnétique,Magnetic Disintegrator,1,3,0.33,33%,11.0,3.67,11,0,Gratuit,Gratuit,11.0,3.67
Tombeau Rocheux,Rock Tomb,1,3,0.33,33%,10.0,3.33,10,1,10.0,3.33,5.0,1.67
Œil de Lynx,Hawk's Eye,1,3,0.33,33%,10.0,3.33,10,0,Gratuit,Gratuit,10.0,3.33
Aveuglement,Incapacitor,2,3,0.67,67%,4.5,3.0,9,3,1.5,1.0,1.12,0.75
Marteau Collecteur,Collecting Hammer,1,3,0.33,33%,7.0,2.33,7,2,3.5,1.17,2.33,0.78
Griffes Sauvages,Wild Claw,1,3,0.33,33%,2.0,0.67,2,3,0.67,0.22,0.5,0.17
