,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Marteau Dévastateur,Destroyer Hammer,16,16,1.0,100%,14.38,14.38,230,2,7.19,7.19,4.79,4.79
Esprit de la Faille,Spirit of the Rift,9,16,0.56,56%,22.22,12.5,200,2,11.11,6.25,7.41,4.17
Marteau Conquérant,Conquest Hammer,9,16,0.56,56%,22.0,12.38,198,3,7.33,4.13,5.5,3.1
Perce-Écailles,Scale Tearer,11,16,0.69,69%,17.64,12.12,194,3,5.88,4.04,4.41,3.03
Chasse au Gros,Big Worm Hunter,9,16,0.56,56%,20.11,11.31,181,3,6.7,3.77,5.03,2.83
Masque du Baron,Baron' s Mask,8,16,0.5,50%,22.5,11.25,180,2,11.25,5.62,7.5,3.75
Sceau Profanateur,Seal of Desecration,9,16,0.56,56%,16.89,9.5,152,2,8.45,4.75,5.63,3.17
L'Oeil du Héraut,Eye of the Void,11,16,0.69,69%,13.0,8.94,143,0,Gratuit,Gratuit,13.0,8.94
Première Ligne,First Line,15,16,0.94,94%,8.0,7.5,120,0,Gratuit,Gratuit,8.0,7.5
Protection Royale,Royal Protector,7,16,0.44,44%,17.0,7.44,119,1,17.0,7.44,8.5,3.72
Écailles Magiques,Magic Scales,5,16,0.31,31%,22.0,6.88,110,2,11.0,3.44,7.33,2.29
Gardien Sous-terrain,Underworld Guardian,7,16,0.44,44%,15.0,6.56,105,1,15.0,6.56,7.5,3.28
Folie Meurtrière,Killer Momentum,4,16,0.25,25%,26.0,6.5,104,0,Gratuit,Gratuit,26.0,6.5
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,16,0.25,25%,25.0,6.25,100,1,25.0,6.25,12.5,3.12
Poigne d'Or,Golden Force,4,16,0.25,25%,23.0,5.75,92,1,23.0,5.75,11.5,2.88
Frappes Éclair,Light Swords,5,16,0.31,31%,12.0,3.75,60,0,Gratuit,Gratuit,12.0,3.75
