,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,14,15,0.93,93%,15.64,14.6,219,3,5.21,4.87,3.91,3.65
Chasse au Gros,Big Worm Hunter,9,15,0.6,60%,22.33,13.4,201,3,7.44,4.47,5.58,3.35
Marteau Conquérant,Conquest Hammer,9,15,0.6,60%,22.0,13.2,198,3,7.33,4.4,5.5,3.3
Marteau Dévastateur,Destroyer Hammer,14,15,0.93,93%,13.71,12.8,192,2,6.86,6.4,4.57,4.27
Masque du Baron,Baron' s Mask,9,15,0.6,60%,21.11,12.67,190,2,10.55,6.33,7.04,4.22
Poigne d'Or,Golden Force,7,15,0.47,47%,23.0,10.73,161,1,23.0,10.73,11.5,5.37
Écailles Magiques,Magic Scales,6,15,0.4,40%,20.83,8.33,125,2,10.41,4.17,6.94,2.78
Âme de Dragon Élémentaire,Elemental Dragon Soul,5,15,0.33,33%,25.0,8.33,125,1,25.0,8.33,12.5,4.17
Sceau Profanateur,Seal of Desecration,9,15,0.6,60%,13.33,8.0,120,2,6.67,4.0,4.44,2.67
Gardien Sous-terrain,Underworld Guardian,8,15,0.53,53%,15.0,8.0,120,1,15.0,8.0,7.5,4.0
Folie Meurtrière,Killer Momentum,5,15,0.33,33%,22.0,7.33,110,0,Gratuit,Gratuit,22.0,7.33
Protection Royale,Royal Protector,6,15,0.4,40%,17.0,6.8,102,1,17.0,6.8,8.5,3.4
Première Ligne,First Line,11,15,0.73,73%,8.0,5.87,88,0,Gratuit,Gratuit,8.0,5.87
Esprit de la Faille,Spirit of the Rift,3,15,0.2,20%,23.33,4.67,70,2,11.66,2.33,7.78,1.56
L'Oeil du Héraut,Eye of the Void,6,15,0.4,40%,9.83,3.93,59,0,Gratuit,Gratuit,9.83,3.93
Frappes Éclair,Light Swords,1,15,0.07,7%,12.0,0.8,12,0,Gratuit,Gratuit,12.0,0.8
