,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de la Faille,Spirit of the Rift,9,17,0.53,53%,22.78,12.06,205,2,11.39,6.03,7.59,4.02
Écailles Magiques,Magic Scales,9,17,0.53,53%,22.78,12.06,205,2,11.39,6.03,7.59,4.02
Marteau Dévastateur,Destroyer Hammer,17,17,1.0,100%,10.47,10.47,178,2,5.24,5.24,3.49,3.49
Perce-Écailles,Scale Tearer,11,17,0.65,65%,15.91,10.29,175,3,5.3,3.43,3.98,2.57
Masque du Baron,Baron' s Mask,6,17,0.35,35%,23.33,8.24,140,2,11.66,4.12,7.78,2.75
Marteau Conquérant,Conquest Hammer,6,17,0.35,35%,22.0,7.76,132,3,7.33,2.59,5.5,1.94
L'Oeil du Héraut,Eye of the Void,10,17,0.59,59%,12.8,7.53,128,0,Gratuit,Gratuit,12.8,7.53
Chasse au Gros,Big Worm Hunter,8,17,0.47,47%,15.88,7.47,127,3,5.29,2.49,3.97,1.87
Âme de Dragon Élémentaire,Elemental Dragon Soul,5,17,0.29,29%,25.0,7.35,125,1,25.0,7.35,12.5,3.67
Folie Meurtrière,Killer Momentum,5,17,0.29,29%,22.0,6.47,110,0,Gratuit,Gratuit,22.0,6.47
Première Ligne,First Line,13,17,0.76,76%,8.0,6.12,104,0,Gratuit,Gratuit,8.0,6.12
Poigne d'Or,Golden Force,4,17,0.24,24%,23.0,5.41,92,1,23.0,5.41,11.5,2.71
Gardien Sous-terrain,Underworld Guardian,6,17,0.35,35%,15.0,5.29,90,1,15.0,5.29,7.5,2.65
Protection Royale,Royal Protector,5,17,0.29,29%,17.0,5.0,85,1,17.0,5.0,8.5,2.5
Sceau Profanateur,Seal of Desecration,6,17,0.35,35%,10.67,3.76,64,2,5.33,1.88,3.56,1.25
Frappes Éclair,Light Swords,4,17,0.24,24%,12.0,2.82,48,0,Gratuit,Gratuit,12.0,2.82
