,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Marteau Conquérant,Conquest Hammer,16,21,0.76,76%,22.0,16.76,352,3,7.33,5.59,5.5,4.19
Poigne d'Or,Golden Force,15,21,0.71,71%,23.0,16.43,345,1,23.0,16.43,11.5,8.21
Écailles Magiques,Magic Scales,15,21,0.71,71%,22.67,16.19,340,2,11.34,8.1,7.56,5.4
Esprit de la Faille,Spirit of the Rift,15,21,0.71,71%,22.33,15.95,335,2,11.16,7.97,7.44,5.32
Marteau Dévastateur,Destroyer Hammer,21,21,1.0,100%,15.81,15.81,332,2,7.91,7.91,5.27,5.27
Perce-Écailles,Scale Tearer,21,21,1.0,100%,15.81,15.81,332,3,5.27,5.27,3.95,3.95
Masque du Baron,Baron' s Mask,14,21,0.67,67%,23.21,15.48,325,2,11.61,7.74,7.74,5.16
Chasse au Gros,Big Worm Hunter,16,21,0.76,76%,17.75,13.52,284,3,5.92,4.51,4.44,3.38
Folie Meurtrière,Killer Momentum,12,21,0.57,57%,23.33,13.33,280,0,Gratuit,Gratuit,23.33,13.33
Protection Royale,Royal Protector,16,21,0.76,76%,17.0,12.95,272,1,17.0,12.95,8.5,6.47
L'Oeil du Héraut,Eye of the Void,18,21,0.86,86%,15.11,12.95,272,0,Gratuit,Gratuit,15.11,12.95
Sceau Profanateur,Seal of Desecration,16,21,0.76,76%,14.5,11.05,232,2,7.25,5.53,4.83,3.68
Gardien Sous-terrain,Underworld Guardian,15,21,0.71,71%,15.0,10.71,225,1,15.0,10.71,7.5,5.36
Frappes Éclair,Light Swords,14,21,0.67,67%,12.0,8.0,168,0,Gratuit,Gratuit,12.0,8.0
Première Ligne,First Line,20,21,0.95,95%,8.0,7.62,160,0,Gratuit,Gratuit,8.0,7.62
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,21,0.19,19%,25.0,4.76,100,1,25.0,4.76,12.5,2.38
