,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,18,18,1.0,100%,28.67,28.67,516,3,9.56,9.56
Totem du Gardien,Guardian Totem,18,18,1.0,100%,21.28,21.28,383,3,7.09,7.09
Vision Céleste,Heavenly Vision,15,18,0.83,83%,22.0,18.33,330,2,11.0,9.16
Le Traqueur,The Stalker,16,18,0.89,89%,18.0,16.0,288,3,6.0,5.33
Le Visionnaire,The Visionary,13,18,0.72,72%,18.0,13.0,234,2,9.0,6.5
Esprit de l'Écuyer,Spirit of the Squire,16,18,0.89,89%,13.69,12.17,219,3,4.56,4.06
Bâton de Conquête,Conquering Staff,8,18,0.44,44%,24.0,10.67,192,2,12.0,5.33
Œil de Lynx,Hawk's Eye,16,18,0.89,89%,8.0,7.11,128,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,6,18,0.33,33%,20.0,6.67,120,2,10.0,3.33
Armure d'Obsidienne,Obsidian Battle Plate,6,18,0.33,33%,20.0,6.67,120,2,10.0,3.33
Bâton du Conquérant,Staff of Conquered Worlds,8,18,0.44,44%,11.0,4.89,88,0,Gratuit,Gratuit
Coup de Mort,Death Helper,8,18,0.44,44%,10.0,4.44,80,1,10.0,4.44
Amulette Omnisciente,Omnipresent Amulet,6,18,0.33,33%,11.0,3.67,66,0,Gratuit,Gratuit
Lame Affutée,Sharp Blade,9,18,0.5,50%,7.0,3.5,63,3,2.33,1.17
Faux,Scythe,18,18,1.0,100%,3.0,3.0,54,3,1.0,1.0
Esprit omniprésent,Omnipresent Spirit,3,18,0.17,17%,18.0,3.0,54,2,9.0,1.5
Sabre Versatile,Versatil Saber,4,18,0.22,22%,11.0,2.44,44,1,11.0,2.44
Instinct Sanguinaire,Bloody Instinct,2,18,0.11,11%,15.0,1.67,30,2,7.5,0.83
Danse Macabre,Dance of Death,3,18,0.17,17%,8.0,1.33,24,1,8.0,1.33
Force Divine,Divine Impetu,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Être de Lumière,Being of Light,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,18,0.06,6%,17.0,0.94,17,2,8.5,0.47
Soif de Sang,Thirsty Dagger,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Chasseur d'Âmes,Soul Hunter,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Elan de Fureur,Rampage Momentum,1,18,0.06,6%,15.0,0.83,15,2,7.5,0.41
Le Croque-mort,The Undertaker,1,18,0.06,6%,14.0,0.78,14,1,14.0,0.78
Armure d'Immortel,Immortal Breastplate,1,18,0.06,6%,14.0,0.78,14,1,14.0,0.78
Désintégrateur Magnétique,Magnetic Disintegrator,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,1,18,0.06,6%,10.0,0.56,10,1,10.0,0.56
Épé Sainte,Holy Sword,1,18,0.06,6%,10.0,0.56,10,0,Gratuit,Gratuit
