,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Le Traqueur,The Stalker,28,29,0.97,97%,18.0,17.38,504,3,6.0,5.79
Totem du Gardien,Guardian Totem,29,29,1.0,100%,16.86,16.86,489,3,5.62,5.62
Aveuglement,Incapacitor,28,29,0.97,97%,17.25,16.66,483,3,5.75,5.55
Esprit de l'Écuyer,Spirit of the Squire,28,29,0.97,97%,16.5,15.93,462,3,5.5,5.31
Le Visionnaire,The Visionary,20,29,0.69,69%,18.0,12.41,360,2,9.0,6.21
Armure d'Obsidienne,Obsidian Battle Plate,17,29,0.59,59%,20.0,11.72,340,2,10.0,5.86
Vision Céleste,Heavenly Vision,14,29,0.48,48%,22.0,10.62,308,2,11.0,5.31
Œil de Lynx,Hawk's Eye,28,29,0.97,97%,8.0,7.72,224,0,Gratuit,Gratuit
Coup de Mort,Death Helper,20,29,0.69,69%,10.0,6.9,200,1,10.0,6.9
Sabre Versatile,Versatil Saber,18,29,0.62,62%,11.0,6.83,198,1,11.0,6.83
Amulette Omnisciente,Omnipresent Amulet,17,29,0.59,59%,11.0,6.45,187,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,7,29,0.24,24%,20.0,4.83,140,2,10.0,2.42
Instinct Sanguinaire,Bloody Instinct,8,29,0.28,28%,15.0,4.14,120,2,7.5,2.07
Lame Affutée,Sharp Blade,19,29,0.66,66%,5.05,3.31,96,3,1.68,1.1
Bâton de Conquête,Conquering Staff,4,29,0.14,14%,24.0,3.31,96,2,12.0,1.66
Marteleur précis,Precise Hammer,5,29,0.17,17%,18.0,3.1,90,1,18.0,3.1
Esprit omniprésent,Omnipresent Spirit,5,29,0.17,17%,18.0,3.1,90,2,9.0,1.55
Bâton du Conquérant,Staff of Conquered Worlds,8,29,0.28,28%,11.0,3.03,88,0,Gratuit,Gratuit
Force Divine,Divine Impetu,6,29,0.21,21%,11.0,2.28,66,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,3,29,0.1,10%,15.0,1.55,45,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,3,29,0.1,10%,14.0,1.45,42,1,14.0,1.45
Assistance Divine,Sacred Help,2,29,0.07,7%,20.0,1.38,40,2,10.0,0.69
Faux,Scythe,27,29,0.93,93%,1.26,1.17,34,3,0.42,0.39
Masse de Siège,Siege Mace,2,29,0.07,7%,16.0,1.1,32,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,2,29,0.07,7%,15.0,1.03,30,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,2,29,0.07,7%,15.0,1.03,30,1,15.0,1.03
Épées Jumelles,Twin Swords,2,29,0.07,7%,10.0,0.69,20,1,10.0,0.69
Elan de Fureur,Rampage Momentum,1,29,0.03,3%,15.0,0.52,15,2,7.5,0.26
Destruction Royale,Royal Destroyer,1,29,0.03,3%,11.0,0.38,11,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,1,29,0.03,3%,11.0,0.38,11,0,Gratuit,Gratuit
Danse Macabre,Dance of Death,1,29,0.03,3%,8.0,0.28,8,1,8.0,0.28
Lance Doublée,Dual Spear,1,29,0.03,3%,8.0,0.28,8,0,Gratuit,Gratuit
