,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de l'Écuyer,Spirit of the Squire,25,25,1.0,100%,15.84,15.84,396,3,5.28,5.28,3.96,3.96
Totem du Gardien,Guardian Totem,20,25,0.8,80%,17.25,13.8,345,3,5.75,4.6,4.31,3.45
Totem Équivalent,Equivalent Totem,25,25,1.0,100%,12.68,12.68,317,2,6.34,6.34,4.23,4.23
Le Traqueur,The Stalker,15,25,0.6,60%,18.67,11.2,280,3,6.22,3.73,4.67,2.8
Aveuglement,Incapacitor,23,25,0.92,92%,11.87,10.92,273,3,3.96,3.64,2.97,2.73
Vision Céleste,Heavenly Vision,12,25,0.48,48%,22.0,10.56,264,2,11.0,5.28,7.33,3.52
Œil de Lynx,Hawk's Eye,24,25,0.96,96%,9.33,8.96,224,0,Gratuit,Gratuit,9.33,8.96
Coup de Mort,Death Helper,17,25,0.68,68%,11.94,8.12,203,1,11.94,8.12,5.97,4.06
Armure d'Obsidienne,Obsidian Battle Plate,9,25,0.36,36%,20.0,7.2,180,2,10.0,3.6,6.67,2.4
Amulette Omnisciente,Omnipresent Amulet,13,25,0.52,52%,13.46,7.0,175,0,Gratuit,Gratuit,13.46,7.0
Le Visionnaire,The Visionary,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88,6.0,1.92
Bâton de Conquête,Conquering Staff,5,25,0.2,20%,24.0,4.8,120,2,12.0,2.4,8.0,1.6
Sabre Versatile,Versatil Saber,9,25,0.36,36%,11.0,3.96,99,1,11.0,3.96,5.5,1.98
Assistance Divine,Sacred Help,4,25,0.16,16%,20.0,3.2,80,2,10.0,1.6,6.67,1.07
Force Divine,Divine Impetu,6,25,0.24,24%,13.0,3.12,78,0,Gratuit,Gratuit,13.0,3.12
Lame Affutée,Sharp Blade,13,25,0.52,52%,5.77,3.0,75,3,1.92,1.0,1.44,0.75
Esprit omniprésent,Omnipresent Spirit,4,25,0.16,16%,18.0,2.88,72,2,9.0,1.44,6.0,0.96
Être de Lumière,Being of Light,4,25,0.16,16%,18.0,2.88,72,1,18.0,2.88,9.0,1.44
Le Marionnettiste,The Puppeteer,3,25,0.12,12%,20.0,2.4,60,2,10.0,1.2,6.67,0.8
Soif de Sang,Thirsty Dagger,3,25,0.12,12%,15.0,1.8,45,0,Gratuit,Gratuit,15.0,1.8
Armure d'Immortel,Immortal Breastplate,3,25,0.12,12%,14.67,1.76,44,1,14.67,1.76,7.33,0.88
Bâton du Conquérant,Staff of Conquered Worlds,4,25,0.16,16%,11.0,1.76,44,0,Gratuit,Gratuit,11.0,1.76
Marteau Collecteur,Collecting Hammer,6,25,0.24,24%,6.33,1.52,38,2,3.17,0.76,2.11,0.51
Épée Obscure,Swords of Darkness,2,25,0.08,8%,17.0,1.36,34,1,17.0,1.36,8.5,0.68
Masse de Siège,Siege Mace,2,25,0.08,8%,16.0,1.28,32,0,Gratuit,Gratuit,16.0,1.28
Hache Frénétique,Berseker Ax,2,25,0.08,8%,14.0,1.12,28,2,7.0,0.56,4.67,0.37
Faux,Scythe,19,25,0.76,76%,1.42,1.08,27,3,0.47,0.36,0.35,0.27
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,25,0.04,4%,17.0,0.68,17,2,8.5,0.34,5.67,0.23
Désintégrateur Magnétique,Magnetic Disintegrator,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit,11.0,0.44
Danse Macabre,Dance of Death,1,25,0.04,4%,8.0,0.32,8,1,8.0,0.32,4.0,0.16
