,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem du Gardien,Guardian Totem,166,216,0.77,77%,17.79,13.67,2953,3,5.93,4.56,4.45,3.42
Esprit de l'Écuyer,Spirit of the Squire,206,216,0.95,95%,13.91,13.26,2865,3,4.64,4.42,3.48,3.31
Aveuglement,Incapacitor,212,216,0.98,98%,13.0,12.76,2757,3,4.33,4.25,3.25,3.19
Totem Équivalent,Equivalent Totem,216,216,1.0,100%,12.74,12.74,2751,2,6.37,6.37,4.25,4.25
Le Traqueur,The Stalker,142,216,0.66,66%,18.17,11.94,2580,3,6.06,3.98,4.54,2.98
Vision Céleste,Heavenly Vision,106,216,0.49,49%,22.0,10.8,2332,2,11.0,5.4,7.33,3.6
Œil de Lynx,Hawk's Eye,213,216,0.99,99%,9.25,9.12,1970,0,Gratuit,Gratuit,9.25,9.12
Bâton de Conquête,Conquering Staff,80,216,0.37,37%,24.0,8.89,1920,2,12.0,4.45,8.0,2.96
Armure d'Obsidienne,Obsidian Battle Plate,92,216,0.43,43%,20.0,8.52,1840,2,10.0,4.26,6.67,2.84
Le Visionnaire,The Visionary,86,216,0.4,40%,18.0,7.17,1548,2,9.0,3.58,6.0,2.39
Coup de Mort,Death Helper,124,216,0.57,57%,11.89,6.82,1474,1,11.89,6.82,5.95,3.41
Amulette Omnisciente,Omnipresent Amulet,85,216,0.39,39%,13.49,5.31,1147,0,Gratuit,Gratuit,13.49,5.31
Esprit omniprésent,Omnipresent Spirit,56,216,0.26,26%,18.0,4.67,1008,2,9.0,2.33,6.0,1.56
Marteau Collecteur,Collecting Hammer,74,216,0.34,34%,11.57,3.96,856,2,5.79,1.98,3.86,1.32
Assistance Divine,Sacred Help,38,216,0.18,18%,20.0,3.52,760,2,10.0,1.76,6.67,1.17
Sabre Versatile,Versatil Saber,68,216,0.31,31%,11.0,3.46,748,1,11.0,3.46,5.5,1.73
Le Marionnettiste,The Puppeteer,34,216,0.16,16%,20.0,3.15,680,2,10.0,1.57,6.67,1.05
Bâton du Conquérant,Staff of Conquered Worlds,58,216,0.27,27%,11.0,2.95,638,0,Gratuit,Gratuit,11.0,2.95
Lame Affutée,Sharp Blade,125,216,0.58,58%,4.85,2.81,606,3,1.62,0.94,1.21,0.7
Armure d'Immortel,Immortal Breastplate,32,216,0.15,15%,15.06,2.23,482,1,15.06,2.23,7.53,1.11
Force Divine,Divine Impetu,30,216,0.14,14%,13.53,1.88,406,0,Gratuit,Gratuit,13.53,1.88
Être de Lumière,Being of Light,19,216,0.09,9%,18.0,1.58,342,1,18.0,1.58,9.0,0.79
Masse de Siège,Siege Mace,20,216,0.09,9%,16.0,1.48,320,0,Gratuit,Gratuit,16.0,1.48
Faux,Scythe,185,216,0.86,86%,1.49,1.27,275,3,0.5,0.42,0.37,0.32
Soif de Sang,Thirsty Dagger,14,216,0.06,6%,15.0,0.97,210,0,Gratuit,Gratuit,15.0,0.97
Épée Obscure,Swords of Darkness,8,216,0.04,4%,17.0,0.63,136,1,17.0,0.63,8.5,0.32
Marteleur précis,Precise Hammer,7,216,0.03,3%,18.0,0.58,126,1,18.0,0.58,9.0,0.29
Hache Frénétique,Berseker Ax,6,216,0.03,3%,14.0,0.39,84,2,7.0,0.2,4.67,0.13
Désintégrateur Magnétique,Magnetic Disintegrator,7,216,0.03,3%,11.0,0.36,77,0,Gratuit,Gratuit,11.0,0.36
Danse Macabre,Dance of Death,8,216,0.04,4%,8.0,0.3,64,1,8.0,0.3,4.0,0.15
Chasseur d'Âmes,Soul Hunter,3,216,0.01,1%,18.33,0.25,55,1,18.33,0.25,9.16,0.12
Elan de Fureur,Rampage Momentum,3,216,0.01,1%,15.0,0.21,45,2,7.5,0.1,5.0,0.07
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,216,0.0,0%,17.0,0.08,17,2,8.5,0.04,5.67,0.03
Enchaînement Éclair,Unstoppable Lightning,1,216,0.0,0%,18.0,0.08,18,1,18.0,0.08,9.0,0.04
Épé Sainte,Holy Sword,1,216,0.0,0%,10.0,0.05,10,0,Gratuit,Gratuit,10.0,0.05
