,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,12,12,1.0,100%,12.33,12.33,148,2,6.17,6.17,4.11,4.11
Totem du Gardien,Guardian Totem,7,12,0.58,58%,15.86,9.25,111,3,5.29,3.08,3.96,2.31
Esprit de l'Écuyer,Spirit of the Squire,12,12,1.0,100%,9.0,9.0,108,3,3.0,3.0,2.25,2.25
Le Traqueur,The Stalker,6,12,0.5,50%,17.33,8.67,104,3,5.78,2.89,4.33,2.17
Œil de Lynx,Hawk's Eye,11,12,0.92,92%,9.27,8.5,102,0,Gratuit,Gratuit,9.27,8.5
Aveuglement,Incapacitor,11,12,0.92,92%,9.27,8.5,102,3,3.09,2.83,2.32,2.12
Assistance Divine,Sacred Help,3,12,0.25,25%,20.0,5.0,60,2,10.0,2.5,6.67,1.67
Coup de Mort,Death Helper,5,12,0.42,42%,11.8,4.92,59,1,11.8,4.92,5.9,2.46
Bâton de Conquête,Conquering Staff,2,12,0.17,17%,24.0,4.0,48,2,12.0,2.0,8.0,1.33
Vision Céleste,Heavenly Vision,2,12,0.17,17%,22.0,3.67,44,2,11.0,1.83,7.33,1.22
Le Marionnettiste,The Puppeteer,2,12,0.17,17%,20.0,3.33,40,2,10.0,1.67,6.67,1.11
Armure d'Obsidienne,Obsidian Battle Plate,2,12,0.17,17%,20.0,3.33,40,2,10.0,1.67,6.67,1.11
Lame Affutée,Sharp Blade,6,12,0.5,50%,6.5,3.25,39,3,2.17,1.08,1.62,0.81
Esprit omniprésent,Omnipresent Spirit,2,12,0.17,17%,18.0,3.0,36,2,9.0,1.5,6.0,1.0
Le Visionnaire,The Visionary,2,12,0.17,17%,18.0,3.0,36,2,9.0,1.5,6.0,1.0
Amulette Omnisciente,Omnipresent Amulet,2,12,0.17,17%,15.0,2.5,30,0,Gratuit,Gratuit,15.0,2.5
Sabre Versatile,Versatil Saber,2,12,0.17,17%,11.0,1.83,22,1,11.0,1.83,5.5,0.92
Marteau Collecteur,Collecting Hammer,2,12,0.17,17%,10.5,1.75,21,2,5.25,0.88,3.5,0.58
Être de Lumière,Being of Light,1,12,0.08,8%,18.0,1.5,18,1,18.0,1.5,9.0,0.75
Épée Obscure,Swords of Darkness,1,12,0.08,8%,17.0,1.42,17,1,17.0,1.42,8.5,0.71
Faux,Scythe,10,12,0.83,83%,1.6,1.33,16,3,0.53,0.44,0.4,0.33
Masse de Siège,Siege Mace,1,12,0.08,8%,16.0,1.33,16,0,Gratuit,Gratuit,16.0,1.33
Armure d'Immortel,Immortal Breastplate,1,12,0.08,8%,14.0,1.17,14,1,14.0,1.17,7.0,0.58
Bâton du Conquérant,Staff of Conquered Worlds,1,12,0.08,8%,11.0,0.92,11,0,Gratuit,Gratuit,11.0,0.92
Danse Macabre,Dance of Death,1,12,0.08,8%,8.0,0.67,8,1,8.0,0.67,4.0,0.34
