,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de l'Écuyer,Spirit of the Squire,2,2,1.0,100%,28.5,28.5,57,3,9.5,9.5,7.12,7.12
Totem du Gardien,Guardian Totem,2,2,1.0,100%,25.5,25.5,51,3,8.5,8.5,6.38,6.38
Bâton de Conquête,Conquering Staff,2,2,1.0,100%,24.0,24.0,48,2,12.0,12.0,8.0,8.0
Le Traqueur,The Stalker,2,2,1.0,100%,20.0,20.0,40,3,6.67,6.67,5.0,5.0
Aveuglement,Incapacitor,2,2,1.0,100%,19.5,19.5,39,3,6.5,6.5,4.88,4.88
Le Visionnaire,The Visionary,2,2,1.0,100%,18.0,18.0,36,2,9.0,9.0,6.0,6.0
Masse de Siège,Siege Mace,2,2,1.0,100%,16.0,16.0,32,0,Gratuit,Gratuit,16.0,16.0
Amulette Omnisciente,Omnipresent Amulet,2,2,1.0,100%,15.0,15.0,30,0,Gratuit,Gratuit,15.0,15.0
Totem Équivalent,Equivalent Totem,2,2,1.0,100%,14.0,14.0,28,2,7.0,7.0,4.67,4.67
Coup de Mort,Death Helper,2,2,1.0,100%,13.0,13.0,26,1,13.0,13.0,6.5,6.5
Vision Céleste,Heavenly Vision,1,2,0.5,50%,22.0,11.0,22,2,11.0,5.5,7.33,3.67
Assistance Divine,Sacred Help,1,2,0.5,50%,20.0,10.0,20,2,10.0,5.0,6.67,3.33
Œil de Lynx,Hawk's Eye,2,2,1.0,100%,10.0,10.0,20,0,Gratuit,Gratuit,10.0,10.0
Armure d'Obsidienne,Obsidian Battle Plate,1,2,0.5,50%,20.0,10.0,20,2,10.0,5.0,6.67,3.33
Esprit omniprésent,Omnipresent Spirit,1,2,0.5,50%,18.0,9.0,18,2,9.0,4.5,6.0,3.0
Armure d'Immortel,Immortal Breastplate,1,2,0.5,50%,16.0,8.0,16,1,16.0,8.0,8.0,4.0
Force Divine,Divine Impetu,1,2,0.5,50%,15.0,7.5,15,0,Gratuit,Gratuit,15.0,7.5
Sabre Versatile,Versatil Saber,1,2,0.5,50%,11.0,5.5,11,1,11.0,5.5,5.5,2.75
Marteau Collecteur,Collecting Hammer,1,2,0.5,50%,7.0,3.5,7,2,3.5,1.75,2.33,1.17
Faux,Scythe,2,2,1.0,100%,2.5,2.5,5,3,0.83,0.83,0.62,0.62
Lame Affutée,Sharp Blade,1,2,0.5,50%,3.0,1.5,3,3,1.0,0.5,0.75,0.38
