,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,18,18,1.0,100%,18.83,18.83,339,3,6.28,6.28,4.71,4.71
Totem Équivalent,Equivalent Totem,18,18,1.0,100%,15.5,15.5,279,2,7.75,7.75,5.17,5.17
Assistance Divine,Sacred Help,11,18,0.61,61%,20.0,12.22,220,2,10.0,6.11,6.67,4.07
Aveuglement,Incapacitor,18,18,1.0,100%,11.67,11.67,210,3,3.89,3.89,2.92,2.92
Faux,Scythe,18,18,1.0,100%,11.33,11.33,204,3,3.78,3.78,2.83,2.83
Chasseur de Bêtes,Beast Hunter,11,18,0.61,61%,18.0,11.0,198,2,9.0,5.5,6.0,3.67
Pillard Féroce,Savage Looter,9,18,0.5,50%,20.0,10.0,180,1,20.0,10.0,10.0,5.0
Esprit de l'Écuyer,Spirit of the Squire,18,18,1.0,100%,9.83,9.83,177,3,3.28,3.28,2.46,2.46
Décharge Élémentaire,Elemental Discharge,9,18,0.5,50%,18.0,9.0,162,1,18.0,9.0,9.0,4.5
Tombeau Rocheux,Rock Tomb,16,18,0.89,89%,10.0,8.89,160,1,10.0,8.89,5.0,4.45
Lame Affutée,Sharp Blade,15,18,0.83,83%,10.0,8.33,150,3,3.33,2.78,2.5,2.08
Bâton de Conquête,Conquering Staff,6,18,0.33,33%,24.0,8.0,144,2,12.0,4.0,8.0,2.67
Mental d'Acier,Steel Aura,8,18,0.44,44%,18.0,8.0,144,2,9.0,4.0,6.0,2.67
Esprit Sauvage,Wild Spirit,14,18,0.78,78%,10.0,7.78,140,0,Gratuit,Gratuit,10.0,7.78
Armure d'Obsidienne,Obsidian Battle Plate,7,18,0.39,39%,20.0,7.78,140,2,10.0,3.89,6.67,2.59
Marteau Collecteur,Collecting Hammer,13,18,0.72,72%,10.0,7.22,130,2,5.0,3.61,3.33,2.41
Économe Sagesse du Trésorier,Treasurer's Wisdom,6,18,0.33,33%,17.0,5.67,102,2,8.5,2.83,5.67,1.89
Œil de Lynx,Hawk's Eye,11,18,0.61,61%,9.09,5.56,100,0,Gratuit,Gratuit,9.09,5.56
Soif de Sang,Thirsty Dagger,6,18,0.33,33%,15.0,5.0,90,0,Gratuit,Gratuit,15.0,5.0
Hache Frénétique,Berseker Ax,6,18,0.33,33%,14.0,4.67,84,2,7.0,2.33,4.67,1.56
Coup de Mort,Death Helper,7,18,0.39,39%,10.86,4.22,76,1,10.86,4.22,5.43,2.11
Ascension Divine,Divine Ascent,3,18,0.17,17%,25.0,4.17,75,3,8.33,1.39,6.25,1.04
Épée Obscure,Swords of Darkness,4,18,0.22,22%,17.0,3.78,68,1,17.0,3.78,8.5,1.89
Sabre Versatile,Versatil Saber,6,18,0.33,33%,11.0,3.67,66,1,11.0,3.67,5.5,1.83
Armure d'Immortel,Immortal Breastplate,4,18,0.22,22%,15.0,3.33,60,1,15.0,3.33,7.5,1.67
Esprit omniprésent,Omnipresent Spirit,3,18,0.17,17%,18.0,3.0,54,2,9.0,1.5,6.0,1.0
Force Divine,Divine Impetu,4,18,0.22,22%,13.0,2.89,52,0,Gratuit,Gratuit,13.0,2.89
Elan de Fureur,Rampage Momentum,3,18,0.17,17%,15.0,2.5,45,2,7.5,1.25,5.0,0.83
Danse Macabre,Dance of Death,5,18,0.28,28%,8.0,2.22,40,1,8.0,2.22,4.0,1.11
Marteleur précis,Precise Hammer,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0,9.0,1.0
Être de Lumière,Being of Light,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0,9.0,1.0
Enchaînement Éclair,Unstoppable Lightning,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0,9.0,1.0
Totem du Gardien,Guardian Totem,13,18,0.72,72%,2.46,1.78,32,3,0.82,0.59,0.61,0.45
Chasseur d'Âmes,Soul Hunter,2,18,0.11,11%,15.0,1.67,30,1,15.0,1.67,7.5,0.83
Amulette Omnisciente,Omnipresent Amulet,2,18,0.11,11%,13.0,1.44,26,0,Gratuit,Gratuit,13.0,1.44
Faux Assoiffées,Thirsty Scythes,1,18,0.06,6%,25.0,1.39,25,3,8.33,0.46,6.25,0.35
Explosion Arcanique,Arcane Explosive,2,18,0.11,11%,12.0,1.33,24,1,12.0,1.33,6.0,0.67
Bâton du Conquérant,Staff of Conquered Worlds,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit,11.0,1.22
Désintégrateur Magnétique,Magnetic Disintegrator,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit,11.0,1.22
Épé Sainte,Holy Sword,2,18,0.11,11%,10.0,1.11,20,0,Gratuit,Gratuit,10.0,1.11
Le Marionnettiste,The Puppeteer,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56,6.67,0.37
Adrénaline Arcanique,Arcane Adrenaline,1,18,0.06,6%,16.0,0.89,16,1,16.0,0.89,8.0,0.45
Masse Colossale,Colossal Mace,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit,11.0,0.61
