,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,22,22,1.0,100%,15.64,15.64,344,3,5.21,5.21,3.91,3.91
Totem Équivalent,Equivalent Totem,22,22,1.0,100%,14.5,14.5,319,2,7.25,7.25,4.83,4.83
Assistance Divine,Sacred Help,15,22,0.68,68%,20.0,13.64,300,2,10.0,6.82,6.67,4.55
Aveuglement,Incapacitor,22,22,1.0,100%,11.18,11.18,246,3,3.73,3.73,2.79,2.79
Esprit de l'Écuyer,Spirit of the Squire,19,22,0.86,86%,11.84,10.23,225,3,3.95,3.41,2.96,2.56
Armure d'Obsidienne,Obsidian Battle Plate,11,22,0.5,50%,20.0,10.0,220,2,10.0,5.0,6.67,3.33
Faux,Scythe,22,22,1.0,100%,8.95,8.95,197,3,2.98,2.98,2.24,2.24
Lame Affutée,Sharp Blade,19,22,0.86,86%,9.63,8.32,183,3,3.21,2.77,2.41,2.08
Décharge Élémentaire,Elemental Discharge,10,22,0.45,45%,18.0,8.18,180,1,18.0,8.18,9.0,4.09
Chasseur de Bêtes,Beast Hunter,10,22,0.45,45%,18.0,8.18,180,2,9.0,4.09,6.0,2.73
Tombeau Rocheux,Rock Tomb,17,22,0.77,77%,10.0,7.73,170,1,10.0,7.73,5.0,3.87
Marteau Collecteur,Collecting Hammer,9,22,0.41,41%,16.44,6.73,148,2,8.22,3.37,5.48,2.24
Bâton de Conquête,Conquering Staff,6,22,0.27,27%,24.0,6.55,144,2,12.0,3.27,8.0,2.18
Esprit Sauvage,Wild Spirit,14,22,0.64,64%,10.0,6.36,140,0,Gratuit,Gratuit,10.0,6.36
Pillard Féroce,Savage Looter,7,22,0.32,32%,20.0,6.36,140,1,20.0,6.36,10.0,3.18
Œil de Lynx,Hawk's Eye,14,22,0.64,64%,9.43,6.0,132,0,Gratuit,Gratuit,9.43,6.0
Coup de Mort,Death Helper,9,22,0.41,41%,11.67,4.77,105,1,11.67,4.77,5.83,2.38
Sabre Versatile,Versatil Saber,9,22,0.41,41%,11.0,4.5,99,1,11.0,4.5,5.5,2.25
Armure d'Immortel,Immortal Breastplate,5,22,0.23,23%,15.6,3.55,78,1,15.6,3.55,7.8,1.77
Mental d'Acier,Steel Aura,4,22,0.18,18%,18.0,3.27,72,2,9.0,1.64,6.0,1.09
Marteleur précis,Precise Hammer,4,22,0.18,18%,18.0,3.27,72,1,18.0,3.27,9.0,1.64
Force Divine,Divine Impetu,5,22,0.23,23%,14.2,3.23,71,0,Gratuit,Gratuit,14.2,3.23
Danse Macabre,Dance of Death,8,22,0.36,36%,8.0,2.91,64,1,8.0,2.91,4.0,1.46
Totem du Gardien,Guardian Totem,17,22,0.77,77%,3.59,2.77,61,3,1.2,0.92,0.9,0.69
Chasseur d'Âmes,Soul Hunter,3,22,0.14,14%,18.33,2.5,55,1,18.33,2.5,9.16,1.25
Esprit omniprésent,Omnipresent Spirit,3,22,0.14,14%,18.0,2.45,54,2,9.0,1.23,6.0,0.82
Être de Lumière,Being of Light,3,22,0.14,14%,18.0,2.45,54,1,18.0,2.45,9.0,1.23
Économe Sagesse du Trésorier,Treasurer's Wisdom,3,22,0.14,14%,17.0,2.32,51,2,8.5,1.16,5.67,0.77
Soif de Sang,Thirsty Dagger,3,22,0.14,14%,15.0,2.05,45,0,Gratuit,Gratuit,15.0,2.05
Elan de Fureur,Rampage Momentum,3,22,0.14,14%,15.0,2.05,45,2,7.5,1.02,5.0,0.68
Bâton du Conquérant,Staff of Conquered Worlds,4,22,0.18,18%,11.0,2.0,44,0,Gratuit,Gratuit,11.0,2.0
Désintégrateur Magnétique,Magnetic Disintegrator,4,22,0.18,18%,11.0,2.0,44,0,Gratuit,Gratuit,11.0,2.0
Hache Frénétique,Berseker Ax,3,22,0.14,14%,14.0,1.91,42,2,7.0,0.95,4.67,0.64
Amulette Omnisciente,Omnipresent Amulet,3,22,0.14,14%,13.67,1.86,41,0,Gratuit,Gratuit,13.67,1.86
Le Marionnettiste,The Puppeteer,2,22,0.09,9%,20.0,1.82,40,2,10.0,0.91,6.67,0.61
Aura Légendaire,Legend Aura,1,22,0.05,5%,40.0,1.82,40,3,13.33,0.61,10.0,0.46
Masse de Siège,Siege Mace,2,22,0.09,9%,16.0,1.45,32,0,Gratuit,Gratuit,16.0,1.45
Épé Sainte,Holy Sword,3,22,0.14,14%,10.0,1.36,30,0,Gratuit,Gratuit,10.0,1.36
Ascension Divine,Divine Ascent,1,22,0.05,5%,25.0,1.14,25,3,8.33,0.38,6.25,0.28
Le Traqueur,The Stalker,1,22,0.05,5%,20.0,0.91,20,3,6.67,0.3,5.0,0.23
Enchaînement Éclair,Unstoppable Lightning,1,22,0.05,5%,18.0,0.82,18,1,18.0,0.82,9.0,0.41
Adrénaline Arcanique,Arcane Adrenaline,1,22,0.05,5%,16.0,0.73,16,1,16.0,0.73,8.0,0.36
Explosion Arcanique,Arcane Explosive,1,22,0.05,5%,12.0,0.55,12,1,12.0,0.55,6.0,0.28
