,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,25,25,1.0,100%,15.16,15.16,379,3,5.05,5.05,3.79,3.79
Totem Équivalent,Equivalent Totem,25,25,1.0,100%,14.8,14.8,370,2,7.4,7.4,4.93,4.93
Assistance Divine,Sacred Help,16,25,0.64,64%,20.0,12.8,320,2,10.0,6.4,6.67,4.27
Esprit de l'Écuyer,Spirit of the Squire,25,25,1.0,100%,11.16,11.16,279,3,3.72,3.72,2.79,2.79
Aveuglement,Incapacitor,25,25,1.0,100%,10.92,10.92,273,3,3.64,3.64,2.73,2.73
Armure d'Obsidienne,Obsidian Battle Plate,13,25,0.52,52%,20.0,10.4,260,2,10.0,5.2,6.67,3.47
Tombeau Rocheux,Rock Tomb,22,25,0.88,88%,10.0,8.8,220,1,10.0,8.8,5.0,4.4
Faux,Scythe,25,25,1.0,100%,8.68,8.68,217,3,2.89,2.89,2.17,2.17
Être de Lumière,Being of Light,11,25,0.44,44%,18.0,7.92,198,1,18.0,7.92,9.0,3.96
Coup de Mort,Death Helper,15,25,0.6,60%,12.2,7.32,183,1,12.2,7.32,6.1,3.66
Pillard Féroce,Savage Looter,9,25,0.36,36%,20.0,7.2,180,1,20.0,7.2,10.0,3.6
Décharge Élémentaire,Elemental Discharge,8,25,0.32,32%,18.0,5.76,144,1,18.0,5.76,9.0,2.88
Chasseur de Bêtes,Beast Hunter,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88,6.0,1.92
Esprit Sauvage,Wild Spirit,14,25,0.56,56%,10.0,5.6,140,0,Gratuit,Gratuit,10.0,5.6
Œil de Lynx,Hawk's Eye,15,25,0.6,60%,9.2,5.52,138,0,Gratuit,Gratuit,9.2,5.52
Lame Affutée,Sharp Blade,21,25,0.84,84%,6.29,5.28,132,3,2.1,1.76,1.57,1.32
Bâton de Conquête,Conquering Staff,5,25,0.2,20%,24.0,4.8,120,2,12.0,2.4,8.0,1.6
Mental d'Acier,Steel Aura,5,25,0.2,20%,18.0,3.6,90,2,9.0,1.8,6.0,1.2
Sabre Versatile,Versatil Saber,8,25,0.32,32%,11.0,3.52,88,1,11.0,3.52,5.5,1.76
Hache Frénétique,Berseker Ax,6,25,0.24,24%,14.0,3.36,84,2,7.0,1.68,4.67,1.12
Totem du Gardien,Guardian Totem,20,25,0.8,80%,4.2,3.36,84,3,1.4,1.12,1.05,0.84
Le Marionnettiste,The Puppeteer,4,25,0.16,16%,20.0,3.2,80,2,10.0,1.6,6.67,1.07
Esprit omniprésent,Omnipresent Spirit,4,25,0.16,16%,18.0,2.88,72,2,9.0,1.44,6.0,0.96
Amulette Omnisciente,Omnipresent Amulet,5,25,0.2,20%,13.4,2.68,67,0,Gratuit,Gratuit,13.4,2.68
Chasseur d'Âmes,Soul Hunter,3,25,0.12,12%,18.33,2.2,55,1,18.33,2.2,9.16,1.1
Marteau Collecteur,Collecting Hammer,5,25,0.2,20%,9.8,1.96,49,2,4.9,0.98,3.27,0.65
Soif de Sang,Thirsty Dagger,3,25,0.12,12%,15.0,1.8,45,0,Gratuit,Gratuit,15.0,1.8
Armure d'Immortel,Immortal Breastplate,3,25,0.12,12%,14.67,1.76,44,1,14.67,1.76,7.33,0.88
Désintégrateur Magnétique,Magnetic Disintegrator,3,25,0.12,12%,11.0,1.32,33,0,Gratuit,Gratuit,11.0,1.32
Elan de Fureur,Rampage Momentum,2,25,0.08,8%,15.0,1.2,30,2,7.5,0.6,5.0,0.4
Épé Sainte,Holy Sword,3,25,0.12,12%,10.0,1.2,30,0,Gratuit,Gratuit,10.0,1.2
Force Divine,Divine Impetu,2,25,0.08,8%,15.0,1.2,30,0,Gratuit,Gratuit,15.0,1.2
Ascension Divine,Divine Ascent,1,25,0.04,4%,25.0,1.0,25,3,8.33,0.33,6.25,0.25
Bâton du Conquérant,Staff of Conquered Worlds,2,25,0.08,8%,11.0,0.88,22,0,Gratuit,Gratuit,11.0,0.88
Marteleur précis,Precise Hammer,1,25,0.04,4%,18.0,0.72,18,1,18.0,0.72,9.0,0.36
Enchaînement Éclair,Unstoppable Lightning,1,25,0.04,4%,18.0,0.72,18,1,18.0,0.72,9.0,0.36
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,25,0.04,4%,17.0,0.68,17,2,8.5,0.34,5.67,0.23
Épée Obscure,Swords of Darkness,1,25,0.04,4%,17.0,0.68,17,1,17.0,0.68,8.5,0.34
Esprit Guerrier,Spirit of the Warrior,1,25,0.04,4%,16.0,0.64,16,1,16.0,0.64,8.0,0.32
Danse Macabre,Dance of Death,2,25,0.08,8%,8.0,0.64,16,1,8.0,0.64,4.0,0.32
