,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,25,25,1.0,100%,15.92,15.92,398,3,5.31,5.31,3.98,3.98
Assistance Divine,Sacred Help,19,25,0.76,76%,20.0,15.2,380,2,10.0,7.6,6.67,5.07
Totem Équivalent,Equivalent Totem,25,25,1.0,100%,14.08,14.08,352,2,7.04,7.04,4.69,4.69
Mental d'Acier,Steel Aura,16,25,0.64,64%,18.0,11.52,288,2,9.0,5.76,6.0,3.84
Aveuglement,Incapacitor,25,25,1.0,100%,11.4,11.4,285,3,3.8,3.8,2.85,2.85
Chasseur de Bêtes,Beast Hunter,15,25,0.6,60%,18.0,10.8,270,2,9.0,5.4,6.0,3.6
Pillard Féroce,Savage Looter,12,25,0.48,48%,20.0,9.6,240,1,20.0,9.6,10.0,4.8
Tombeau Rocheux,Rock Tomb,24,25,0.96,96%,10.0,9.6,240,1,10.0,9.6,5.0,4.8
Être de Lumière,Being of Light,13,25,0.52,52%,18.0,9.36,234,1,18.0,9.36,9.0,4.68
Esprit de l'Écuyer,Spirit of the Squire,24,25,0.96,96%,9.5,9.12,228,3,3.17,3.04,2.38,2.28
Faux,Scythe,25,25,1.0,100%,8.92,8.92,223,3,2.97,2.97,2.23,2.23
Lame Affutée,Sharp Blade,21,25,0.84,84%,9.71,8.16,204,3,3.24,2.72,2.43,2.04
Armure d'Obsidienne,Obsidian Battle Plate,10,25,0.4,40%,20.0,8.0,200,2,10.0,4.0,6.67,2.67
Bâton de Conquête,Conquering Staff,7,25,0.28,28%,24.0,6.72,168,2,12.0,3.36,8.0,2.24
Décharge Élémentaire,Elemental Discharge,9,25,0.36,36%,18.0,6.48,162,1,18.0,6.48,9.0,3.24
Esprit Sauvage,Wild Spirit,15,25,0.6,60%,10.0,6.0,150,0,Gratuit,Gratuit,10.0,6.0
Le Marionnettiste,The Puppeteer,6,25,0.24,24%,20.0,4.8,120,2,10.0,2.4,6.67,1.6
Épée Obscure,Swords of Darkness,7,25,0.28,28%,17.0,4.76,119,1,17.0,4.76,8.5,2.38
Coup de Mort,Death Helper,9,25,0.36,36%,12.67,4.56,114,1,12.67,4.56,6.33,2.28
Marteau Collecteur,Collecting Hammer,8,25,0.32,32%,11.5,3.68,92,2,5.75,1.84,3.83,1.23
Sabre Versatile,Versatil Saber,8,25,0.32,32%,11.0,3.52,88,1,11.0,3.52,5.5,1.76
Hache Frénétique,Berseker Ax,6,25,0.24,24%,14.0,3.36,84,2,7.0,1.68,4.67,1.12
Totem du Gardien,Guardian Totem,20,25,0.8,80%,3.95,3.16,79,3,1.32,1.05,0.99,0.79
Bâton du Conquérant,Staff of Conquered Worlds,7,25,0.28,28%,11.0,3.08,77,0,Gratuit,Gratuit,11.0,3.08
Armure d'Immortel,Immortal Breastplate,5,25,0.2,20%,15.2,3.04,76,1,15.2,3.04,7.6,1.52
Esprit omniprésent,Omnipresent Spirit,4,25,0.16,16%,18.0,2.88,72,2,9.0,1.44,6.0,0.96
Danse Macabre,Dance of Death,9,25,0.36,36%,8.0,2.88,72,1,8.0,2.88,4.0,1.44
Œil de Lynx,Hawk's Eye,7,25,0.28,28%,9.14,2.56,64,0,Gratuit,Gratuit,9.14,2.56
Elan de Fureur,Rampage Momentum,4,25,0.16,16%,15.0,2.4,60,2,7.5,1.2,5.0,0.8
Force Divine,Divine Impetu,4,25,0.16,16%,12.0,1.92,48,0,Gratuit,Gratuit,12.0,1.92
Épé Sainte,Holy Sword,4,25,0.16,16%,10.0,1.6,40,0,Gratuit,Gratuit,10.0,1.6
Adrénaline Arcanique,Arcane Adrenaline,2,25,0.08,8%,16.0,1.28,32,1,16.0,1.28,8.0,0.64
Masse de Siège,Siege Mace,2,25,0.08,8%,16.0,1.28,32,0,Gratuit,Gratuit,16.0,1.28
Soif de Sang,Thirsty Dagger,2,25,0.08,8%,15.0,1.2,30,0,Gratuit,Gratuit,15.0,1.2
Ascension Divine,Divine Ascent,1,25,0.04,4%,25.0,1.0,25,3,8.33,0.33,6.25,0.25
Chasseur d'Âmes,Soul Hunter,1,25,0.04,4%,20.0,0.8,20,1,20.0,0.8,10.0,0.4
Enchaînement Éclair,Unstoppable Lightning,1,25,0.04,4%,18.0,0.72,18,1,18.0,0.72,9.0,0.36
Marteleur précis,Precise Hammer,1,25,0.04,4%,18.0,0.72,18,1,18.0,0.72,9.0,0.36
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,25,0.04,4%,17.0,0.68,17,2,8.5,0.34,5.67,0.23
Le Traqueur,The Stalker,1,25,0.04,4%,16.0,0.64,16,3,5.33,0.21,4.0,0.16
Amulette Omnisciente,Omnipresent Amulet,1,25,0.04,4%,15.0,0.6,15,0,Gratuit,Gratuit,15.0,0.6
Explosion Arcanique,Arcane Explosive,1,25,0.04,4%,12.0,0.48,12,1,12.0,0.48,6.0,0.24
Désintégrateur Magnétique,Magnetic Disintegrator,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit,11.0,0.44
