,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,25,30,0.83,83%,17.64,14.7,441,3,5.88,4.9,4.41,3.67
Masque du Baron,Baron' s Mask,15,30,0.5,50%,25.0,12.5,375,2,12.5,6.25,8.33,4.17
Esprit de la Faille,Spirit of the Rift,15,30,0.5,50%,25.0,12.5,375,2,12.5,6.25,8.33,4.17
Marteau Dévastateur,Destroyer Hammer,29,30,0.97,97%,12.62,12.2,366,2,6.31,6.1,4.21,4.07
Écailles Magiques,Magic Scales,14,30,0.47,47%,25.0,11.67,350,2,12.5,5.83,8.33,3.89
Chasse au Gros,Big Worm Hunter,17,30,0.57,57%,20.29,11.5,345,3,6.76,3.83,5.07,2.88
Marteau Conquérant,Conquest Hammer,15,30,0.5,50%,22.0,11.0,330,3,7.33,3.67,5.5,2.75
L'Oeil du Héraut,Eye of the Void,22,30,0.73,73%,12.27,9.0,270,0,Gratuit,Gratuit,12.27,9.0
Protection Royale,Royal Protector,15,30,0.5,50%,17.0,8.5,255,1,17.0,8.5,8.5,4.25
Sceau Profanateur,Seal of Desecration,15,30,0.5,50%,16.0,8.0,240,2,8.0,4.0,5.33,2.67
Poigne d'Or,Golden Force,12,30,0.4,40%,20.0,8.0,240,1,20.0,8.0,10.0,4.0
Gardien Sous-terrain,Underworld Guardian,13,30,0.43,43%,18.0,7.8,234,1,18.0,7.8,9.0,3.9
Âme de Dragon Élémentaire,Elemental Dragon Soul,9,30,0.3,30%,25.0,7.5,225,1,25.0,7.5,12.5,3.75
Folie Meurtrière,Killer Momentum,9,30,0.3,30%,22.0,6.6,198,0,Gratuit,Gratuit,22.0,6.6
Première Ligne,First Line,22,30,0.73,73%,8.0,5.87,176,0,Gratuit,Gratuit,8.0,5.87
Frappes Éclair,Light Swords,10,30,0.33,33%,12.0,4.0,120,0,Gratuit,Gratuit,12.0,4.0
