,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Faux,Scythe,16,16,1.0,100%,15.81,15.81,253,3,5.27,5.27,3.95,3.95
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,14.81,14.81,237,3,4.94,4.94,3.7,3.7
Lame Insatiable,Fast Furious Blade,11,16,0.69,69%,18.0,12.38,198,2,9.0,6.19,6.0,4.13
Lame Affutée,Sharp Blade,14,16,0.88,88%,13.29,11.62,186,3,4.43,3.87,3.32,2.9
Marteau Collecteur,Collecting Hammer,10,16,0.62,62%,18.2,11.38,182,2,9.1,5.69,6.07,3.79
Hache Frénétique,Berseker Ax,10,16,0.62,62%,16.0,10.0,160,2,8.0,5.0,5.33,3.33
Épée Obscure,Swords of Darkness,8,16,0.5,50%,20.0,10.0,160,1,20.0,10.0,10.0,5.0
Faux Assoiffées,Thirsty Scythes,6,16,0.38,38%,25.0,9.38,150,3,8.33,3.13,6.25,2.35
Aveuglement,Incapacitor,16,16,1.0,100%,7.31,7.31,117,3,2.44,2.44,1.83,1.83
Danse Macabre,Dance of Death,11,16,0.69,69%,10.0,6.88,110,1,10.0,6.88,5.0,3.44
Parchemin Secret,Secret Scroll,5,16,0.31,31%,18.0,5.62,90,2,9.0,2.81,6.0,1.87
Griffes Démoniaques,Demon Claws,5,16,0.31,31%,17.0,5.31,85,1,17.0,5.31,8.5,2.65
Esprit de l'Écuyer,Spirit of the Squire,14,16,0.88,88%,6.0,5.25,84,3,2.0,1.75,1.5,1.31
Chasseresse d'Âmes,Huntress of Souls,4,16,0.25,25%,20.0,5.0,80,1,20.0,5.0,10.0,2.5
Assistance Divine,Sacred Help,3,16,0.19,19%,20.0,3.75,60,2,10.0,1.88,6.67,1.25
Armure d'Obsidienne,Obsidian Battle Plate,3,16,0.19,19%,20.0,3.75,60,2,10.0,1.88,6.67,1.25
Explosion Arcanique,Arcane Explosive,5,16,0.31,31%,12.0,3.75,60,1,12.0,3.75,6.0,1.88
Marteleur précis,Precise Hammer,3,16,0.19,19%,18.0,3.38,54,1,18.0,3.38,9.0,1.69
Totem du Gardien,Guardian Totem,16,16,1.0,100%,3.31,3.31,53,3,1.1,1.1,0.83,0.83
Ascension Divine,Divine Ascent,2,16,0.12,12%,25.0,3.12,50,3,8.33,1.04,6.25,0.78
Esprit Guerrier,Spirit of the Warrior,3,16,0.19,19%,16.0,3.0,48,1,16.0,3.0,8.0,1.5
Elan de Fureur,Rampage Momentum,3,16,0.19,19%,15.0,2.81,45,1,15.0,2.81,7.5,1.41
Enchaînement Éclair,Unstoppable Lightning,2,16,0.12,12%,22.0,2.75,44,2,11.0,1.38,7.33,0.92
Aura Légendaire,Legend Aura,1,16,0.06,6%,40.0,2.5,40,3,13.33,0.83,10.0,0.62
Armure d'Immortel,Immortal Breastplate,2,16,0.12,12%,20.0,2.5,40,1,20.0,2.5,10.0,1.25
Couronne du Roi Nain,Crown of the Dwarf King,3,16,0.19,19%,13.0,2.44,39,0,Gratuit,Gratuit,13.0,2.44
Sabre Versatile,Versatil Saber,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Adrénaline Arcanique,Arcane Adrenaline,2,16,0.12,12%,16.0,2.0,32,1,16.0,2.0,8.0,1.0
Masse Colossale,Colossal Mace,2,16,0.12,12%,15.0,1.88,30,0,Gratuit,Gratuit,15.0,1.88
Soif de Sang,Thirsty Dagger,2,16,0.12,12%,15.0,1.88,30,0,Gratuit,Gratuit,15.0,1.88
Épé Sainte,Holy Sword,2,16,0.12,12%,15.0,1.88,30,0,Gratuit,Gratuit,15.0,1.88
Coup de Mort,Death Helper,2,16,0.12,12%,13.0,1.62,26,1,13.0,1.62,6.5,0.81
Griffes Sauvages,Wild Claw,10,16,0.62,62%,2.4,1.5,24,3,0.8,0.5,0.6,0.38
Gantelet Impérieux,Imperious Gauntlet,1,16,0.06,6%,22.0,1.38,22,1,22.0,1.38,11.0,0.69
Décharge Élémentaire,Elemental Discharge,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Chasseur d'Âmes,Soul Hunter,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Esprit omniprésent,Omnipresent Spirit,1,16,0.06,6%,18.0,1.12,18,2,9.0,0.56,6.0,0.37
Faux Parfaite,Perfect Scythe,1,16,0.06,6%,15.0,0.94,15,0,Gratuit,Gratuit,15.0,0.94
