,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Marteau Collecteur,Collecting Hammer,2,3,0.67,67%,31.5,21.0,63,2,15.75,10.5,10.5,7.0
Assistance Divine,Sacred Help,3,3,1.0,100%,20.0,20.0,60,2,10.0,10.0,6.67,6.67
Pillard Féroce,Savage Looter,3,3,1.0,100%,20.0,20.0,60,1,20.0,20.0,10.0,10.0
Lame Affutée,Sharp Blade,3,3,1.0,100%,16.0,16.0,48,3,5.33,5.33,4.0,4.0
Enchaînement Éclair,Unstoppable Lightning,2,3,0.67,67%,22.0,14.67,44,2,11.0,7.33,7.33,4.89
Griffes Sauvages,Wild Claw,3,3,1.0,100%,14.33,14.33,43,3,4.78,4.78,3.58,3.58
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,14.0,14.0,42,3,4.67,4.67,3.5,3.5
Aura Légendaire,Legend Aura,1,3,0.33,33%,40.0,13.33,40,3,13.33,4.44,10.0,3.33
Le Marionnettiste,The Puppeteer,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Épée Obscure,Swords of Darkness,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Armure d'Obsidienne,Obsidian Battle Plate,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Chasseur de Bêtes,Beast Hunter,2,3,0.67,67%,18.0,12.0,36,2,9.0,6.0,6.0,4.0
Sabre Versatile,Versatil Saber,2,3,0.67,67%,18.0,12.0,36,1,18.0,12.0,9.0,6.0
Esprit de l'Écuyer,Spirit of the Squire,3,3,1.0,100%,12.0,12.0,36,3,4.0,4.0,3.0,3.0
Elan de Fureur,Rampage Momentum,2,3,0.67,67%,15.0,10.0,30,1,15.0,10.0,7.5,5.0
Faux,Scythe,3,3,1.0,100%,8.67,8.67,26,3,2.89,2.89,2.17,2.17
Coup de Mort,Death Helper,2,3,0.67,67%,13.0,8.67,26,1,13.0,8.67,6.5,4.33
Armure d'Immortel,Immortal Breastplate,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Décharge Élémentaire,Elemental Discharge,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Chasseur d'Âmes,Soul Hunter,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Danse Macabre,Dance of Death,2,3,0.67,67%,10.0,6.67,20,1,10.0,6.67,5.0,3.33
Esprit omniprésent,Omnipresent Spirit,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Marteleur précis,Precise Hammer,1,3,0.33,33%,18.0,6.0,18,1,18.0,6.0,9.0,3.0
Parchemin Secret,Secret Scroll,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Force Divine,Divine Impetu,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Aveuglement,Incapacitor,3,3,1.0,100%,3.0,3.0,9,3,1.0,1.0,0.75,0.75
Esprit Sauvage,Wild Spirit,1,3,0.33,33%,8.0,2.67,8,0,Gratuit,Gratuit,8.0,2.67
Totem du Gardien,Guardian Totem,3,3,1.0,100%,2.33,2.33,7,3,0.78,0.78,0.58,0.58
