,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,3,3,1.0,100%,20.0,20.0,60,2,10.0,10.0,6.67,6.67
Aveuglement,Incapacitor,3,3,1.0,100%,18.0,18.0,54,3,6.0,6.0,4.5,4.5
Bâton de Conquête,Conquering Staff,2,3,0.67,67%,24.0,16.0,48,2,12.0,8.0,8.0,5.33
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,15.67,15.67,47,3,5.22,5.22,3.92,3.92
Griffes Sauvages,Wild Claw,3,3,1.0,100%,15.67,15.67,47,3,5.22,5.22,3.92,3.92
Lame Affutée,Sharp Blade,2,3,0.67,67%,21.0,14.0,42,3,7.0,4.67,5.25,3.5
Aura Légendaire,Legend Aura,1,3,0.33,33%,40.0,13.33,40,3,13.33,4.44,10.0,3.33
Sabre Versatile,Versatil Saber,2,3,0.67,67%,18.0,12.0,36,1,18.0,12.0,9.0,6.0
Bâton du Conquérant,Staff of Conquered Worlds,2,3,0.67,67%,15.0,10.0,30,0,Gratuit,Gratuit,15.0,10.0
Faux,Scythe,3,3,1.0,100%,10.0,10.0,30,3,3.33,3.33,2.5,2.5
Esprit de l'Écuyer,Spirit of the Squire,3,3,1.0,100%,10.0,10.0,30,3,3.33,3.33,2.5,2.5
Œil de Lynx,Hawk's Eye,3,3,1.0,100%,8.0,8.0,24,0,Gratuit,Gratuit,8.0,8.0
Enchaînement Éclair,Unstoppable Lightning,1,3,0.33,33%,22.0,7.33,22,2,11.0,3.67,7.33,2.44
Être de Lumière,Being of Light,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Décharge Élémentaire,Elemental Discharge,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Danse Macabre,Dance of Death,2,3,0.67,67%,10.0,6.67,20,1,10.0,6.67,5.0,3.33
Épée Obscure,Swords of Darkness,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Armure d'Obsidienne,Obsidian Battle Plate,1,3,0.33,33%,20.0,6.67,20,2,10.0,3.33,6.67,2.22
Mental d'Acier,Steel Aura,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Parchemin Secret,Secret Scroll,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Hache Frénétique,Berseker Ax,1,3,0.33,33%,16.0,5.33,16,2,8.0,2.67,5.33,1.78
Esprit Sauvage,Wild Spirit,2,3,0.67,67%,8.0,5.33,16,0,Gratuit,Gratuit,8.0,5.33
Totem du Gardien,Guardian Totem,3,3,1.0,100%,5.33,5.33,16,3,1.78,1.78,1.33,1.33
Elan de Fureur,Rampage Momentum,1,3,0.33,33%,15.0,5.0,15,1,15.0,5.0,7.5,2.5
Épé Sainte,Holy Sword,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Soif de Sang,Thirsty Dagger,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Marteau Collecteur,Collecting Hammer,1,3,0.33,33%,14.0,4.67,14,2,7.0,2.33,4.67,1.56
Couronne du Roi Nain,Crown of the Dwarf King,1,3,0.33,33%,13.0,4.33,13,0,Gratuit,Gratuit,13.0,4.33
Coup de Mort,Death Helper,1,3,0.33,33%,13.0,4.33,13,1,13.0,4.33,6.5,2.17
