,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,3,3,1.0,100%,20.0,20.0,60,2,10.0,10.0,6.67,6.67
Chasseur de Bêtes,Beast Hunter,3,3,1.0,100%,18.0,18.0,54,2,9.0,9.0,6.0,6.0
Griffes Sauvages,Wild Claw,3,3,1.0,100%,17.0,17.0,51,3,5.67,5.67,4.25,4.25
Marteau Collecteur,Collecting Hammer,2,3,0.67,67%,24.5,16.33,49,2,12.25,8.16,8.17,5.44
Bâton du Conquérant,Staff of Conquered Worlds,3,3,1.0,100%,15.0,15.0,45,0,Gratuit,Gratuit,15.0,15.0
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,14.0,14.0,42,3,4.67,4.67,3.5,3.5
Épée Obscure,Swords of Darkness,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Aura Légendaire,Legend Aura,1,3,0.33,33%,40.0,13.33,40,3,13.33,4.44,10.0,3.33
Pillard Féroce,Savage Looter,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Décharge Élémentaire,Elemental Discharge,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Armure d'Immortel,Immortal Breastplate,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Être de Lumière,Being of Light,2,3,0.67,67%,20.0,13.33,40,1,20.0,13.33,10.0,6.67
Armure d'Obsidienne,Obsidian Battle Plate,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Lame Affutée,Sharp Blade,3,3,1.0,100%,12.0,12.0,36,3,4.0,4.0,3.0,3.0
Sabre Versatile,Versatil Saber,2,3,0.67,67%,18.0,12.0,36,1,18.0,12.0,9.0,6.0
Aveuglement,Incapacitor,3,3,1.0,100%,12.0,12.0,36,3,4.0,4.0,3.0,3.0
Faux,Scythe,3,3,1.0,100%,9.33,9.33,28,3,3.11,3.11,2.33,2.33
Bâton de Conquête,Conquering Staff,1,3,0.33,33%,24.0,8.0,24,2,12.0,4.0,8.0,2.67
Esprit de l'Écuyer,Spirit of the Squire,3,3,1.0,100%,8.0,8.0,24,3,2.67,2.67,2.0,2.0
Enchaînement Éclair,Unstoppable Lightning,1,3,0.33,33%,22.0,7.33,22,2,11.0,3.67,7.33,2.44
Chasseur d'Âmes,Soul Hunter,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Danse Macabre,Dance of Death,2,3,0.67,67%,10.0,6.67,20,1,10.0,6.67,5.0,3.33
Marteleur précis,Precise Hammer,1,3,0.33,33%,18.0,6.0,18,1,18.0,6.0,9.0,3.0
Mental d'Acier,Steel Aura,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Esprit Sauvage,Wild Spirit,2,3,0.67,67%,8.0,5.33,16,0,Gratuit,Gratuit,8.0,5.33
Hache Frénétique,Berseker Ax,1,3,0.33,33%,16.0,5.33,16,2,8.0,2.67,5.33,1.78
Elan de Fureur,Rampage Momentum,1,3,0.33,33%,15.0,5.0,15,1,15.0,5.0,7.5,2.5
Épé Sainte,Holy Sword,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Force Divine,Divine Impetu,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Soif de Sang,Thirsty Dagger,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Coup de Mort,Death Helper,1,3,0.33,33%,13.0,4.33,13,1,13.0,4.33,6.5,2.17
Œil de Lynx,Hawk's Eye,1,3,0.33,33%,8.0,2.67,8,0,Gratuit,Gratuit,8.0,2.67
Totem du Gardien,Guardian Totem,3,3,1.0,100%,2.67,2.67,8,3,0.89,0.89,0.67,0.67
