,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Esprit omniprésent,Omnipresent Spirit,2,3,0.67,67%,18.0,12.0,36,2,9.0,6.0,6.0,4.0
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,11.33,11.33,34,3,3.78,3.78,2.83,2.83
Griffes Sauvages,Wild Claw,3,3,1.0,100%,10.67,10.67,32,3,3.56,3.56,2.67,2.67
Armure d'Obsidienne,Obsidian Battle Plate,1,3,0.33,33%,20.0,6.67,20,2,10.0,3.33,6.67,2.22
Le Marionnettiste,The Puppeteer,1,3,0.33,33%,20.0,6.67,20,2,10.0,3.33,6.67,2.22
Pillard Féroce,Savage Looter,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Mental d'Acier,Steel Aura,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Faux,Scythe,3,3,1.0,100%,5.67,5.67,17,3,1.89,1.89,1.42,1.42
Soif de Sang,Thirsty Dagger,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Lame Affutée,Sharp Blade,3,3,1.0,100%,4.0,4.0,12,3,1.33,1.33,1.0,1.0
Aveuglement,Incapacitor,3,3,1.0,100%,4.0,4.0,12,3,1.33,1.33,1.0,1.0
Esprit de l'Écuyer,Spirit of the Squire,2,3,0.67,67%,3.0,2.0,6,3,1.0,0.67,0.75,0.5
Totem du Gardien,Guardian Totem,3,3,1.0,100%,2.0,2.0,6,3,0.67,0.67,0.5,0.5
