,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,18,18,1.0,100%,17.83,17.83,321,3,5.94,5.94
Faux,Scythe,18,18,1.0,100%,13.67,13.67,246,3,4.56,4.56
Hache Frénétique,Berseker Ax,16,18,0.89,89%,14.0,12.44,224,2,7.0,6.22
Économe Sagesse du Trésorier,Treasurer's Wisdom,10,18,0.56,56%,17.0,9.44,170,2,8.5,4.72
Lame Affutée,Sharp Blade,17,18,0.94,94%,9.88,9.33,168,3,3.29,3.11
Lame Insatiable,Fast Furious Blade,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45
Armure d'Obsidienne,Obsidian Battle Plate,8,18,0.44,44%,20.0,8.89,160,2,10.0,4.45
Esprit Guerrier,Spirit of the Warrior,9,18,0.5,50%,16.0,8.0,144,1,16.0,8.0
Esprit de l'Écuyer,Spirit of the Squire,16,18,0.89,89%,8.81,7.83,141,3,2.94,2.61
Faux Assoiffées,Thirsty Scythes,5,18,0.28,28%,25.0,6.94,125,3,8.33,2.31
Totem du Gardien,Guardian Totem,18,18,1.0,100%,6.83,6.83,123,3,2.28,2.28
Bâton de Conquête,Conquering Staff,5,18,0.28,28%,24.0,6.67,120,2,12.0,3.33
Tombeau Rocheux,Rock Tomb,12,18,0.67,67%,10.0,6.67,120,1,10.0,6.67
Chasseresse d'Âmes,Huntress of Souls,6,18,0.33,33%,19.0,6.33,114,1,19.0,6.33
Explosion Arcanique,Arcane Explosive,9,18,0.5,50%,12.0,6.0,108,1,12.0,6.0
Griffes Démoniaques,Demon Claws,6,18,0.33,33%,17.0,5.67,102,1,17.0,5.67
Glaive Vindicatif,Large Sword of Hate,5,18,0.28,28%,20.0,5.56,100,1,20.0,5.56
Frappe Chirurgicale,Accurate Sword,6,18,0.33,33%,16.0,5.33,96,1,16.0,5.33
Parchemin Secret,Secret Scroll,5,18,0.28,28%,18.0,5.0,90,2,9.0,2.5
Aura Légendaire,Legend Aura,2,18,0.11,11%,40.0,4.44,80,3,13.33,1.48
Assistance Divine,Sacred Help,4,18,0.22,22%,20.0,4.44,80,2,10.0,2.22
Sabre Versatile,Versatil Saber,7,18,0.39,39%,11.0,4.28,77,1,11.0,4.28
Le Traqueur,The Stalker,4,18,0.22,22%,18.0,4.0,72,3,6.0,1.33
Marteleur précis,Precise Hammer,4,18,0.22,22%,18.0,4.0,72,1,18.0,4.0
Œil de Lynx,Hawk's Eye,9,18,0.5,50%,8.0,4.0,72,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,6,18,0.33,33%,11.0,3.67,66,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,6,18,0.33,33%,11.0,3.67,66,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,4,18,0.22,22%,15.0,3.33,60,1,15.0,3.33
Armure d'Immortel,Immortal Breastplate,4,18,0.22,22%,14.0,3.11,56,1,14.0,3.11
Enchaînement Éclair,Unstoppable Lightning,3,18,0.17,17%,18.0,3.0,54,1,18.0,3.0
Couronne du Roi Nain,Crown of the Dwarf King,4,18,0.22,22%,13.0,2.89,52,0,Gratuit,Gratuit
Coup de Mort,Death Helper,5,18,0.28,28%,10.0,2.78,50,1,10.0,2.78
Ascension Divine,Divine Ascent,2,18,0.11,11%,25.0,2.78,50,3,8.33,0.93
Épées Jumelles,Twin Swords,4,18,0.22,22%,12.5,2.78,50,1,12.5,2.78
Masse de Siège,Siege Mace,3,18,0.17,17%,16.0,2.67,48,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,16,18,0.89,89%,3.0,2.67,48,3,1.0,0.89
Esquive Salvatrice,Evasive Protection,3,18,0.17,17%,15.0,2.5,45,0,Gratuit,Gratuit
Elan de Fureur,Rampage Momentum,3,18,0.17,17%,15.0,2.5,45,2,7.5,1.25
Le Croque-mort,The Undertaker,3,18,0.17,17%,14.0,2.33,42,1,14.0,2.33
Danse Macabre,Dance of Death,5,18,0.28,28%,8.0,2.22,40,1,8.0,2.22
Masse Colossale,Colossal Mace,3,18,0.17,17%,11.0,1.83,33,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,3,18,0.17,17%,10.0,1.67,30,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,2,18,0.11,11%,15.0,1.67,30,0,Gratuit,Gratuit
Triple Météore,Trimeteor,1,18,0.06,6%,30.0,1.67,30,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,3,18,0.17,17%,8.0,1.33,24,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Vision Céleste,Heavenly Vision,1,18,0.06,6%,22.0,1.22,22,2,11.0,0.61
Pillard Féroce,Savage Looter,1,18,0.06,6%,20.0,1.11,20,1,20.0,1.11
Le Marionnettiste,The Puppeteer,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Lance Triplée,Triple Spear,1,18,0.06,6%,20.0,1.11,20,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,1,18,0.06,6%,18.0,1.0,18,2,9.0,0.5
Chasseur d'Âmes,Soul Hunter,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Bâton Élémentaire,Earthly Staff,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Force Divine,Divine Impetu,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
