,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,18,18,1.0,100%,17.94,17.94,323,3,5.98,5.98
Aveuglement,Incapacitor,18,18,1.0,100%,15.33,15.33,276,3,5.11,5.11
Armure d'Obsidienne,Obsidian Battle Plate,13,18,0.72,72%,20.0,14.44,260,2,10.0,7.22
Économe Sagesse du Trésorier,Treasurer's Wisdom,13,18,0.72,72%,17.0,12.28,221,2,8.5,6.14
Faux Assoiffées,Thirsty Scythes,8,18,0.44,44%,25.0,11.11,200,3,8.33,3.7
Hache Frénétique,Berseker Ax,14,18,0.78,78%,14.0,10.89,196,2,7.0,5.45
Lame Insatiable,Fast Furious Blade,12,18,0.67,67%,16.0,10.67,192,2,8.0,5.33
Lame Affutée,Sharp Blade,15,18,0.83,83%,12.4,10.33,186,3,4.13,3.44
Bâton de Conquête,Conquering Staff,6,18,0.33,33%,24.0,8.0,144,2,12.0,4.0
Parchemin Secret,Secret Scroll,8,18,0.44,44%,18.0,8.0,144,2,9.0,4.0
Esprit de l'Écuyer,Spirit of the Squire,18,18,1.0,100%,7.0,7.0,126,3,2.33,2.33
Esprit Guerrier,Spirit of the Warrior,7,18,0.39,39%,16.0,6.22,112,1,16.0,6.22
Frappe Chirurgicale,Accurate Sword,7,18,0.39,39%,16.0,6.22,112,1,16.0,6.22
Marteleur précis,Precise Hammer,6,18,0.33,33%,18.0,6.0,108,1,18.0,6.0
Chasseresse d'Âmes,Huntress of Souls,5,18,0.28,28%,19.0,5.28,95,1,19.0,5.28
Épée Obscure,Swords of Darkness,6,18,0.33,33%,15.0,5.0,90,1,15.0,5.0
Tombeau Rocheux,Rock Tomb,9,18,0.5,50%,10.0,5.0,90,1,10.0,5.0
Griffes Démoniaques,Demon Claws,5,18,0.28,28%,17.0,4.72,85,1,17.0,4.72
Explosion Arcanique,Arcane Explosive,7,18,0.39,39%,12.0,4.67,84,1,12.0,4.67
Elan de Fureur,Rampage Momentum,5,18,0.28,28%,15.0,4.17,75,2,7.5,2.08
Ascension Divine,Divine Ascent,3,18,0.17,17%,25.0,4.17,75,3,8.33,1.39
Enchaînement Éclair,Unstoppable Lightning,4,18,0.22,22%,18.0,4.0,72,1,18.0,4.0
Le Croque-mort,The Undertaker,5,18,0.28,28%,14.0,3.89,70,1,14.0,3.89
Sabre Versatile,Versatil Saber,6,18,0.33,33%,11.0,3.67,66,1,11.0,3.67
Couronne du Roi Nain,Crown of the Dwarf King,5,18,0.28,28%,13.0,3.61,65,0,Gratuit,Gratuit
Totem du Gardien,Guardian Totem,18,18,1.0,100%,3.39,3.39,61,3,1.13,1.13
Glaive Vindicatif,Large Sword of Hate,3,18,0.17,17%,20.0,3.33,60,1,20.0,3.33
Triple Météore,Trimeteor,2,18,0.11,11%,30.0,3.33,60,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,6,18,0.33,33%,10.0,3.33,60,1,10.0,3.33
Danse Macabre,Dance of Death,7,18,0.39,39%,8.0,3.11,56,1,8.0,3.11
Esprit omniprésent,Omnipresent Spirit,3,18,0.17,17%,18.0,3.0,54,2,9.0,1.5
Griffes Sauvages,Wild Claw,17,18,0.94,94%,2.76,2.61,47,3,0.92,0.87
Destruction Royale,Royal Destroyer,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,3,18,0.17,17%,14.0,2.33,42,1,14.0,2.33
Lance Triplée,Triple Spear,2,18,0.11,11%,20.0,2.22,40,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,5,18,0.28,28%,8.0,2.22,40,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,4,18,0.22,22%,10.0,2.22,40,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,1,18,0.06,6%,40.0,2.22,40,3,13.33,0.74
Force Divine,Divine Impetu,3,18,0.17,17%,11.0,1.83,33,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,18,0.11,11%,16.0,1.78,32,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,2,18,0.11,11%,15.0,1.67,30,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Assistance Divine,Sacred Help,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Adrénaline Arcanique,Arcane Adrenaline,1,18,0.06,6%,16.0,0.89,16,1,16.0,0.89
Œil de Lynx,Hawk's Eye,2,18,0.11,11%,8.0,0.89,16,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,1,18,0.06,6%,15.0,0.83,15,2,7.5,0.41
Esquive Salvatrice,Evasive Protection,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Soif de Sang,Thirsty Dagger,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Coup de Mort,Death Helper,1,18,0.06,6%,10.0,0.56,10,1,10.0,0.56
