,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,15,18,0.83,83%,17.6,14.67,264,3,5.87,4.89
Perce-Écailles,Scale Tearer,13,18,0.72,72%,16.15,11.67,210,3,5.38,3.89
Esprit de la Faille,Spirit of the Rift,9,18,0.5,50%,20.0,10.0,180,2,10.0,5.0
L'Oeil du Héraut,Eye of the Void,12,18,0.67,67%,14.0,9.33,168,0,Gratuit,Gratuit
Masque du Baron,Baron' s Mask,8,18,0.44,44%,20.0,8.89,160,2,10.0,4.45
Écailles Magiques,Magic Scales,8,18,0.44,44%,20.0,8.89,160,2,10.0,4.45
Folie Meurtrière,Killer Momentum,5,18,0.28,28%,30.0,8.33,150,0,Gratuit,Gratuit
Chasse au Gros,Big Worm Hunter,8,18,0.44,44%,17.88,7.94,143,3,5.96,2.65
Poigne d'Or,Golden Force,6,18,0.33,33%,23.0,7.67,138,1,23.0,7.67
Protection Royale,Royal Protector,7,18,0.39,39%,17.0,6.61,119,1,17.0,6.61
Sceau Profanateur,Seal of Desecration,7,18,0.39,39%,16.0,6.22,112,2,8.0,3.11
Marteau Conquérant,Conquest Hammer,6,18,0.33,33%,18.0,6.0,108,1,18.0,6.0
Brise-remparts,Wall Breaker,3,18,0.17,17%,30.0,5.0,90,0,Gratuit,Gratuit
Première Ligne,First Line,11,18,0.61,61%,8.0,4.89,88,0,Gratuit,Gratuit
Âme de Dragon Élémentaire,Elemental Dragon Soul,3,18,0.17,17%,25.0,4.17,75,1,25.0,4.17
Gardien Sous-terrain,Underworld Guardian,5,18,0.28,28%,15.0,4.17,75,1,15.0,4.17
Frappes Éclair,Light Swords,2,18,0.11,11%,12.0,1.33,24,0,Gratuit,Gratuit
