,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Perce-Écailles,Scale Tearer,22,22,1.0,100%,19.91,19.91,438,3,6.64,6.64
Marteau Dévastateur,Destroyer Hammer,22,22,1.0,100%,19.77,19.77,435,3,6.59,6.59
Esprit de la Faille,Spirit of the Rift,13,22,0.59,59%,20.0,11.82,260,2,10.0,5.91
Âme de Dragon Élémentaire,Elemental Dragon Soul,10,22,0.45,45%,25.0,11.36,250,1,25.0,11.36
Écailles Magiques,Magic Scales,12,22,0.55,55%,20.0,10.91,240,2,10.0,5.46
Emblème Ancien,Ancient Emblem,6,22,0.27,27%,40.0,10.91,240,3,13.33,3.64
Chasse au Gros,Big Worm Hunter,14,22,0.64,64%,14.86,9.45,208,3,4.95,3.15
L'Oeil du Héraut,Eye of the Void,19,22,0.86,86%,10.95,9.45,208,0,Gratuit,Gratuit
Poigne d'Or,Golden Force,9,22,0.41,41%,23.0,9.41,207,1,23.0,9.41
Protection Royale,Royal Protector,10,22,0.45,45%,17.0,7.73,170,1,17.0,7.73
Sceau Profanateur,Seal of Desecration,14,22,0.64,64%,12.0,7.64,168,2,6.0,3.82
Masque du Baron,Baron' s Mask,8,22,0.36,36%,20.0,7.27,160,2,10.0,3.63
Première Ligne,First Line,20,22,0.91,91%,8.0,7.27,160,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,4,22,0.18,18%,35.0,6.36,140,0,Gratuit,Gratuit
Folie Meurtrière,Killer Momentum,4,22,0.18,18%,30.0,5.45,120,0,Gratuit,Gratuit
Gardien Sous-terrain,Underworld Guardian,8,22,0.36,36%,15.0,5.45,120,1,15.0,5.45
Marteau Conquérant,Conquest Hammer,6,22,0.27,27%,18.0,4.91,108,1,18.0,4.91
Frappes Éclair,Light Swords,8,22,0.36,36%,12.0,4.36,96,0,Gratuit,Gratuit
Bouclier Efficient,Engineer Shield,1,22,0.05,5%,60.0,2.73,60,0,Gratuit,Gratuit
