,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,21,21,1.0,100%,19.86,19.86,417,3,6.62,6.62
Perce-Écailles,Scale Tearer,20,21,0.95,95%,15.3,14.57,306,3,5.1,4.86
Esprit de la Faille,Spirit of the Rift,12,21,0.57,57%,20.0,11.43,240,2,10.0,5.71
Écailles Magiques,Magic Scales,11,21,0.52,52%,20.0,10.48,220,2,10.0,5.24
Chasse au Gros,Big Worm Hunter,10,21,0.48,48%,19.5,9.29,195,3,6.5,3.1
Sceau Profanateur,Seal of Desecration,11,21,0.52,52%,16.0,8.38,176,2,8.0,4.19
L'Oeil du Héraut,Eye of the Void,15,21,0.71,71%,11.2,8.0,168,0,Gratuit,Gratuit
Première Ligne,First Line,20,21,0.95,95%,8.0,7.62,160,0,Gratuit,Gratuit
Protection Royale,Royal Protector,9,21,0.43,43%,17.0,7.29,153,1,17.0,7.29
Poigne d'Or,Golden Force,6,21,0.29,29%,23.0,6.57,138,1,23.0,6.57
Masque du Baron,Baron' s Mask,6,21,0.29,29%,20.0,5.71,120,2,10.0,2.85
Emblème Ancien,Ancient Emblem,3,21,0.14,14%,40.0,5.71,120,3,13.33,1.9
Bouclier Efficient,Engineer Shield,2,21,0.1,10%,60.0,5.71,120,0,Gratuit,Gratuit
Marteau Conquérant,Conquest Hammer,6,21,0.29,29%,18.0,5.14,108,1,18.0,5.14
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,21,0.19,19%,25.0,4.76,100,1,25.0,4.76
Brise-remparts,Wall Breaker,3,21,0.14,14%,30.0,4.29,90,0,Gratuit,Gratuit
Folie Meurtrière,Killer Momentum,3,21,0.14,14%,30.0,4.29,90,0,Gratuit,Gratuit
Gardien Sous-terrain,Underworld Guardian,5,21,0.24,24%,15.0,3.57,75,1,15.0,3.57
Frappes Éclair,Light Swords,5,21,0.24,24%,12.0,2.86,60,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,1,21,0.05,5%,35.0,1.67,35,0,Gratuit,Gratuit
Horloge Divine,Divine Compass,1,21,0.05,5%,25.0,1.19,25,0,Gratuit,Gratuit
