,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,208,216,0.96,96%,19.38,18.67,4032,3,6.46,6.22
Perce-Écailles,Scale Tearer,191,216,0.88,88%,16.71,14.78,3192,3,5.57,4.93
Écailles Magiques,Magic Scales,108,216,0.5,50%,20.0,10.0,2160,2,10.0,5.0
Esprit de la Faille,Spirit of the Rift,108,216,0.5,50%,20.0,10.0,2160,2,10.0,5.0
Masque du Baron,Baron' s Mask,105,216,0.49,49%,20.0,9.72,2100,2,10.0,4.86
Chasse au Gros,Big Worm Hunter,127,216,0.59,59%,16.28,9.57,2067,3,5.43,3.19
Folie Meurtrière,Killer Momentum,60,216,0.28,28%,30.0,8.33,1800,0,Gratuit,Gratuit
Poigne d'Or,Golden Force,78,216,0.36,36%,23.0,8.31,1794,1,23.0,8.31
L'Oeil du Héraut,Eye of the Void,146,216,0.68,68%,11.73,7.93,1712,0,Gratuit,Gratuit
Sceau Profanateur,Seal of Desecration,117,216,0.54,54%,14.5,7.85,1696,2,7.25,3.92
Protection Royale,Royal Protector,99,216,0.46,46%,17.0,7.79,1683,1,17.0,7.79
Marteau Conquérant,Conquest Hammer,82,216,0.38,38%,18.0,6.83,1476,1,18.0,6.83
Première Ligne,First Line,178,216,0.82,82%,8.0,6.59,1424,0,Gratuit,Gratuit
Gardien Sous-terrain,Underworld Guardian,89,216,0.41,41%,15.0,6.18,1335,1,15.0,6.18
Âme de Dragon Élémentaire,Elemental Dragon Soul,53,216,0.25,25%,25.0,6.13,1325,1,25.0,6.13
Sceau Draconique Ancestral,Ancestral Dragon Seal,25,216,0.12,12%,35.0,4.05,875,0,Gratuit,Gratuit
Frappes Éclair,Light Swords,70,216,0.32,32%,12.0,3.89,840,0,Gratuit,Gratuit
Emblème Ancien,Ancient Emblem,18,216,0.08,8%,40.0,3.33,720,3,13.33,1.11
Brise-remparts,Wall Breaker,22,216,0.1,10%,30.0,3.06,660,0,Gratuit,Gratuit
Bouclier Efficient,Engineer Shield,8,216,0.04,4%,60.0,2.22,480,0,Gratuit,Gratuit
Horloge Divine,Divine Compass,5,216,0.02,2%,25.0,0.58,125,0,Gratuit,Gratuit
