,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,26,26,1.0,100%,21.12,21.12,549,3,7.04,7.04
Perce-Écailles,Scale Tearer,20,26,0.77,77%,19.2,14.77,384,3,6.4,4.92
Esprit de la Faille,Spirit of the Rift,18,26,0.69,69%,20.0,13.85,360,2,10.0,6.92
Chasse au Gros,Big Worm Hunter,19,26,0.73,73%,17.11,12.5,325,3,5.7,4.17
Masque du Baron,Baron' s Mask,16,26,0.62,62%,20.0,12.31,320,2,10.0,6.16
Folie Meurtrière,Killer Momentum,10,26,0.38,38%,30.0,11.54,300,0,Gratuit,Gratuit
L'Oeil du Héraut,Eye of the Void,22,26,0.85,85%,12.73,10.77,280,0,Gratuit,Gratuit
Poigne d'Or,Golden Force,12,26,0.46,46%,23.0,10.62,276,1,23.0,10.62
Protection Royale,Royal Protector,15,26,0.58,58%,17.0,9.81,255,1,17.0,9.81
Sceau Profanateur,Seal of Desecration,16,26,0.62,62%,15.5,9.54,248,2,7.75,4.77
Marteau Conquérant,Conquest Hammer,13,26,0.5,50%,18.0,9.0,234,1,18.0,9.0
Gardien Sous-terrain,Underworld Guardian,13,26,0.5,50%,15.0,7.5,195,1,15.0,7.5
Première Ligne,First Line,23,26,0.88,88%,8.0,7.08,184,0,Gratuit,Gratuit
Âme de Dragon Élémentaire,Elemental Dragon Soul,7,26,0.27,27%,25.0,6.73,175,1,25.0,6.73
Brise-remparts,Wall Breaker,5,26,0.19,19%,30.0,5.77,150,0,Gratuit,Gratuit
Frappes Éclair,Light Swords,12,26,0.46,46%,12.0,5.54,144,0,Gratuit,Gratuit
Écailles Magiques,Magic Scales,7,26,0.27,27%,20.0,5.38,140,2,10.0,2.69
Emblème Ancien,Ancient Emblem,3,26,0.12,12%,40.0,4.62,120,3,13.33,1.54
Sceau Draconique Ancestral,Ancestral Dragon Seal,3,26,0.12,12%,35.0,4.04,105,0,Gratuit,Gratuit
Bouclier Efficient,Engineer Shield,1,26,0.04,4%,60.0,2.31,60,0,Gratuit,Gratuit
